Energy[keV],Count,
1.580,3359,
1.590,3255,
1.600,3228,
1.610,3261,
1.620,3292,
1.630,3386,
1.640,3228,
1.650,3287,
1.660,3260,
1.670,3298,
1.680,3344,
1.690,3486,
1.700,3430,
1.710,3617,
1.720,3865,
1.730,3836,
1.740,3807,
1.750,3818,
1.760,3657,
1.770,3667,
1.780,3492,
1.790,3580,
1.800,3486,
1.810,3357,
1.820,3444,
1.830,3250,
1.840,3346,
1.850,3107,
1.860,3242,
1.870,3146,
1.880,3066,
1.890,3197,
1.900,3241,
1.910,3331,
1.920,3467,
1.930,3666,
1.940,4005,
1.950,4556,
1.960,5359,
1.970,6326,
1.980,7358,
1.990,8603,
2.000,9569,
2.010,10367,
2.020,10727,
2.030,10511,
2.040,10036,
2.050,9037,
2.060,8328,
2.070,7320,
2.080,6902,
2.090,6520,
2.100,6376,
2.110,6278,
2.120,6436,
2.130,6498,
2.140,6304,
2.150,6469,
2.160,6266,
2.170,6668,
2.180,7563,
2.190,9495,
2.200,12565,
2.210,18338,
2.220,27363,
2.230,41009,
2.240,59809,
2.250,83255,
2.260,109954,
2.270,136777,
2.280,159590,
2.290,174937,
2.300,179722,
2.310,172584,
2.320,156717,
2.330,136019,
2.340,116217,
2.350,99993,
2.360,89075,
2.370,83273,
2.380,81484,
2.390,81172,
2.400,79737,
2.410,75700,
2.420,69326,
2.430,60795,
2.440,51733,
2.450,43278,
2.460,35825,
2.470,30091,
2.480,25408,
2.490,22261,
2.500,19219,
2.510,16701,
2.520,14556,
2.530,12753,
2.540,10856,
2.550,9564,
2.560,8131,
2.570,7129,
2.580,6473,
2.590,5782,
2.600,5503,
2.610,5092,
2.620,4803,
2.630,4600,
2.640,4421,
2.650,3943,
2.660,3758,
2.670,3241,
2.680,3008,
2.690,2509,
2.700,2388,
2.710,2141,
2.720,2122,
2.730,1980,
2.740,1972,
2.750,2019,
2.760,2097,
2.770,2225,
2.780,2402,
2.790,2682,
2.800,2789,
2.810,3088,
2.820,3202,
2.830,3180,
2.840,3285,
2.850,3131,
2.860,3124,
2.870,2846,
2.880,2538,
2.890,2416,
2.900,2167,
2.910,2031,
2.920,1986,
2.930,1752,
2.940,1760,
2.950,1804,
2.960,1769,
2.970,1659,
2.980,1653,
2.990,1649,
3.000,1691,
3.010,1640,
3.020,1721,
3.030,1688,
3.040,1690,
3.050,1742,
3.060,1615,
3.070,1676,
3.080,1597,
3.090,1586,
3.100,1577,
3.110,1577,
3.120,1599,
3.130,1671,
3.140,1574,
3.150,1616,
3.160,1628,
3.170,1589,
3.180,1663,
3.190,1545,
3.200,1608,
3.210,1645,
3.220,1631,
3.230,1651,
3.240,1564,
3.250,1530,
3.260,1614,
3.270,1651,
3.280,1496,
3.290,1689,
3.300,1675,
3.310,1623,
3.320,1592,
3.330,1600,
3.340,1627,
3.350,1631,
3.360,1547,
3.370,1585,
3.380,1578,
3.390,1598,
3.400,1578,
3.410,1606,
3.420,1653,
3.430,1594,
3.440,1574,
3.450,1675,
3.460,1629,
3.470,1629,
3.480,1547,
3.490,1661,
3.500,1575,
3.510,1564,
3.520,1638,
3.530,1595,
3.540,1531,
3.550,1549,
3.560,1635,
3.570,1615,
3.580,1529,
3.590,1589,
3.600,1616,
3.610,1607,
3.620,1546,
3.630,1589,
3.640,1698,
3.650,1658,
3.660,1589,
3.670,1633,
3.680,1618,
3.690,1595,
3.700,1586,
3.710,1657,
3.720,1657,
3.730,1601,
3.740,1613,
3.750,1577,
3.760,1560,
3.770,1557,
3.780,1514,
3.790,1664,
3.800,1630,
3.810,1585,
3.820,1587,
3.830,1605,
3.840,1514,
3.850,1618,
3.860,1580,
3.870,1554,
3.880,1601,
3.890,1699,
3.900,1616,
3.910,1643,
3.920,1563,
3.930,1587,
3.940,1589,
3.950,1543,
3.960,1585,
3.970,1624,
3.980,1688,
3.990,1606,
4.000,1542,
4.010,1602,
4.020,1602,
4.030,1629,
4.040,1669,
4.050,1624,
4.060,1590,
4.070,1623,
4.080,1707,
4.090,1572,
4.100,1621,
4.110,1656,
4.120,1631,
4.130,1634,
4.140,1619,
4.150,1695,
4.160,1631,
4.170,1616,
4.180,1764,
4.190,1566,
4.200,1620,
4.210,1691,
4.220,1679,
4.230,1652,
4.240,1643,
4.250,1657,
4.260,1669,
4.270,1632,
4.280,1652,
4.290,1652,
4.300,1697,
4.310,1643,
4.320,1644,
4.330,1670,
4.340,1594,
4.350,1699,
4.360,1671,
4.370,1648,
4.380,1620,
4.390,1660,
4.400,1645,
4.410,1638,
4.420,1566,
4.430,1710,
4.440,1674,
4.450,1685,
4.460,1767,
4.470,1838,
4.480,1791,
4.490,1892,
4.500,1855,
4.510,1837,
4.520,1829,
4.530,1765,
4.540,1911,
4.550,1808,
4.560,1820,
4.570,1824,
4.580,1836,
4.590,1820,
4.600,1859,
4.610,1741,
4.620,1762,
4.630,1787,
4.640,1758,
4.650,1679,
4.660,1780,
4.670,1719,
4.680,1683,
4.690,1731,
4.700,1696,
4.710,1688,
4.720,1725,
4.730,1735,
4.740,1613,
4.750,1630,
4.760,1645,
4.770,1546,
4.780,1652,
4.790,1618,
4.800,1540,
4.810,1551,
4.820,1510,
4.830,1599,
4.840,1509,
4.850,1595,
4.860,1555,
4.870,1567,
4.880,1463,
4.890,1491,
4.900,1490,
4.910,1497,
4.920,1559,
4.930,1492,
4.940,1519,
4.950,1538,
4.960,1498,
4.970,1519,
4.980,1560,
4.990,1526,
5.000,1525,
5.010,1503,
5.020,1419,
5.030,1484,
5.040,1416,
5.050,1432,
5.060,1389,
5.070,1401,
5.080,1413,
5.090,1402,
5.100,1373,
5.110,1389,
5.120,1451,
5.130,1398,
5.140,1457,
5.150,1387,
5.160,1466,
5.170,1434,
5.180,1395,
5.190,1369,
5.200,1411,
5.210,1412,
5.220,1373,
5.230,1426,
5.240,1403,
5.250,1392,
5.260,1441,
5.270,1404,
5.280,1424,
5.290,1465,
5.300,1613,
5.310,1719,
5.320,1838,
5.330,1944,
5.340,2185,
5.350,2398,
5.360,2741,
5.370,3016,
5.380,3194,
5.390,3421,
5.400,3660,
5.410,3775,
5.420,3859,
5.430,3711,
5.440,3607,
5.450,3432,
5.460,3205,
5.470,2857,
5.480,2553,
5.490,2322,
5.500,2023,
5.510,1858,
5.520,1799,
5.530,1597,
5.540,1497,
5.550,1483,
5.560,1392,
5.570,1358,
5.580,1372,
5.590,1349,
5.600,1324,
5.610,1319,
5.620,1308,
5.630,1344,
5.640,1348,
5.650,1324,
5.660,1332,
5.670,1333,
5.680,1349,
5.690,1358,
5.700,1333,
5.710,1315,
5.720,1292,
5.730,1344,
5.740,1322,
5.750,1342,
5.760,1351,
5.770,1343,
5.780,1337,
5.790,1323,
5.800,1342,
5.810,1366,
5.820,1324,
5.830,1371,
5.840,1373,
5.850,1417,
5.860,1465,
5.870,1454,
5.880,1437,
5.890,1553,
5.900,1548,
5.910,1570,
5.920,1578,
5.930,1557,
5.940,1633,
5.950,1662,
5.960,1599,
5.970,1535,
5.980,1590,
5.990,1536,
6.000,1533,
6.010,1424,
6.020,1517,
6.030,1393,
6.040,1426,
6.050,1339,
6.060,1294,
6.070,1323,
6.080,1360,
6.090,1304,
6.100,1286,
6.110,1231,
6.120,1307,
6.130,1283,
6.140,1291,
6.150,1252,
6.160,1332,
6.170,1334,
6.180,1350,
6.190,1286,
6.200,1245,
6.210,1310,
6.220,1266,
6.230,1309,
6.240,1251,
6.250,1340,
6.260,1369,
6.270,1348,
6.280,1464,
6.290,1560,
6.300,1640,
6.310,1736,
6.320,1851,
6.330,1945,
6.340,2230,
6.350,2357,
6.360,2495,
6.370,2661,
6.380,2920,
6.390,2959,
6.400,3078,
6.410,3063,
6.420,3028,
6.430,2818,
6.440,2773,
6.450,2556,
6.460,2461,
6.470,2055,
6.480,1970,
6.490,1831,
6.500,1727,
6.510,1566,
6.520,1468,
6.530,1383,
6.540,1354,
6.550,1316,
6.560,1270,
6.570,1248,
6.580,1285,
6.590,1198,
6.600,1262,
6.610,1251,
6.620,1249,
6.630,1245,
6.640,1242,
6.650,1226,
6.660,1213,
6.670,1209,
6.680,1150,
6.690,1177,
6.700,1243,
6.710,1204,
6.720,1233,
6.730,1201,
6.740,1243,
6.750,1164,
6.760,1268,
6.770,1352,
6.780,1269,
6.790,1315,
6.800,1335,
6.810,1477,
6.820,1514,
6.830,1665,
6.840,1726,
6.850,1901,
6.860,2199,
6.870,2324,
6.880,2597,
6.890,2789,
6.900,2905,
6.910,3100,
6.920,3308,
6.930,3231,
6.940,3283,
6.950,3160,
6.960,3032,
6.970,2954,
6.980,2676,
6.990,2545,
7.000,2326,
7.010,2245,
7.020,1964,
7.030,1975,
7.040,1869,
7.050,1746,
7.060,1594,
7.070,1594,
7.080,1579,
7.090,1473,
7.100,1389,
7.110,1418,
7.120,1346,
7.130,1317,
7.140,1348,
7.150,1250,
7.160,1210,
7.170,1227,
7.180,1235,
7.190,1147,
7.200,1185,
7.210,1124,
7.220,1170,
7.230,1142,
7.240,1196,
7.250,1138,
7.260,1057,
7.270,1114,
7.280,1056,
7.290,1193,
7.300,1098,
7.310,1139,
7.320,1120,
7.330,1109,
7.340,1087,
7.350,1103,
7.360,1126,
7.370,1111,
7.380,1142,
7.390,1096,
7.400,1122,
7.410,1098,
7.420,1095,
7.430,1057,
7.440,1105,
7.450,1079,
7.460,1131,
7.470,1138,
7.480,1078,
7.490,1140,
7.500,1144,
7.510,1126,
7.520,1153,
7.530,1154,
7.540,1218,
7.550,1163,
7.560,1203,
7.570,1232,
7.580,1143,
7.590,1177,
7.600,1250,
7.610,1248,
7.620,1187,
7.630,1242,
7.640,1261,
7.650,1289,
7.660,1323,
7.670,1259,
7.680,1279,
7.690,1275,
7.700,1210,
7.710,1196,
7.720,1208,
7.730,1209,
7.740,1169,
7.750,1134,
7.760,1128,
7.770,1179,
7.780,1157,
7.790,1215,
7.800,1196,
7.810,1196,
7.820,1206,
7.830,1183,
7.840,1269,
7.850,1380,
7.860,1532,
7.870,1631,
7.880,1891,
7.890,2202,
7.900,2606,
7.910,3240,
7.920,4024,
7.930,5109,
7.940,6213,
7.950,7788,
7.960,9714,
7.970,11523,
7.980,13773,
7.990,15884,
8.000,17883,
8.010,19715,
8.020,21327,
8.030,22385,
8.040,22793,
8.050,23140,
8.060,22549,
8.070,21440,
8.080,20112,
8.090,18100,
8.100,16359,
8.110,14167,
8.120,11814,
8.130,10134,
8.140,8363,
8.150,6864,
8.160,5557,
8.170,4441,
8.180,3532,
8.190,2857,
8.200,2316,
8.210,1866,
8.220,1633,
8.230,1535,
8.240,1353,
8.250,1198,
8.260,1175,
8.270,1226,
8.280,1150,
8.290,1147,
8.300,1186,
8.310,1086,
8.320,1027,
8.330,1116,
8.340,1019,
8.350,1039,
8.360,1042,
8.370,1058,
8.380,1032,
8.390,1059,
8.400,993,
8.410,1010,
8.420,999,
8.430,1070,
8.440,1066,
8.450,1018,
8.460,981,
8.470,1059,
8.480,987,
8.490,985,
8.500,1023,
8.510,1002,
8.520,1062,
8.530,1044,
8.540,982,
8.550,1003,
8.560,991,
8.570,1016,
8.580,977,
8.590,1044,
8.600,1081,
8.610,1042,
8.620,1013,
8.630,1034,
8.640,1036,
8.650,998,
8.660,1051,
8.670,1027,
8.680,1072,
8.690,1081,
8.700,1057,
8.710,1014,
8.720,1144,
8.730,1093,
8.740,1183,
8.750,1221,
8.760,1238,
8.770,1387,
8.780,1508,
8.790,1657,
8.800,1826,
8.810,2087,
8.820,2328,
8.830,2652,
8.840,2891,
8.850,3208,
8.860,3593,
8.870,3860,
8.880,3933,
8.890,4042,
8.900,4066,
8.910,4271,
8.920,4210,
8.930,4072,
8.940,3875,
8.950,3752,
8.960,3285,
8.970,2965,
8.980,2732,
8.990,2365,
9.000,2242,
9.010,1888,
9.020,1704,
9.030,1561,
9.040,1325,
9.050,1249,
9.060,1119,
9.070,991,
9.080,974,
9.090,879,
9.100,920,
9.110,892,
9.120,920,
9.130,893,
9.140,891,
9.150,912,
9.160,956,
9.170,955,
9.180,1014,
9.190,996,
9.200,1019,
9.210,1029,
9.220,1072,
9.230,1084,
9.240,1082,
9.250,1109,
9.260,1099,
9.270,1067,
9.280,1013,
9.290,990,
9.300,981,
9.310,1045,
9.320,1045,
9.330,1078,
9.340,1063,
9.350,954,
9.360,944,
9.370,944,
9.380,960,
9.390,959,
9.400,880,
9.410,938,
9.420,910,
9.430,880,
9.440,837,
9.450,862,
9.460,898,
9.470,857,
9.480,838,
9.490,887,
9.500,824,
9.510,887,
9.520,815,
9.530,794,
9.540,820,
9.550,764,
9.560,815,
9.570,802,
9.580,792,
9.590,809,
9.600,819,
9.610,829,
9.620,784,
9.630,798,
9.640,796,
9.650,755,
9.660,831,
9.670,812,
9.680,763,
9.690,786,
9.700,789,
9.710,768,
9.720,761,
9.730,821,
9.740,773,
9.750,816,
9.760,793,
9.770,799,
9.780,712,
9.790,782,
9.800,766,
9.810,736,
9.820,749,
9.830,779,
9.840,749,
9.850,742,
9.860,670,
9.870,738,
9.880,708,
9.890,758,
9.900,749,
9.910,747,
9.920,758,
9.930,742,
9.940,716,
9.950,753,
9.960,764,
9.970,700,
9.980,739,
9.990,723,
10.000,775,
10.010,745,
10.020,744,
10.030,709,
10.040,758,
10.050,680,
10.060,747,
10.070,718,
10.080,715,
10.090,741,
10.100,709,
10.110,716,
10.120,705,
10.130,714,
10.140,703,
10.150,723,
10.160,751,
10.170,716,
10.180,731,
10.190,719,
10.200,736,
10.210,763,
10.220,742,
10.230,717,
10.240,730,
10.250,750,
10.260,757,
10.270,753,
10.280,757,
10.290,753,
10.300,699,
10.310,746,
10.320,801,
10.330,741,
10.340,766,
10.350,759,
10.360,752,
10.370,766,
10.380,715,
10.390,769,
10.400,782,
10.410,724,
10.420,771,
10.430,776,
10.440,772,
10.450,803,
10.460,717,
10.470,721,
10.480,713,
10.490,690,
10.500,752,
10.510,788,
10.520,725,
10.530,756,
10.540,764,
10.550,776,
10.560,724,
10.570,781,
10.580,743,
10.590,733,
10.600,735,
10.610,707,
10.620,758,
10.630,678,
10.640,620,
10.650,718,
10.660,744,
10.670,688,
10.680,677,
10.690,697,
10.700,643,
10.710,668,
10.720,658,
10.730,700,
10.740,677,
10.750,700,
10.760,668,
10.770,619,
10.780,636,
10.790,657,
10.800,695,
10.810,630,
10.820,646,
10.830,618,
10.840,695,
10.850,632,
10.860,649,
10.870,710,
10.880,688,
10.890,656,
10.900,678,
10.910,640,
10.920,691,
10.930,627,
10.940,658,
10.950,689,
10.960,663,
10.970,624,
10.980,632,
10.990,623,
11.000,617,
11.010,656,
11.020,631,
11.030,643,
11.040,648,
11.050,647,
11.060,677,
11.070,631,
11.080,657,
11.090,657,
11.100,637,
11.110,632,
11.120,699,
11.130,637,
11.140,655,
11.150,649,
11.160,586,
11.170,628,
11.180,630,
11.190,597,
11.200,655,
11.210,610,
11.220,672,
11.230,634,
11.240,605,
11.250,603,
11.260,662,
11.270,613,
11.280,575,
11.290,609,
11.300,634,
11.310,597,
11.320,657,
11.330,611,
11.340,647,
11.350,619,
11.360,582,
11.370,657,
11.380,620,
11.390,600,
11.400,565,
11.410,581,
11.420,594,
11.430,572,
11.440,572,
11.450,600,
11.460,625,
11.470,600,
11.480,588,
11.490,599,
11.500,561,
11.510,593,
11.520,575,
11.530,572,
11.540,583,
11.550,607,
11.560,620,
11.570,593,
11.580,610,
11.590,609,
11.600,584,
11.610,586,
11.620,595,
11.630,567,
11.640,593,
11.650,596,
11.660,610,
11.670,564,
11.680,563,
11.690,591,
11.700,577,
11.710,597,
11.720,565,
11.730,559,
11.740,540,
11.750,547,
11.760,573,
11.770,570,
11.780,559,
11.790,539,
11.800,564,
11.810,554,
11.820,533,
11.830,555,
11.840,493,
11.850,534,
11.860,541,
11.870,523,
11.880,554,
11.890,538,
11.900,483,
11.910,534,
11.920,525,
11.930,545,
11.940,540,
11.950,581,
11.960,529,
11.970,579,
11.980,510,
11.990,514,
12.000,527,
12.010,563,
12.020,541,
12.030,526,
12.040,515,
12.050,541,
12.060,572,
12.070,533,
12.080,497,
12.090,505,
12.100,552,
12.110,537,
12.120,483,
12.130,537,
12.140,517,
12.150,486,
12.160,541,
12.170,524,
12.180,564,
12.190,504,
12.200,514,
12.210,532,
12.220,522,
12.230,543,
12.240,535,
12.250,509,
12.260,531,
12.270,511,
12.280,504,
12.290,504,
12.300,480,
12.310,519,
12.320,483,
12.330,506,
12.340,535,
12.350,500,
12.360,507,
12.370,519,
12.380,503,
12.390,508,
12.400,573,
12.410,528,
12.420,502,
12.430,505,
12.440,509,
12.450,505,
12.460,477,
12.470,461,
12.480,536,
12.490,483,
12.500,459,
12.510,486,
12.520,491,
12.530,514,
12.540,527,
12.550,551,
12.560,460,
12.570,493,
12.580,502,
12.590,474,
12.600,543,
12.610,482,
12.620,497,
12.630,496,
12.640,495,
12.650,499,
12.660,465,
12.670,506,
12.680,498,
12.690,480,
12.700,501,
12.710,474,
12.720,459,
12.730,465,
12.740,477,
12.750,487,
12.760,503,
12.770,480,
12.780,493,
12.790,477,
12.800,469,
12.810,488,
12.820,484,
12.830,469,
12.840,486,
12.850,463,
12.860,516,
12.870,482,
12.880,470,
12.890,470,
12.900,478,
12.910,472,
12.920,461,
12.930,510,
12.940,477,
12.950,467,
12.960,464,
12.970,455,
12.980,468,
12.990,482,
13.000,442,
13.010,399,
13.020,474,
13.030,450,
13.040,424,
13.050,453,
13.060,447,
13.070,429,
13.080,464,
13.090,434,
13.100,442,
13.110,450,
13.120,406,
13.130,478,
13.140,453,
13.150,456,
13.160,447,
13.170,425,
13.180,467,
13.190,429,
13.200,427,
13.210,425,
13.220,467,
13.230,444,
13.240,460,
13.250,445,
13.260,427,
13.270,463,
13.280,475,
13.290,465,
13.300,442,
13.310,400,
13.320,445,
13.330,431,
13.340,419,
13.350,463,
13.360,452,
13.370,426,
13.380,427,
13.390,443,
13.400,389,
13.410,440,
13.420,417,
13.430,449,
13.440,479,
13.450,401,
13.460,405,
13.470,431,
13.480,409,
13.490,454,
13.500,425,
13.510,407,
13.520,431,
13.530,378,
13.540,447,
13.550,419,
13.560,374,
13.570,395,
13.580,387,
13.590,401,
13.600,428,
13.610,432,
13.620,437,
13.630,404,
13.640,410,
13.650,385,
13.660,435,
13.670,382,
13.680,405,
13.690,392,
13.700,404,
13.710,363,
13.720,419,
13.730,421,
13.740,390,
13.750,422,
13.760,395,
13.770,383,
13.780,411,
13.790,396,
13.800,375,
13.810,408,
13.820,359,
13.830,364,
13.840,367,
13.850,377,
13.860,424,
13.870,431,
13.880,384,
13.890,410,
13.900,414,
13.910,382,
13.920,415,
13.930,411,
13.940,415,
13.950,376,
13.960,360,
13.970,366,
13.980,387,
13.990,374,
14.000,385,
14.010,383,
14.020,351,
14.030,366,
14.040,404,
14.050,398,
14.060,394,
14.070,386,
14.080,376,
14.090,396,
14.100,378,
14.110,375,
14.120,361,
14.130,405,
14.140,373,
14.150,349,
14.160,360,
14.170,371,
14.180,366,
14.190,398,
14.200,394,
14.210,369,
14.220,338,
14.230,381,
14.240,345,
14.250,395,
14.260,363,
14.270,356,
14.280,336,
14.290,343,
14.300,372,
14.310,362,
14.320,379,
14.330,353,
14.340,379,
14.350,381,
14.360,376,
14.370,379,
14.380,377,
14.390,371,
14.400,348,
14.410,366,
14.420,366,
14.430,353,
14.440,351,
14.450,371,
14.460,348,
14.470,331,
14.480,339,
14.490,353,
14.500,358,
14.510,342,
14.520,341,
14.530,375,
14.540,336,
14.550,358,
14.560,374,
14.570,348,
14.580,347,
14.590,298,
14.600,369,
14.610,332,
14.620,332,
14.630,341,
14.640,355,
14.650,343,
14.660,360,
14.670,361,
14.680,339,
14.690,313,
14.700,326,
14.710,352,
14.720,336,
14.730,359,
14.740,331,
14.750,345,
14.760,330,
14.770,360,
14.780,342,
14.790,325,
14.800,321,
14.810,334,
14.820,349,
14.830,343,
14.840,329,
14.850,314,
14.860,322,
14.870,357,
14.880,319,
14.890,333,
14.900,345,
14.910,303,
14.920,333,
14.930,341,
14.940,315,
14.950,334,
14.960,312,
14.970,353,
14.980,315,
14.990,339,
15.000,337,
15.010,343,
15.020,338,
15.030,304,
15.040,308,
15.050,335,
15.060,324,
15.070,328,
15.080,302,
15.090,362,
15.100,332,
15.110,309,
15.120,322,
15.130,267,
15.140,337,
15.150,337,
15.160,313,
15.170,279,
15.180,312,
15.190,314,
15.200,287,
15.210,333,
15.220,296,
15.230,306,
15.240,329,
15.250,297,
15.260,325,
15.270,320,
15.280,330,
15.290,318,
15.300,306,
15.310,319,
15.320,305,
15.330,362,
15.340,326,
15.350,304,
15.360,325,
15.370,288,
15.380,326,
15.390,297,
15.400,330,
15.410,314,
15.420,305,
15.430,306,
15.440,340,
15.450,303,
15.460,300,
15.470,308,
15.480,291,
15.490,281,
15.500,310,
15.510,310,
15.520,309,
15.530,291,
15.540,331,
15.550,280,
15.560,327,
15.570,291,
15.580,308,
15.590,308,
15.600,294,
15.610,286,
15.620,299,
15.630,320,
15.640,276,
15.650,292,
15.660,324,
15.670,319,
15.680,315,
15.690,305,
15.700,306,
15.710,313,
15.720,298,
15.730,317,
15.740,291,
15.750,287,
15.760,299,
15.770,304,
15.780,323,
15.790,280,
15.800,312,
15.810,310,
15.820,328,
15.830,285,
15.840,323,
15.850,317,
15.860,290,
15.870,309,
15.880,291,
15.890,290,
15.900,276,
15.910,248,
15.920,292,
15.930,295,
15.940,293,
15.950,292,
15.960,291,
15.970,280,
15.980,271,
15.990,296,
16.000,283,
16.010,261,
16.020,304,
16.030,298,
16.040,294,
16.050,285,
16.060,306,
16.070,269,
16.080,281,
16.090,279,
16.100,287,
16.110,276,
16.120,272,
16.130,261,
16.140,265,
16.150,269,
16.160,283,
16.170,289,
16.180,273,
16.190,290,
16.200,290,
16.210,291,
16.220,282,
16.230,278,
16.240,292,
16.250,258,
16.260,290,
16.270,260,
16.280,275,
16.290,287,
16.300,271,
16.310,270,
16.320,297,
16.330,301,
16.340,283,
16.350,310,
16.360,266,
16.370,304,
16.380,278,
16.390,279,
16.400,290,
16.410,296,
16.420,259,
16.430,288,
16.440,263,
16.450,314,
16.460,292,
16.470,286,
16.480,280,
16.490,278,
16.500,288,
16.510,320,
16.520,283,
16.530,242,
16.540,269,
16.550,298,
16.560,284,
16.570,249,
16.580,295,
16.590,293,
16.600,281,
16.610,263,
16.620,287,
16.630,290,
16.640,252,
16.650,311,
16.660,267,
16.670,284,
16.680,260,
16.690,271,
16.700,264,
16.710,296,
16.720,271,
16.730,287,
16.740,278,
16.750,322,
16.760,277,
16.770,304,
16.780,281,
16.790,246,
16.800,294,
16.810,295,
16.820,290,
16.830,293,
16.840,259,
16.850,295,
16.860,292,
16.870,283,
16.880,286,
16.890,286,
16.900,283,
16.910,276,
16.920,262,
16.930,267,
16.940,302,
16.950,288,
16.960,275,
16.970,306,
16.980,292,
16.990,302,
17.000,274,
17.010,302,
17.020,287,
17.030,302,
17.040,332,
17.050,288,
17.060,332,
17.070,317,
17.080,330,
17.090,336,
17.100,385,
17.110,398,
17.120,423,
17.130,471,
17.140,589,
17.150,662,
17.160,698,
17.170,831,
17.180,1050,
17.190,1238,
17.200,1340,
17.210,1652,
17.220,2049,
17.230,2382,
17.240,2883,
17.250,3208,
17.260,3853,
17.270,4410,
17.280,5090,
17.290,5816,
17.300,6558,
17.310,7438,
17.320,8008,
17.330,8897,
17.340,9940,
17.350,10583,
17.360,11557,
17.370,12327,
17.380,13180,
17.390,13842,
17.400,14480,
17.410,14754,
17.420,15225,
17.430,15427,
17.440,16169,
17.450,15954,
17.460,15685,
17.470,15566,
17.480,15073,
17.490,14758,
17.500,13968,
17.510,13334,
17.520,12484,
17.530,11662,
17.540,10649,
17.550,9766,
17.560,8789,
17.570,7918,
17.580,6846,
17.590,6147,
17.600,5190,
17.610,4532,
17.620,3834,
17.630,3316,
17.640,2710,
17.650,2384,
17.660,1869,
17.670,1539,
17.680,1343,
17.690,1081,
17.700,883,
17.710,731,
17.720,629,
17.730,536,
17.740,423,
17.750,438,
17.760,363,
17.770,370,
17.780,340,
17.790,330,
17.800,286,
17.810,306,
17.820,300,
17.830,267,
17.840,269,
17.850,278,
17.860,246,
17.870,241,
17.880,255,
17.890,226,
17.900,235,
17.910,237,
17.920,231,
17.930,237,
17.940,235,
17.950,227,
17.960,191,
17.970,223,
17.980,228,
17.990,210,
18.000,246,
18.010,238,
18.020,216,
18.030,206,
18.040,208,
18.050,204,
18.060,215,
18.070,205,
18.080,208,
18.090,216,
18.100,194,
18.110,181,
18.120,205,
18.130,189,
18.140,203,
18.150,202,
18.160,184,
18.170,198,
18.180,206,
18.190,179,
18.200,186,
18.210,185,
18.220,202,
18.230,157,
18.240,194,
18.250,206,
18.260,200,
18.270,195,
18.280,197,
18.290,193,
18.300,149,
18.310,165,
18.320,178,
18.330,185,
18.340,216,
18.350,186,
18.360,183,
18.370,196,
18.380,175,
18.390,166,
18.400,169,
18.410,198,
18.420,185,
18.430,182,
18.440,179,
18.450,157,
18.460,170,
18.470,178,
18.480,179,
18.490,170,
18.500,200,
18.510,193,
18.520,168,
18.530,193,
18.540,189,
18.550,166,
18.560,177,
18.570,155,
18.580,173,
18.590,161,
