Energy[keV],Count,
1.590,2821,
1.600,2873,
1.610,2839,
1.620,2824,
1.630,2787,
1.640,2860,
1.650,2831,
1.660,2967,
1.670,2840,
1.680,2928,
1.690,2980,
1.700,3099,
1.710,3088,
1.720,3183,
1.730,3217,
1.740,3194,
1.750,3261,
1.760,3044,
1.770,3050,
1.780,3071,
1.790,2983,
1.800,3030,
1.810,2970,
1.820,2868,
1.830,2781,
1.840,2725,
1.850,2797,
1.860,2694,
1.870,2747,
1.880,2695,
1.890,2670,
1.900,2770,
1.910,2901,
1.920,2995,
1.930,3215,
1.940,3565,
1.950,3956,
1.960,4736,
1.970,5382,
1.980,6375,
1.990,7211,
2.000,8220,
2.010,8868,
2.020,9309,
2.030,9218,
2.040,8637,
2.050,8075,
2.060,7276,
2.070,6517,
2.080,5907,
2.090,5803,
2.100,5784,
2.110,5699,
2.120,5688,
2.130,5569,
2.140,5620,
2.150,5564,
2.160,5629,
2.170,5974,
2.180,7062,
2.190,9099,
2.200,12316,
2.210,17789,
2.220,26208,
2.230,38918,
2.240,55554,
2.250,76327,
2.260,99660,
2.270,123325,
2.280,142075,
2.290,154670,
2.300,157589,
2.310,152197,
2.320,139201,
2.330,123005,
2.340,105959,
2.350,92464,
2.360,82359,
2.370,77464,
2.380,75509,
2.390,74652,
2.400,72183,
2.410,68779,
2.420,62265,
2.430,55793,
2.440,47767,
2.450,39803,
2.460,33315,
2.470,27897,
2.480,23375,
2.490,20455,
2.500,17737,
2.510,15404,
2.520,13086,
2.530,11495,
2.540,9710,
2.550,8587,
2.560,7312,
2.570,6434,
2.580,5728,
2.590,5038,
2.600,4727,
2.610,4309,
2.620,4116,
2.630,3872,
2.640,3720,
2.650,3443,
2.660,3041,
2.670,2788,
2.680,2492,
2.690,2255,
2.700,2069,
2.710,1876,
2.720,1791,
2.730,1773,
2.740,1708,
2.750,1775,
2.760,1844,
2.770,1970,
2.780,2091,
2.790,2254,
2.800,2337,
2.810,2504,
2.820,2600,
2.830,2729,
2.840,2729,
2.850,2698,
2.860,2541,
2.870,2490,
2.880,2331,
2.890,2135,
2.900,1905,
2.910,1799,
2.920,1719,
2.930,1627,
2.940,1572,
2.950,1608,
2.960,1523,
2.970,1443,
2.980,1510,
2.990,1584,
3.000,1455,
3.010,1559,
3.020,1515,
3.030,1470,
3.040,1431,
3.050,1405,
3.060,1463,
3.070,1505,
3.080,1553,
3.090,1479,
3.100,1478,
3.110,1492,
3.120,1449,
3.130,1494,
3.140,1435,
3.150,1474,
3.160,1513,
3.170,1472,
3.180,1449,
3.190,1528,
3.200,1508,
3.210,1524,
3.220,1439,
3.230,1458,
3.240,1422,
3.250,1471,
3.260,1429,
3.270,1484,
3.280,1530,
3.290,1436,
3.300,1489,
3.310,1483,
3.320,1429,
3.330,1529,
3.340,1507,
3.350,1473,
3.360,1478,
3.370,1453,
3.380,1417,
3.390,1432,
3.400,1587,
3.410,1497,
3.420,1469,
3.430,1478,
3.440,1546,
3.450,1507,
3.460,1550,
3.470,1536,
3.480,1531,
3.490,1494,
3.500,1502,
3.510,1496,
3.520,1454,
3.530,1561,
3.540,1544,
3.550,1566,
3.560,1489,
3.570,1534,
3.580,1548,
3.590,1452,
3.600,1442,
3.610,1505,
3.620,1501,
3.630,1515,
3.640,1526,
3.650,1600,
3.660,1517,
3.670,1521,
3.680,1527,
3.690,1556,
3.700,1645,
3.710,1539,
3.720,1518,
3.730,1515,
3.740,1466,
3.750,1510,
3.760,1491,
3.770,1444,
3.780,1544,
3.790,1461,
3.800,1496,
3.810,1449,
3.820,1461,
3.830,1469,
3.840,1419,
3.850,1502,
3.860,1499,
3.870,1472,
3.880,1524,
3.890,1452,
3.900,1528,
3.910,1453,
3.920,1509,
3.930,1520,
3.940,1507,
3.950,1470,
3.960,1365,
3.970,1520,
3.980,1474,
3.990,1528,
4.000,1516,
4.010,1520,
4.020,1507,
4.030,1448,
4.040,1575,
4.050,1426,
4.060,1486,
4.070,1427,
4.080,1500,
4.090,1449,
4.100,1490,
4.110,1469,
4.120,1488,
4.130,1525,
4.140,1535,
4.150,1470,
4.160,1505,
4.170,1505,
4.180,1485,
4.190,1445,
4.200,1510,
4.210,1458,
4.220,1472,
4.230,1503,
4.240,1444,
4.250,1599,
4.260,1435,
4.270,1535,
4.280,1479,
4.290,1533,
4.300,1542,
4.310,1486,
4.320,1487,
4.330,1532,
4.340,1474,
4.350,1537,
4.360,1467,
4.370,1568,
4.380,1495,
4.390,1523,
4.400,1566,
4.410,1543,
4.420,1536,
4.430,1557,
4.440,1560,
4.450,1657,
4.460,1616,
4.470,1721,
4.480,1701,
4.490,1658,
4.500,1692,
4.510,1727,
4.520,1735,
4.530,1808,
4.540,1887,
4.550,1889,
4.560,1805,
4.570,1865,
4.580,1806,
4.590,1917,
4.600,1883,
4.610,1896,
4.620,1920,
4.630,1884,
4.640,1875,
4.650,1818,
4.660,1808,
4.670,1814,
4.680,1805,
4.690,1797,
4.700,1753,
4.710,1785,
4.720,1737,
4.730,1811,
4.740,1682,
4.750,1703,
4.760,1649,
4.770,1679,
4.780,1611,
4.790,1663,
4.800,1593,
4.810,1608,
4.820,1528,
4.830,1548,
4.840,1529,
4.850,1540,
4.860,1476,
4.870,1498,
4.880,1548,
4.890,1556,
4.900,1538,
4.910,1613,
4.920,1516,
4.930,1487,
4.940,1561,
4.950,1552,
4.960,1495,
4.970,1465,
4.980,1433,
4.990,1489,
5.000,1416,
5.010,1462,
5.020,1479,
5.030,1475,
5.040,1450,
5.050,1485,
5.060,1380,
5.070,1480,
5.080,1532,
5.090,1434,
5.100,1422,
5.110,1431,
5.120,1408,
5.130,1425,
5.140,1410,
5.150,1415,
5.160,1354,
5.170,1476,
5.180,1422,
5.190,1443,
5.200,1394,
5.210,1382,
5.220,1443,
5.230,1416,
5.240,1381,
5.250,1434,
5.260,1380,
5.270,1339,
5.280,1496,
5.290,1503,
5.300,1594,
5.310,1704,
5.320,1775,
5.330,1947,
5.340,2216,
5.350,2428,
5.360,2680,
5.370,2883,
5.380,3302,
5.390,3352,
5.400,3563,
5.410,3676,
5.420,3699,
5.430,3618,
5.440,3618,
5.450,3251,
5.460,3032,
5.470,2811,
5.480,2518,
5.490,2328,
5.500,2100,
5.510,1855,
5.520,1823,
5.530,1626,
5.540,1483,
5.550,1488,
5.560,1421,
5.570,1407,
5.580,1362,
5.590,1413,
5.600,1377,
5.610,1317,
5.620,1341,
5.630,1342,
5.640,1371,
5.650,1436,
5.660,1378,
5.670,1306,
5.680,1338,
5.690,1344,
5.700,1360,
5.710,1359,
5.720,1417,
5.730,1380,
5.740,1299,
5.750,1322,
5.760,1292,
5.770,1343,
5.780,1343,
5.790,1305,
5.800,1295,
5.810,1394,
5.820,1268,
5.830,1347,
5.840,1433,
5.850,1445,
5.860,1418,
5.870,1461,
5.880,1405,
5.890,1528,
5.900,1493,
5.910,1491,
5.920,1568,
5.930,1579,
5.940,1548,
5.950,1547,
5.960,1578,
5.970,1546,
5.980,1493,
5.990,1522,
6.000,1497,
6.010,1479,
6.020,1385,
6.030,1420,
6.040,1331,
6.050,1373,
6.060,1353,
6.070,1293,
6.080,1330,
6.090,1283,
6.100,1356,
6.110,1315,
6.120,1255,
6.130,1304,
6.140,1255,
6.150,1260,
6.160,1192,
6.170,1286,
6.180,1261,
6.190,1288,
6.200,1296,
6.210,1269,
6.220,1290,
6.230,1295,
6.240,1367,
6.250,1346,
6.260,1311,
6.270,1365,
6.280,1475,
6.290,1547,
6.300,1614,
6.310,1706,
6.320,1838,
6.330,2074,
6.340,2186,
6.350,2420,
6.360,2559,
6.370,2706,
6.380,2835,
6.390,3046,
6.400,3020,
6.410,3107,
6.420,2922,
6.430,2883,
6.440,2787,
6.450,2550,
6.460,2388,
6.470,2081,
6.480,2048,
6.490,1888,
6.500,1671,
6.510,1559,
6.520,1517,
6.530,1377,
6.540,1372,
6.550,1320,
6.560,1296,
6.570,1286,
6.580,1206,
6.590,1178,
6.600,1265,
6.610,1217,
6.620,1191,
6.630,1222,
6.640,1205,
6.650,1280,
6.660,1211,
6.670,1189,
6.680,1215,
6.690,1243,
6.700,1194,
6.710,1256,
6.720,1240,
6.730,1225,
6.740,1241,
6.750,1237,
6.760,1247,
6.770,1258,
6.780,1288,
6.790,1346,
6.800,1330,
6.810,1408,
6.820,1544,
6.830,1721,
6.840,1763,
6.850,2000,
6.860,2205,
6.870,2367,
6.880,2406,
6.890,2823,
6.900,2946,
6.910,3210,
6.920,3260,
6.930,3240,
6.940,3183,
6.950,3161,
6.960,3104,
6.970,2895,
6.980,2800,
6.990,2593,
7.000,2393,
7.010,2258,
7.020,2043,
7.030,1872,
7.040,1910,
7.050,1827,
7.060,1645,
7.070,1509,
7.080,1583,
7.090,1549,
7.100,1445,
7.110,1407,
7.120,1395,
7.130,1290,
7.140,1351,
7.150,1246,
7.160,1299,
7.170,1216,
7.180,1219,
7.190,1188,
7.200,1134,
7.210,1170,
7.220,1190,
7.230,1112,
7.240,1111,
7.250,1138,
7.260,1132,
7.270,1140,
7.280,1171,
7.290,1162,
7.300,1112,
7.310,1112,
7.320,1171,
7.330,1048,
7.340,1106,
7.350,1140,
7.360,1133,
7.370,1206,
7.380,1112,
7.390,1130,
7.400,1105,
7.410,1123,
7.420,1119,
7.430,1090,
7.440,1172,
7.450,1165,
7.460,1199,
7.470,1086,
7.480,1171,
7.490,1155,
7.500,1103,
7.510,1112,
7.520,1133,
7.530,1138,
7.540,1079,
7.550,1118,
7.560,1138,
7.570,1163,
7.580,1185,
7.590,1208,
7.600,1267,
7.610,1263,
7.620,1291,
7.630,1287,
7.640,1317,
7.650,1302,
7.660,1281,
7.670,1229,
7.680,1252,
7.690,1263,
7.700,1265,
7.710,1225,
7.720,1179,
7.730,1184,
7.740,1239,
7.750,1230,
7.760,1174,
7.770,1189,
7.780,1186,
7.790,1132,
7.800,1148,
7.810,1190,
7.820,1209,
7.830,1248,
7.840,1272,
7.850,1345,
7.860,1471,
7.870,1706,
7.880,1851,
7.890,2155,
7.900,2713,
7.910,3272,
7.920,4080,
7.930,5134,
7.940,6255,
7.950,7714,
7.960,9404,
7.970,11298,
7.980,13287,
7.990,15066,
8.000,17082,
8.010,18587,
8.020,19854,
8.030,21176,
8.040,21626,
8.050,21597,
8.060,21426,
8.070,20146,
8.080,18903,
8.090,17385,
8.100,15475,
8.110,13318,
8.120,11427,
8.130,9635,
8.140,8059,
8.150,6532,
8.160,5255,
8.170,4269,
8.180,3553,
8.190,2695,
8.200,2349,
8.210,2002,
8.220,1715,
8.230,1528,
8.240,1428,
8.250,1263,
8.260,1272,
8.270,1222,
8.280,1171,
8.290,1234,
8.300,1120,
8.310,1117,
8.320,1129,
8.330,1094,
8.340,1107,
8.350,1107,
8.360,1122,
8.370,1096,
8.380,1100,
8.390,1041,
8.400,1065,
8.410,1072,
8.420,1022,
8.430,1024,
8.440,970,
8.450,1036,
8.460,1051,
8.470,1056,
8.480,1064,
8.490,1038,
8.500,993,
8.510,1000,
8.520,1028,
8.530,1011,
8.540,1013,
8.550,1044,
8.560,1101,
8.570,1029,
8.580,1068,
8.590,1024,
8.600,1035,
8.610,1090,
8.620,1080,
8.630,1109,
8.640,1071,
8.650,1090,
8.660,1012,
8.670,1033,
8.680,1095,
8.690,1124,
8.700,1072,
8.710,1099,
8.720,1131,
8.730,1116,
8.740,1157,
8.750,1300,
8.760,1268,
8.770,1427,
8.780,1553,
8.790,1639,
8.800,1909,
8.810,2047,
8.820,2370,
8.830,2530,
8.840,2746,
8.850,3117,
8.860,3429,
8.870,3753,
8.880,3792,
8.890,3929,
8.900,3882,
8.910,4089,
8.920,3966,
8.930,3877,
8.940,3775,
8.950,3517,
8.960,3286,
8.970,2988,
8.980,2597,
8.990,2355,
9.000,2109,
9.010,1879,
9.020,1651,
9.030,1503,
9.040,1348,
9.050,1203,
9.060,1131,
9.070,1019,
9.080,1007,
9.090,965,
9.100,949,
9.110,884,
9.120,943,
9.130,895,
9.140,910,
9.150,926,
9.160,962,
9.170,874,
9.180,943,
9.190,969,
9.200,1041,
9.210,1026,
9.220,1034,
9.230,1092,
9.240,1048,
9.250,1025,
9.260,1036,
9.270,1089,
9.280,982,
9.290,1068,
9.300,1065,
9.310,1018,
9.320,1045,
9.330,1026,
9.340,973,
9.350,972,
9.360,981,
9.370,976,
9.380,930,
9.390,970,
9.400,928,
9.410,955,
9.420,982,
9.430,975,
9.440,942,
9.450,926,
9.460,926,
9.470,897,
9.480,896,
9.490,872,
9.500,900,
9.510,883,
9.520,899,
9.530,814,
9.540,833,
9.550,821,
9.560,821,
9.570,859,
9.580,818,
9.590,838,
9.600,902,
9.610,825,
9.620,815,
9.630,818,
9.640,873,
9.650,868,
9.660,821,
9.670,831,
9.680,852,
9.690,775,
9.700,829,
9.710,829,
9.720,845,
9.730,859,
9.740,786,
9.750,767,
9.760,790,
9.770,826,
9.780,829,
9.790,814,
9.800,831,
9.810,775,
9.820,772,
9.830,785,
9.840,783,
9.850,742,
9.860,780,
9.870,694,
9.880,791,
9.890,785,
9.900,714,
9.910,755,
9.920,774,
9.930,750,
9.940,733,
9.950,776,
9.960,768,
9.970,812,
9.980,738,
9.990,725,
10.000,690,
10.010,753,
10.020,734,
10.030,755,
10.040,755,
10.050,720,
10.060,691,
10.070,773,
10.080,788,
10.090,736,
10.100,728,
10.110,697,
10.120,758,
10.130,739,
10.140,716,
10.150,741,
10.160,726,
10.170,724,
10.180,710,
10.190,741,
10.200,709,
10.210,794,
10.220,764,
10.230,767,
10.240,729,
10.250,784,
10.260,799,
10.270,790,
10.280,748,
10.290,780,
10.300,795,
10.310,807,
10.320,823,
10.330,867,
10.340,834,
10.350,864,
10.360,809,
10.370,800,
10.380,786,
10.390,838,
10.400,784,
10.410,814,
10.420,785,
10.430,821,
10.440,784,
10.450,753,
10.460,785,
10.470,802,
10.480,779,
10.490,772,
10.500,751,
10.510,722,
10.520,735,
10.530,750,
10.540,777,
10.550,758,
10.560,757,
10.570,830,
10.580,718,
10.590,743,
10.600,720,
10.610,684,
10.620,659,
10.630,728,
10.640,660,
10.650,708,
10.660,661,
10.670,707,
10.680,714,
10.690,684,
10.700,713,
10.710,700,
10.720,696,
10.730,660,
10.740,727,
10.750,648,
10.760,686,
10.770,671,
10.780,710,
10.790,671,
10.800,655,
10.810,647,
10.820,664,
10.830,716,
10.840,690,
10.850,661,
10.860,683,
10.870,655,
10.880,663,
10.890,658,
10.900,677,
10.910,677,
10.920,664,
10.930,651,
10.940,696,
10.950,671,
10.960,701,
10.970,638,
10.980,697,
10.990,690,
11.000,660,
11.010,694,
11.020,709,
11.030,649,
11.040,717,
11.050,694,
11.060,689,
11.070,686,
11.080,667,
11.090,666,
11.100,705,
11.110,687,
11.120,691,
11.130,664,
11.140,758,
11.150,620,
11.160,668,
11.170,667,
11.180,678,
11.190,682,
11.200,641,
11.210,685,
11.220,655,
11.230,666,
11.240,678,
11.250,618,
11.260,648,
11.270,696,
11.280,721,
11.290,635,
11.300,624,
11.310,614,
11.320,630,
11.330,637,
11.340,636,
11.350,677,
11.360,634,
11.370,587,
11.380,633,
11.390,633,
11.400,575,
11.410,584,
11.420,560,
11.430,646,
11.440,593,
11.450,569,
11.460,620,
11.470,620,
11.480,644,
11.490,674,
11.500,560,
11.510,616,
11.520,610,
11.530,562,
11.540,654,
11.550,602,
11.560,559,
11.570,592,
11.580,628,
11.590,644,
11.600,575,
11.610,604,
11.620,565,
11.630,605,
11.640,559,
11.650,596,
11.660,604,
11.670,603,
11.680,581,
11.690,596,
11.700,519,
11.710,569,
11.720,516,
11.730,587,
11.740,581,
11.750,615,
11.760,567,
11.770,606,
11.780,544,
11.790,549,
11.800,552,
11.810,598,
11.820,525,
11.830,523,
11.840,546,
11.850,597,
11.860,558,
11.870,580,
11.880,574,
11.890,549,
11.900,560,
11.910,559,
11.920,566,
11.930,523,
11.940,528,
11.950,567,
11.960,534,
11.970,585,
11.980,566,
11.990,543,
12.000,534,
12.010,549,
12.020,543,
12.030,524,
12.040,563,
12.050,559,
12.060,561,
12.070,553,
12.080,549,
12.090,491,
12.100,522,
12.110,558,
12.120,526,
12.130,530,
12.140,517,
12.150,544,
12.160,529,
12.170,534,
12.180,528,
12.190,507,
12.200,577,
12.210,538,
12.220,532,
12.230,589,
12.240,513,
12.250,545,
12.260,549,
12.270,540,
12.280,569,
12.290,512,
12.300,540,
12.310,556,
12.320,523,
12.330,504,
12.340,512,
12.350,496,
12.360,498,
12.370,515,
12.380,521,
12.390,528,
12.400,546,
12.410,498,
12.420,503,
12.430,556,
12.440,521,
12.450,484,
12.460,521,
12.470,507,
12.480,516,
12.490,524,
12.500,491,
12.510,537,
12.520,548,
12.530,501,
12.540,511,
12.550,492,
12.560,535,
12.570,487,
12.580,511,
12.590,513,
12.600,494,
12.610,499,
12.620,507,
12.630,484,
12.640,432,
12.650,516,
12.660,473,
12.670,509,
12.680,524,
12.690,477,
12.700,479,
12.710,487,
12.720,489,
12.730,473,
12.740,489,
12.750,473,
12.760,448,
12.770,479,
12.780,456,
12.790,515,
12.800,492,
12.810,457,
12.820,515,
12.830,501,
12.840,497,
12.850,477,
12.860,454,
12.870,543,
12.880,490,
12.890,517,
12.900,474,
12.910,520,
12.920,501,
12.930,491,
12.940,476,
12.950,457,
12.960,481,
12.970,483,
12.980,479,
12.990,496,
13.000,432,
13.010,476,
13.020,469,
13.030,488,
13.040,464,
13.050,472,
13.060,489,
13.070,450,
13.080,424,
13.090,468,
13.100,448,
13.110,459,
13.120,467,
13.130,499,
13.140,479,
13.150,458,
13.160,422,
13.170,453,
13.180,483,
13.190,444,
13.200,474,
13.210,425,
13.220,467,
13.230,461,
13.240,445,
13.250,433,
13.260,423,
13.270,439,
13.280,435,
13.290,458,
13.300,421,
13.310,454,
13.320,436,
13.330,442,
13.340,450,
13.350,411,
13.360,400,
13.370,449,
13.380,453,
13.390,416,
13.400,452,
13.410,415,
13.420,431,
13.430,489,
13.440,428,
13.450,386,
13.460,395,
13.470,459,
13.480,423,
13.490,405,
13.500,445,
13.510,418,
13.520,425,
13.530,418,
13.540,404,
13.550,405,
13.560,459,
13.570,446,
13.580,405,
13.590,439,
13.600,435,
13.610,437,
13.620,435,
13.630,421,
13.640,415,
13.650,427,
13.660,411,
13.670,398,
13.680,439,
13.690,415,
13.700,437,
13.710,443,
13.720,423,
13.730,381,
13.740,405,
13.750,424,
13.760,402,
13.770,391,
13.780,444,
13.790,418,
13.800,403,
13.810,399,
13.820,422,
13.830,395,
13.840,398,
13.850,402,
13.860,374,
13.870,395,
13.880,429,
13.890,360,
13.900,441,
13.910,380,
13.920,412,
13.930,385,
13.940,396,
13.950,374,
13.960,395,
13.970,375,
13.980,404,
13.990,390,
14.000,407,
14.010,390,
14.020,423,
14.030,386,
14.040,410,
14.050,384,
14.060,374,
14.070,404,
14.080,386,
14.090,398,
14.100,380,
14.110,386,
14.120,347,
14.130,392,
14.140,359,
14.150,406,
14.160,368,
14.170,378,
14.180,361,
14.190,351,
14.200,407,
14.210,393,
14.220,369,
14.230,383,
14.240,363,
14.250,374,
14.260,372,
14.270,368,
14.280,369,
14.290,392,
14.300,403,
14.310,352,
14.320,383,
14.330,366,
14.340,372,
14.350,361,
14.360,364,
14.370,377,
14.380,361,
14.390,387,
14.400,348,
14.410,386,
14.420,356,
14.430,361,
14.440,352,
14.450,356,
14.460,392,
14.470,329,
14.480,373,
14.490,391,
14.500,370,
14.510,383,
14.520,361,
14.530,345,
14.540,379,
14.550,345,
14.560,338,
14.570,337,
14.580,361,
14.590,342,
14.600,366,
14.610,320,
14.620,360,
14.630,370,
14.640,362,
14.650,357,
14.660,358,
14.670,355,
14.680,340,
14.690,356,
14.700,369,
14.710,358,
14.720,361,
14.730,350,
14.740,360,
14.750,382,
14.760,339,
14.770,342,
14.780,389,
14.790,356,
14.800,339,
14.810,360,
14.820,345,
14.830,298,
14.840,328,
14.850,323,
14.860,327,
14.870,362,
14.880,322,
14.890,337,
14.900,335,
14.910,347,
14.920,360,
14.930,357,
14.940,311,
14.950,361,
14.960,329,
14.970,350,
14.980,334,
14.990,334,
15.000,317,
15.010,326,
15.020,357,
15.030,336,
15.040,297,
15.050,310,
15.060,336,
15.070,335,
15.080,298,
15.090,308,
15.100,292,
15.110,296,
15.120,330,
15.130,327,
15.140,302,
15.150,302,
15.160,285,
15.170,361,
15.180,338,
15.190,349,
15.200,326,
15.210,331,
15.220,339,
15.230,330,
15.240,306,
15.250,314,
15.260,292,
15.270,345,
15.280,359,
15.290,322,
15.300,314,
15.310,314,
15.320,307,
15.330,320,
15.340,321,
15.350,309,
15.360,329,
15.370,323,
15.380,284,
15.390,319,
15.400,295,
15.410,318,
15.420,318,
15.430,301,
15.440,340,
15.450,324,
15.460,304,
15.470,326,
15.480,277,
15.490,289,
15.500,319,
15.510,277,
15.520,328,
15.530,295,
15.540,314,
15.550,325,
15.560,299,
15.570,282,
15.580,340,
15.590,315,
15.600,299,
15.610,311,
15.620,270,
15.630,321,
15.640,320,
15.650,335,
15.660,296,
15.670,309,
15.680,333,
15.690,295,
15.700,304,
15.710,316,
15.720,292,
15.730,303,
15.740,346,
15.750,320,
15.760,322,
15.770,263,
15.780,317,
15.790,304,
15.800,320,
15.810,286,
15.820,285,
15.830,305,
15.840,313,
15.850,258,
15.860,309,
15.870,308,
15.880,301,
15.890,289,
15.900,293,
15.910,276,
15.920,294,
15.930,289,
15.940,265,
15.950,320,
15.960,275,
15.970,282,
15.980,311,
15.990,304,
16.000,278,
16.010,266,
16.020,313,
16.030,311,
16.040,294,
16.050,301,
16.060,303,
16.070,274,
16.080,276,
16.090,250,
16.100,289,
16.110,307,
16.120,287,
16.130,269,
16.140,266,
16.150,275,
16.160,280,
16.170,289,
16.180,293,
16.190,284,
16.200,280,
16.210,292,
16.220,269,
16.230,299,
16.240,311,
16.250,276,
16.260,265,
16.270,266,
16.280,302,
16.290,284,
16.300,281,
16.310,269,
16.320,269,
16.330,295,
16.340,262,
16.350,270,
16.360,297,
16.370,260,
16.380,290,
16.390,278,
16.400,289,
16.410,277,
16.420,262,
16.430,276,
16.440,321,
16.450,284,
16.460,262,
16.470,274,
16.480,297,
16.490,246,
16.500,250,
16.510,302,
16.520,256,
16.530,276,
16.540,278,
16.550,298,
16.560,306,
16.570,288,
16.580,292,
16.590,280,
16.600,303,
16.610,282,
16.620,307,
16.630,306,
16.640,286,
16.650,287,
16.660,295,
16.670,280,
16.680,289,
16.690,308,
16.700,265,
16.710,290,
16.720,288,
16.730,275,
16.740,259,
16.750,279,
16.760,271,
16.770,273,
16.780,294,
16.790,280,
16.800,287,
16.810,297,
16.820,273,
16.830,287,
16.840,300,
16.850,288,
16.860,270,
16.870,295,
16.880,282,
16.890,304,
16.900,288,
16.910,304,
16.920,283,
16.930,267,
16.940,270,
16.950,292,
16.960,321,
16.970,317,
16.980,353,
16.990,313,
17.000,297,
17.010,299,
17.020,302,
17.030,323,
17.040,281,
17.050,324,
17.060,341,
17.070,342,
17.080,340,
17.090,324,
17.100,364,
17.110,415,
17.120,469,
17.130,499,
17.140,603,
17.150,620,
17.160,764,
17.170,802,
17.180,1015,
17.190,1141,
17.200,1410,
17.210,1719,
17.220,2034,
17.230,2336,
17.240,2726,
17.250,3315,
17.260,3684,
17.270,4436,
17.280,4936,
17.290,5663,
17.300,6465,
17.310,7269,
17.320,8212,
17.330,8933,
17.340,9843,
17.350,10374,
17.360,11406,
17.370,12046,
17.380,12882,
17.390,13477,
17.400,14238,
17.410,14802,
17.420,15077,
17.430,15183,
17.440,15626,
17.450,15500,
17.460,15309,
17.470,15079,
17.480,14705,
17.490,14268,
17.500,13480,
17.510,13147,
17.520,12077,
17.530,11170,
17.540,10522,
17.550,9424,
17.560,8517,
17.570,7674,
17.580,6805,
17.590,5911,
17.600,5117,
17.610,4448,
17.620,3772,
17.630,3227,
17.640,2680,
17.650,2268,
17.660,1932,
17.670,1604,
17.680,1279,
17.690,1129,
17.700,884,
17.710,785,
17.720,688,
17.730,577,
17.740,535,
17.750,454,
17.760,434,
17.770,397,
17.780,395,
17.790,320,
17.800,293,
17.810,277,
17.820,295,
17.830,289,
17.840,261,
17.850,261,
17.860,250,
17.870,278,
17.880,230,
17.890,244,
17.900,220,
17.910,239,
17.920,230,
17.930,242,
17.940,238,
17.950,214,
17.960,215,
17.970,228,
17.980,232,
17.990,230,
18.000,238,
18.010,222,
18.020,226,
18.030,218,
18.040,236,
18.050,199,
18.060,204,
18.070,215,
18.080,205,
18.090,218,
18.100,217,
18.110,201,
18.120,227,
18.130,218,
18.140,227,
18.150,228,
18.160,192,
18.170,225,
18.180,163,
18.190,195,
18.200,181,
18.210,198,
18.220,193,
18.230,203,
18.240,214,
18.250,230,
18.260,181,
18.270,226,
18.280,213,
18.290,211,
18.300,197,
18.310,180,
18.320,220,
18.330,214,
18.340,172,
18.350,201,
18.360,223,
18.370,175,
18.380,185,
18.390,192,
18.400,182,
18.410,186,
18.420,183,
18.430,190,
18.440,190,
18.450,217,
18.460,203,
18.470,189,
18.480,217,
18.490,187,
18.500,182,
18.510,193,
18.520,148,
18.530,177,
18.540,173,
18.550,193,
18.560,211,
18.570,179,
18.580,172,
