Mon Jan 13 19:31:41 2020

Number of Points = 2996
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-4.345879	-2.733715	0.330317	0.001116	0.473132
-4.562858	-2.697113	0.335322	0.001155	0.472999
-4.745791	-2.669231	0.340326	0.001188	0.472878
-5.177772	-2.608193	0.345331	0.001266	0.472573
-4.948759	-2.714713	0.350336	0.001224	0.472488
-5.292173	-2.667927	0.355341	0.001286	0.472240
-5.488224	-2.648794	0.360346	0.001321	0.472074
-5.839376	-2.570946	0.365350	0.001385	0.471920
-5.604971	-2.705885	0.370355	0.001342	0.471746
-5.939543	-2.628094	0.375360	0.001402	0.471612
-6.174085	-2.617162	0.380365	0.001445	0.471373
-6.354208	-2.580403	0.385370	0.001477	0.471284
-6.342881	-2.645128	0.390374	0.001475	0.471081
-6.504611	-2.618383	0.395379	0.001504	0.470980
-6.645975	-2.635261	0.400384	0.001529	0.470757
-6.796226	-2.607715	0.405389	0.001556	0.470673
-6.968989	-2.610921	0.410394	0.001587	0.470458
-7.144062	-2.578141	0.415398	0.001619	0.470362
-7.237455	-2.598390	0.420403	0.001636	0.470184
-7.566729	-2.528126	0.425408	0.001695	0.470030
-7.375995	-2.627210	0.430413	0.001660	0.469924
-7.752180	-2.556731	0.435418	0.001728	0.469716
-7.642245	-2.613328	0.440422	0.001708	0.469657
-8.010275	-2.555725	0.445427	0.001774	0.469415
-7.819076	-2.632734	0.450432	0.001740	0.469384
-8.222238	-2.573073	0.455437	0.001812	0.469106
-8.210695	-2.580529	0.460442	0.001810	0.469096
-8.476321	-2.572833	0.465446	0.001858	0.468807
-8.344075	-2.627602	0.470451	0.001834	0.468781
-8.711714	-2.576054	0.475456	0.001900	0.468518
-8.602622	-2.627480	0.480461	0.001880	0.468475
-9.172079	-2.498480	0.485466	0.001983	0.468234
-8.964551	-2.593856	0.490470	0.001945	0.468160
-9.098143	-2.576303	0.495475	0.001969	0.468061
-9.299643	-2.543397	0.500480	0.002005	0.467933
-9.409376	-2.541871	0.505485	0.002025	0.467808
-9.454972	-2.588247	0.510490	0.002033	0.467598
-9.558046	-2.577906	0.515494	0.002052	0.467511
-9.716205	-2.588224	0.520499	0.002080	0.467288
-9.874410	-2.545296	0.525504	0.002109	0.467246
-10.049681	-2.566548	0.530509	0.002140	0.466966
-10.095463	-2.554367	0.535514	0.002148	0.466953
-10.450218	-2.512806	0.540518	0.002212	0.466671
-10.293044	-2.567681	0.545523	0.002184	0.466674
-10.464163	-2.592124	0.550528	0.002214	0.466388
-10.655009	-2.536047	0.555533	0.002249	0.466350
-10.796817	-2.553989	0.560538	0.002274	0.466121
-11.018988	-2.496405	0.565542	0.002314	0.466051
-11.073316	-2.528574	0.570547	0.002324	0.465878
-11.262097	-2.507359	0.575552	0.002358	0.465725
-11.268053	-2.528198	0.580557	0.002359	0.465648
-11.416632	-2.540986	0.585562	0.002385	0.465428
-11.338481	-2.590607	0.590566	0.002371	0.465354
-11.687374	-2.545444	0.595571	0.002434	0.465090
-11.505911	-2.626644	0.600576	0.002401	0.465033
-12.118356	-2.485877	0.605581	0.002511	0.464777
-11.794655	-2.608028	0.610586	0.002453	0.464751
-12.135708	-2.572709	0.615590	0.002514	0.464463
-11.888548	-2.675219	0.620595	0.002469	0.464412
-12.574269	-2.504036	0.625600	0.002593	0.464172
-12.250486	-2.636473	0.630605	0.002534	0.464111
-12.779348	-2.529704	0.635610	0.002630	0.463840
-12.461044	-2.656628	0.640614	0.002572	0.463791
-13.031055	-2.530977	0.645619	0.002675	0.463535
-12.829297	-2.611339	0.650624	0.002638	0.463505
-13.187359	-2.569947	0.655629	0.002703	0.463216
-13.100669	-2.603988	0.660634	0.002687	0.463205
-13.548649	-2.517374	0.665638	0.002768	0.462962
-13.369750	-2.584033	0.670643	0.002735	0.462951
-13.852913	-2.506527	0.675648	0.002822	0.462634
-13.575257	-2.611218	0.680653	0.002772	0.462612
-14.093410	-2.503722	0.685658	0.002866	0.462356
-13.842939	-2.608657	0.690662	0.002820	0.462300
-14.287105	-2.515166	0.695667	0.002900	0.462085
-14.392580	-2.507120	0.700672	0.002919	0.461986
-14.472990	-2.511487	0.705677	0.002933	0.461875
-14.715413	-2.481253	0.710682	0.002977	0.461687
-14.586676	-2.540647	0.715686	0.002954	0.461640
-14.773289	-2.558675	0.720691	0.002987	0.461353
-14.918942	-2.508951	0.725696	0.003013	0.461349
-15.102371	-2.532721	0.730701	0.003046	0.461046
-15.159900	-2.509993	0.735706	0.003057	0.461056
-15.457714	-2.481832	0.740710	0.003110	0.460793
-15.665842	-2.425879	0.745715	0.003148	0.460734
-15.384765	-2.563613	0.750720	0.003097	0.460603
-15.876329	-2.439200	0.755725	0.003185	0.460435
-15.592143	-2.572695	0.760730	0.003134	0.460322
-16.175200	-2.430233	0.765734	0.003239	0.460106
-15.820358	-2.577404	0.770739	0.003175	0.460031
-16.171488	-2.524761	0.775744	0.003238	0.459787
-16.154820	-2.547499	0.780749	0.003235	0.459730
-16.687373	-2.434587	0.785754	0.003331	0.459473
-16.359238	-2.552336	0.790758	0.003272	0.459468
-16.823277	-2.473232	0.795763	0.003355	0.459177
-16.671434	-2.528162	0.800768	0.003328	0.459174
-17.194407	-2.424748	0.805773	0.003422	0.458895
-17.024865	-2.498707	0.810778	0.003391	0.458847
-17.324933	-2.441220	0.815782	0.003445	0.458682
-17.212406	-2.522090	0.820787	0.003425	0.458541
-17.386584	-2.493977	0.825792	0.003456	0.458427
-17.450720	-2.527230	0.830797	0.003467	0.458235
-17.641622	-2.486981	0.835802	0.003502	0.458142
-17.732793	-2.501707	0.840806	0.003518	0.457982
-17.791503	-2.514855	0.845811	0.003528	0.457866
-17.703530	-2.608926	0.850816	0.003512	0.457649
-18.117205	-2.507653	0.855821	0.003587	0.457495
-18.430773	-2.443623	0.860826	0.003643	0.457335
-18.495099	-2.446669	0.865830	0.003655	0.457247
-18.383508	-2.554115	0.870835	0.003635	0.457013
-18.653124	-2.478360	0.875840	0.003683	0.456947
-18.760879	-2.506222	0.880845	0.003702	0.456720
-18.841204	-2.497194	0.885850	0.003717	0.456654
-18.772544	-2.598936	0.890854	0.003704	0.456386
-19.090794	-2.516783	0.895859	0.003762	0.456283
-19.356842	-2.479209	0.900864	0.003810	0.456089
-19.472295	-2.455029	0.905869	0.003830	0.456032
-19.636531	-2.473313	0.910874	0.003860	0.455769
-19.734160	-2.438557	0.915878	0.003877	0.455771
-19.699195	-2.530977	0.920883	0.003871	0.455494
-19.843125	-2.486173	0.925888	0.003897	0.455474
-20.006896	-2.516377	0.930893	0.003926	0.455170
-20.183596	-2.463092	0.935898	0.003958	0.455139
-20.358416	-2.474329	0.940902	0.003989	0.454887
-20.670346	-2.378909	0.945907	0.004045	0.454837
-20.320163	-2.553949	0.950912	0.003982	0.454659
-20.910120	-2.385583	0.955917	0.004088	0.454521
-20.620996	-2.529781	0.960922	0.004036	0.454376
-21.046162	-2.424091	0.965926	0.004113	0.454222
-20.709811	-2.583134	0.970931	0.004052	0.454083
-21.351878	-2.411615	0.975936	0.004168	0.453892
-21.244763	-2.486525	0.980941	0.004148	0.453764
-21.546506	-2.433032	0.985946	0.004202	0.453580
-21.212233	-2.580029	0.990950	0.004142	0.453480
-21.706822	-2.464493	0.995955	0.004231	0.453275
-21.815898	-2.471522	1.000960	0.004251	0.453117

-21.918383	-2.492434	1.010957	0.004269	0.452920
-22.277632	-2.433082	1.020954	0.004333	0.452687
-22.155543	-2.504572	1.030950	0.004311	0.452590
-22.573922	-2.421682	1.040947	0.004386	0.452366
-22.485811	-2.451812	1.050944	0.004370	0.452371
-22.493401	-2.448654	1.060941	0.004371	0.452375
-22.430958	-2.472574	1.070938	0.004359	0.452371
-22.457465	-2.461993	1.080934	0.004364	0.452377
-22.333647	-2.508328	1.090931	0.004341	0.452371
-22.601803	-2.415173	1.100928	0.004389	0.452368
-22.395837	-2.486842	1.110925	0.004352	0.452374
-22.436588	-2.476215	1.120922	0.004359	0.452363
-22.312016	-2.520226	1.130918	0.004336	0.452365
-22.459666	-2.468050	1.140915	0.004362	0.452367
-22.366302	-2.498582	1.150912	0.004345	0.452378
-22.483260	-2.459312	1.160909	0.004366	0.452373
-22.287388	-2.496374	1.170906	0.004330	0.452488
-22.215202	-2.465406	1.180902	0.004317	0.452688
-22.121878	-2.499240	1.190899	0.004299	0.452687
-22.337661	-2.425269	1.200896	0.004338	0.452681
-22.125201	-2.501150	1.210893	0.004299	0.452681
-21.990398	-2.476388	1.220890	0.004275	0.452936
-21.827389	-2.511587	1.230886	0.004245	0.453016
-21.946247	-2.470408	1.240883	0.004266	0.453016
-21.974577	-2.460680	1.250880	0.004271	0.453017
-22.081483	-2.398422	1.260877	0.004290	0.453105
-21.672947	-2.496079	1.270874	0.004216	0.453270
-21.793791	-2.454255	1.280870	0.004237	0.453269
-21.788108	-2.458083	1.290867	0.004236	0.453265
-21.599403	-2.439202	1.300864	0.004201	0.453566
-21.514717	-2.466035	1.310861	0.004186	0.453579
-21.606388	-2.434674	1.320858	0.004202	0.453578
-21.532162	-2.425197	1.330854	0.004188	0.453704
-21.308314	-2.454667	1.340851	0.004147	0.453879
-21.178039	-2.499757	1.350848	0.004123	0.453885
-21.378437	-2.431175	1.360845	0.004159	0.453880
-21.149799	-2.438339	1.370842	0.004118	0.454138
-20.968937	-2.483205	1.380838	0.004085	0.454207
-21.021693	-2.465306	1.390835	0.004094	0.454206
-20.923327	-2.502375	1.400832	0.004076	0.454200
-20.952889	-2.474832	1.410829	0.004081	0.454262
-20.748172	-2.477127	1.420826	0.004043	0.454508
-20.631120	-2.520174	1.430822	0.004022	0.454505
-20.589136	-2.536779	1.440819	0.004014	0.454501
-20.756685	-2.478288	1.450816	0.004044	0.454501
-20.550960	-2.484695	1.460813	0.004006	0.454733
-20.468891	-2.489231	1.470810	0.003991	0.454821
-20.418312	-2.507702	1.480806	0.003982	0.454821
-20.549313	-2.459378	1.490803	0.004005	0.454830
-20.517442	-2.406945	1.500800	0.003999	0.455054
-20.329786	-2.452324	1.510797	0.003965	0.455129
-20.372343	-2.436294	1.520794	0.003972	0.455135
-20.230178	-2.420911	1.530790	0.003946	0.455365
-20.062950	-2.452434	1.540787	0.003916	0.455463
-20.050326	-2.456614	1.550784	0.003913	0.455466
-20.079430	-2.448319	1.560781	0.003918	0.455462
-19.849010	-2.441573	1.570778	0.003876	0.455770
-19.713329	-2.489765	1.580774	0.003851	0.455771
-19.735667	-2.480945	1.590771	0.003855	0.455776
-19.862186	-2.438518	1.600768	0.003877	0.455771
-19.695500	-2.418837	1.610765	0.003847	0.456046
-19.492099	-2.480373	1.620762	0.003810	0.456084
-19.507183	-2.475868	1.630758	0.003812	0.456083
-19.458428	-2.492333	1.640755	0.003803	0.456088
-19.267930	-2.509924	1.650752	0.003768	0.456262
-19.276519	-2.473117	1.660749	0.003769	0.456382
-19.239410	-2.487218	1.670746	0.003762	0.456381
-19.252589	-2.481018	1.680742	0.003764	0.456388
-19.257551	-2.459759	1.690739	0.003765	0.456458
-18.992968	-2.480134	1.700736	0.003717	0.456714
-18.949103	-2.496325	1.710733	0.003708	0.456713
-19.009314	-2.473677	1.720730	0.003719	0.456721
-19.021620	-2.457288	1.730726	0.003721	0.456765
-18.728578	-2.488973	1.740723	0.003668	0.457015
-18.684680	-2.505594	1.750720	0.003659	0.457014
-18.681031	-2.507822	1.760717	0.003658	0.457013
-18.719494	-2.494741	1.770714	0.003665	0.457013
-18.560858	-2.466300	1.780710	0.003636	0.457308
-18.426958	-2.506829	1.790707	0.003611	0.457333
-18.461637	-2.495083	1.800704	0.003617	0.457334
-18.525038	-2.473249	1.810701	0.003628	0.457334
-18.303389	-2.472819	1.820698	0.003588	0.457609
-18.128328	-2.521425	1.830694	0.003556	0.457656
-18.250268	-2.480734	1.840691	0.003578	0.457651
-18.288821	-2.468085	1.850688	0.003584	0.457650
-18.006286	-2.491252	1.860685	0.003533	0.457917
-18.111526	-2.437066	1.870682	0.003552	0.457978
-17.910420	-2.507388	1.880678	0.003515	0.457982
-17.849945	-2.531056	1.890675	0.003504	0.457976
-17.835524	-2.490170	1.900672	0.003501	0.458138
-17.728296	-2.499726	1.910669	0.003481	0.458238
-17.652552	-2.526271	1.920666	0.003467	0.458240
-17.691173	-2.515227	1.930662	0.003474	0.458234
-17.641083	-2.503555	1.940659	0.003464	0.458337
-17.388342	-2.533944	1.950656	0.003418	0.458543
-17.468126	-2.507439	1.960653	0.003432	0.458539
-17.474504	-2.502882	1.970650	0.003433	0.458549
-17.462116	-2.468660	1.980646	0.003431	0.458685
-17.354498	-2.459641	1.990643	0.003411	0.458849
-17.298201	-2.480761	2.000640	0.003400	0.458847
-17.269906	-2.455366	2.010637	0.003395	0.458972
-16.930014	-2.517710	2.020634	0.003333	0.459172
-16.987394	-2.497842	2.030630	0.003343	0.459173
-16.840647	-2.550511	2.040627	0.003316	0.459172
-16.996742	-2.497720	2.050624	0.003344	0.459167
-16.743414	-2.509800	2.060621	0.003298	0.459436
-16.692440	-2.518495	2.070618	0.003289	0.459470
-16.683519	-2.521166	2.080614	0.003287	0.459474
-16.649709	-2.535296	2.090611	0.003280	0.459468
-16.603582	-2.527748	2.100608	0.003271	0.459553
-16.504661	-2.492733	2.110605	0.003253	0.459796
-16.532527	-2.486149	2.120602	0.003258	0.459787
-16.578233	-2.470217	2.130598	0.003266	0.459788
-16.219345	-2.514058	2.140595	0.003201	0.460076
-16.245442	-2.499206	2.150592	0.003205	0.460097
-16.154783	-2.531042	2.160589	0.003188	0.460100
-16.253882	-2.496989	2.170586	0.003206	0.460099
-15.911586	-2.557023	2.180582	0.003144	0.460310
-15.994145	-2.492721	2.190579	0.003158	0.460433
-15.789544	-2.566880	2.200576	0.003121	0.460429
-15.900559	-2.528260	2.210573	0.003141	0.460429
-15.700439	-2.600349	2.220570	0.003104	0.460426
-15.786890	-2.526353	2.230566	0.003119	0.460578
-15.592853	-2.548702	2.240563	0.003084	0.460739
-15.614542	-2.542642	2.250560	0.003088	0.460736
-15.587881	-2.552934	2.260557	0.003082	0.460735
-15.705186	-2.475851	2.270554	0.003103	0.460860
-15.238386	-2.586921	2.280550	0.003019	0.461046
-15.455742	-2.509716	2.290547	0.003058	0.461050
-15.374759	-2.537965	2.300544	0.003043	0.461054
-15.403191	-2.498268	2.310541	0.003047	0.461158
-15.152903	-2.530743	2.320538	0.003002	0.461351
-15.307838	-2.474329	2.330534	0.003030	0.461360
-15.186154	-2.518850	2.340531	0.003007	0.461357
-15.045425	-2.473663	2.350528	0.002981	0.461684
-14.852082	-2.542461	2.360525	0.002946	0.461684
-15.030596	-2.481078	2.370522	0.002978	0.461681
-14.918837	-2.507759	2.380518	0.002958	0.461727
-14.626398	-2.538291	2.390515	0.002904	0.461978
-14.511516	-2.579603	2.400512	0.002883	0.461978
-14.671226	-2.523007	2.410509	0.002912	0.461981
-14.630936	-2.536784	2.420506	0.002904	0.461985
-14.554193	-2.498143	2.430502	0.002890	0.462212
-14.455877	-2.508469	2.440499	0.002872	0.462298
-14.488545	-2.497124	2.450496	0.002877	0.462299
-14.409835	-2.522799	2.460493	0.002863	0.462309
-14.251415	-2.490700	2.470490	0.002834	0.462612
-14.018454	-2.573223	2.480486	0.002791	0.462613
-14.312961	-2.470078	2.490483	0.002844	0.462613
-14.156290	-2.518639	2.500480	0.002816	0.462638
-13.862120	-2.533531	2.510477	0.002762	0.462944
-13.847426	-2.537693	2.520474	0.002759	0.462950
-13.918452	-2.511776	2.530470	0.002772	0.462955
-13.877252	-2.528489	2.540467	0.002764	0.462950
-13.858443	-2.478337	2.550464	0.002760	0.463146
-13.525495	-2.573946	2.560461	0.002700	0.463223
-13.758073	-2.494388	2.570458	0.002741	0.463217
-13.599325	-2.549882	2.580454	0.002712	0.463221
-13.401592	-2.564188	2.590451	0.002676	0.463413
-13.342148	-2.552118	2.600448	0.002665	0.463528
-13.396541	-2.532845	2.610445	0.002675	0.463530
-13.337076	-2.553909	2.620442	0.002664	0.463532
-13.397781	-2.512895	2.630438	0.002674	0.463601
-13.099666	-2.550909	2.640435	0.002620	0.463833
-13.078032	-2.559978	2.650432	0.002616	0.463830
-13.042961	-2.574841	2.660429	0.002609	0.463824
-13.117800	-2.536868	2.670426	0.002622	0.463866
-12.827500	-2.555733	2.680422	0.002569	0.464153
-12.835526	-2.552392	2.690419	0.002571	0.464157
-12.938396	-2.517633	2.700416	0.002589	0.464154
-13.042639	-2.450333	2.710413	0.002607	0.464260
-12.736863	-2.502865	2.720410	0.002552	0.464451
-12.750675	-2.499225	2.730406	0.002554	0.464449
-12.691685	-2.508079	2.740403	0.002543	0.464492
-12.470199	-2.507155	2.750400	0.002503	0.464764
-12.360599	-2.545065	2.760397	0.002482	0.464768
-12.454118	-2.512780	2.770394	0.002499	0.464768
-12.427348	-2.495787	2.780390	0.002494	0.464861
-12.173748	-2.521044	2.790387	0.002448	0.465081
-12.028265	-2.574734	2.800384	0.002421	0.465075
-12.115181	-2.542723	2.810381	0.002436	0.465082
-12.182881	-2.519305	2.820378	0.002448	0.465083
-11.979426	-2.510389	2.830374	0.002411	0.465360
-11.875065	-2.533131	2.840371	0.002392	0.465410
-11.934065	-2.511839	2.850368	0.002402	0.465414
-11.830964	-2.549040	2.860365	0.002383	0.465413
-11.755084	-2.537425	2.870362	0.002369	0.465546
-11.646145	-2.526285	2.880358	0.002349	0.465717
-11.572647	-2.553238	2.890355	0.002336	0.465715
-11.463919	-2.592711	2.900352	0.002316	0.465714
-11.653696	-2.515444	2.910349	0.002350	0.465751
-11.282511	-2.565001	2.920346	0.002282	0.466030
-11.345059	-2.544896	2.930342	0.002293	0.466025
-11.331087	-2.547169	2.940339	0.002290	0.466037
-11.196801	-2.596440	2.950336	0.002266	0.466032
-11.117125	-2.588276	2.960333	0.002251	0.466158
-11.102904	-2.541803	2.970330	0.002248	0.466335
-11.060275	-2.557142	2.980326	0.002240	0.466336
-11.163772	-2.521557	2.990323	0.002258	0.466335
-10.888466	-2.567000	3.000320	0.002208	0.466513
-10.808133	-2.550157	3.010317	0.002193	0.466668
-10.825746	-2.544314	3.020314	0.002196	0.466669
-10.890321	-2.522206	3.030310	0.002208	0.466669
-10.632364	-2.581362	3.040307	0.002161	0.466779
-10.395782	-2.607986	3.050304	0.002118	0.466974
-10.567104	-2.549261	3.060301	0.002148	0.466971
-10.554169	-2.555681	3.070298	0.002145	0.466966
-10.652406	-2.512752	3.080294	0.002163	0.466997
-10.418929	-2.510035	3.090291	0.002120	0.467287
-10.343236	-2.537371	3.100288	0.002106	0.467287
-10.417392	-2.509957	3.110285	0.002119	0.467294
-10.041335	-2.580059	3.120282	0.002051	0.467508
-10.082553	-2.539384	3.130278	0.002058	0.467598
-10.177040	-2.506298	3.140275	0.002075	0.467600
-10.037539	-2.556557	3.150272	0.002049	0.467599
-9.850238	-2.584497	3.160269	0.002015	0.467730
-9.762204	-2.555958	3.170266	0.001999	0.467934
-9.707990	-2.575416	3.180262	0.001989	0.467935
-9.847416	-2.526859	3.190259	0.002014	0.467935
-9.700319	-2.580006	3.200256	0.001987	0.467933
-9.610289	-2.560385	3.210253	0.001970	0.468109
-9.514978	-2.578885	3.220250	0.001953	0.468162
-9.486600	-2.589369	3.230246	0.001947	0.468163
-9.556889	-2.564078	3.240243	0.001959	0.468167
-9.392790	-2.557721	3.250240	0.001930	0.468386
-9.257915	-2.583170	3.260237	0.001905	0.468463
-9.280017	-2.573441	3.270234	0.001908	0.468472
-9.334196	-2.554526	3.280230	0.001918	0.468473
-9.180224	-2.533351	3.290227	0.001890	0.468730
-9.059732	-2.563108	3.300224	0.001868	0.468776
-9.079637	-2.556885	3.310221	0.001871	0.468775
-9.064070	-2.553589	3.320218	0.001868	0.468807
-8.752293	-2.576427	3.330214	0.001811	0.469103
-8.777277	-2.570601	3.340211	0.001815	0.469095
-8.704884	-2.597374	3.350208	0.001802	0.469094
-8.838805	-2.551096	3.360205	0.001826	0.469093
-8.513673	-2.574650	3.370202	0.001767	0.469402
-8.502403	-2.580315	3.380198	0.001764	0.469399
-8.346009	-2.635258	3.390195	0.001736	0.469402
-8.352681	-2.633400	3.400192	0.001736	0.469402
-8.415041	-2.611970	3.410189	0.001747	0.469402
-8.161676	-2.619055	3.420186	0.001701	0.469682
-8.127067	-2.624104	3.430182	0.001695	0.469708
-8.240694	-2.584776	3.440179	0.001715	0.469708
-8.280977	-2.571272	3.450176	0.001722	0.469708
-8.035126	-2.609731	3.460173	0.001677	0.469873
-7.925252	-2.606419	3.470170	0.001657	0.470016
-7.896582	-2.617492	3.480166	0.001651	0.470015
-7.913552	-2.608579	3.490163	0.001654	0.470028
-7.918248	-2.570042	3.500160	0.001655	0.470154
-7.573508	-2.632533	3.510157	0.001592	0.470355
-7.707491	-2.586804	3.520154	0.001616	0.470352
-7.590452	-2.628594	3.530150	0.001594	0.470353
-7.586724	-2.631172	3.540147	0.001593	0.470351
-7.349990	-2.635461	3.550144	0.001550	0.470619
-7.404717	-2.604509	3.560141	0.001560	0.470661
-7.450821	-2.590498	3.570138	0.001568	0.470655
-7.456828	-2.589992	3.580134	0.001569	0.470652
-7.227672	-2.589882	3.590131	0.001527	0.470926
-7.143589	-2.609092	3.600128	0.001511	0.470964
-7.146394	-2.608622	3.610125	0.001511	0.470964
-7.094175	-2.627652	3.620122	0.001502	0.470964
-6.934740	-2.622292	3.630118	0.001472	0.471173
-6.957199	-2.584462	3.640115	0.001476	0.471276
-6.770927	-2.652904	3.650112	0.001442	0.471269
-6.934146	-2.595330	3.660109	0.001471	0.471271
-6.833441	-2.583020	3.670106	0.001453	0.471434
-6.842359	-2.532750	3.680102	0.001454	0.471594
-6.618129	-2.611578	3.690099	0.001413	0.471597
-6.734396	-2.555704	3.700096	0.001434	0.471650
-6.475774	-2.570787	3.710093	0.001387	0.471907
-6.571405	-2.539883	3.720090	0.001404	0.471900
-6.443815	-2.586091	3.730086	0.001380	0.471898
-6.387621	-2.528534	3.740083	0.001370	0.472160
-6.183887	-2.584063	3.750080	0.001333	0.472217
-6.194468	-2.578646	3.760077	0.001334	0.472224
-6.121678	-2.606517	3.770074	0.001321	0.472219
-6.003391	-2.579241	3.780070	0.001299	0.472453
-5.864075	-2.603836	3.790067	0.001274	0.472537
-6.060158	-2.534588	3.800064	0.001309	0.472540
-6.038060	-2.543508	3.810061	0.001304	0.472538
-5.756297	-2.580171	3.820058	0.001253	0.472750
-5.608013	-2.599855	3.830054	0.001226	0.472862
-5.693177	-2.570978	3.840051	0.001241	0.472860
-5.646686	-2.584321	3.850048	0.001232	0.472872
-5.697939	-2.549643	3.860045	0.001241	0.472930
-5.658837	-2.505818	3.870042	0.001234	0.473125
-5.702920	-2.490099	3.880038	0.001241	0.473128
-5.365932	-2.540221	3.890035	0.001180	0.473360
-5.390035	-2.510413	3.900032	0.001184	0.473433
-5.362098	-2.519744	3.910029	0.001179	0.473437
-5.285390	-2.545377	3.920026	0.001165	0.473444
-4.982469	-2.566193	3.930022	0.001110	0.473734
-5.014645	-2.552824	3.940019	0.001115	0.473743
-4.977628	-2.568364	3.950016	0.001108	0.473737
-5.042448	-2.545962	3.960013	0.001119	0.473737
-4.974377	-2.493082	3.970010	0.001107	0.473996
-5.055237	-2.445767	3.980006	0.001121	0.474061
-4.845226	-2.519407	3.990003	0.001083	0.474065
-4.687969	-2.500587	4.000000	0.001054	0.474315
-4.551051	-2.535385	4.009997	0.001029	0.474362
-4.656822	-2.498341	4.019994	0.001048	0.474363
-4.421727	-2.581974	4.029990	0.001005	0.474363
-4.441773	-2.526601	4.039987	0.001008	0.474526
-4.380742	-2.502807	4.049984	0.000997	0.474680
-4.344118	-2.517695	4.059981	0.000990	0.474675
-4.480907	-2.462538	4.069978	0.001014	0.474701
-4.124093	-2.502338	4.079974	0.000949	0.474990
-4.105124	-2.511681	4.089971	0.000946	0.474983
-4.110497	-2.508850	4.099968	0.000946	0.474988
-4.005060	-2.545815	4.109965	0.000927	0.474991
-3.879457	-2.497349	4.119962	0.000904	0.475302
-3.771316	-2.530102	4.129958	0.000884	0.475322
-3.889180	-2.490788	4.139955	0.000905	0.475317
