Mon Jan 13 19:14:45 2020

Number of Points = 3016
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-14.296074	-3.069518	0.665638	0.002707	0.468081
-14.684771	-2.978272	0.670643	0.002777	0.467928
-14.229129	-3.169581	0.675648	0.002695	0.467826
-14.821169	-3.029544	0.680653	0.002801	0.467596
-14.662637	-3.118657	0.685658	0.002773	0.467485
-15.101581	-3.020968	0.690662	0.002852	0.467294
-14.928074	-3.111955	0.695667	0.002820	0.467195
-15.447926	-2.998265	0.700672	0.002914	0.466961
-15.372650	-3.037495	0.705677	0.002900	0.466920
-15.807099	-2.961276	0.710682	0.002978	0.466660
-15.530298	-3.052611	0.715686	0.002928	0.466684
-16.020910	-2.966316	0.720691	0.003016	0.466391
-15.948285	-3.001193	0.725696	0.003002	0.466362
-16.320646	-2.907295	0.730701	0.003069	0.466237
-16.189438	-3.010662	0.735706	0.003045	0.466045
-16.286184	-2.991038	0.740710	0.003063	0.465998
-16.406874	-3.026572	0.745715	0.003084	0.465734
-16.634529	-2.950310	0.750720	0.003125	0.465722
-16.741178	-2.995145	0.755725	0.003144	0.465444
-16.835483	-2.972726	0.760730	0.003161	0.465409
-16.830464	-3.043960	0.765734	0.003160	0.465175
-17.155861	-2.957631	0.770739	0.003218	0.465080
-16.835916	-3.124858	0.775744	0.003160	0.464897
-17.312268	-2.992952	0.780749	0.003246	0.464776
-17.472813	-2.999214	0.785754	0.003274	0.464564
-17.725148	-2.945068	0.790758	0.003320	0.464447
-17.495590	-3.060954	0.795763	0.003278	0.464330
-17.862305	-2.983508	0.800768	0.003344	0.464155
-17.560529	-3.130203	0.805773	0.003289	0.464019
-18.073269	-3.007053	0.810778	0.003382	0.463824
-18.173909	-3.001665	0.815782	0.003399	0.463724
-18.369630	-2.992609	0.820787	0.003434	0.463521
-18.170225	-3.088797	0.825792	0.003398	0.463435
-18.802813	-2.930524	0.830797	0.003512	0.463215
-18.505967	-3.039975	0.835802	0.003458	0.463201
-18.862453	-2.988133	0.840806	0.003522	0.462950
-18.698061	-3.048038	0.845811	0.003492	0.462945
-19.155542	-2.985212	0.850816	0.003575	0.462610
-18.868485	-3.087066	0.855821	0.003523	0.462610
-19.427061	-2.982087	0.860826	0.003623	0.462297
-19.290320	-3.027892	0.865830	0.003598	0.462307
-19.838040	-2.923981	0.870835	0.003697	0.462004
-19.739557	-2.964551	0.875840	0.003679	0.461986
-19.690819	-3.031032	0.880845	0.003670	0.461819
-19.898348	-2.995865	0.885850	0.003707	0.461690
-20.226302	-2.924190	0.890854	0.003766	0.461541
-20.350378	-2.933207	0.895859	0.003788	0.461362
-20.229071	-2.991001	0.900864	0.003766	0.461313
-20.441310	-2.991605	0.905869	0.003804	0.461056
-20.634853	-2.928040	0.910874	0.003839	0.461041
-20.607354	-3.018322	0.915878	0.003833	0.460767
-20.769522	-2.973876	0.920883	0.003862	0.460725
-20.964958	-2.980822	0.925888	0.003897	0.460466
-21.126458	-2.937069	0.930893	0.003926	0.460423
-21.078122	-3.016599	0.935898	0.003917	0.460210
-21.201738	-3.008111	0.940902	0.003939	0.460091
-21.341053	-3.016031	0.945907	0.003964	0.459897
-21.624426	-2.948720	0.950912	0.004015	0.459786
-21.504275	-3.044491	0.955917	0.003993	0.459604
-21.819422	-2.971059	0.960922	0.004050	0.459476
-21.895920	-2.995401	0.965926	0.004063	0.459301
-22.106445	-2.960666	0.970931	0.004101	0.459167
-22.235285	-2.942140	0.975936	0.004124	0.459076
-22.482148	-2.923438	0.980941	0.004168	0.458842
-22.277332	-3.009996	0.985946	0.004131	0.458795
-22.677095	-2.942057	0.990950	0.004203	0.458545
-22.403066	-3.049780	0.995955	0.004153	0.458509
-22.852198	-2.971957	1.000960	0.004234	0.458232

-22.997094	-2.976150	1.010957	0.004260	0.458045
-23.028840	-2.997520	1.020954	0.004265	0.457936
-23.388378	-2.953791	1.030950	0.004329	0.457653
-23.207369	-3.019933	1.040947	0.004296	0.457649
-23.523039	-2.910163	1.050944	0.004352	0.457648
-23.406663	-3.001835	1.060941	0.004331	0.457476
-23.613189	-2.971245	1.070938	0.004367	0.457334
-23.614511	-2.970472	1.080934	0.004367	0.457339
-23.526882	-2.968551	1.090931	0.004351	0.457457
-23.513582	-2.991772	1.100928	0.004348	0.457397
-23.482162	-2.938488	1.110925	0.004341	0.457623
-23.337953	-2.981456	1.120922	0.004315	0.457655
-23.510081	-2.922691	1.130918	0.004345	0.457652
-23.378250	-2.971233	1.140915	0.004321	0.457649
-23.403300	-2.962991	1.150912	0.004325	0.457651
-23.291631	-3.005087	1.160909	0.004304	0.457645
-23.484233	-2.938409	1.170906	0.004338	0.457645
-23.254967	-2.932272	1.180902	0.004296	0.457950
-23.250994	-2.923913	1.190899	0.004295	0.457988
-23.019496	-3.007337	1.200896	0.004252	0.457985
-23.181055	-2.949169	1.210893	0.004281	0.457993
-22.866244	-3.061817	1.220890	0.004224	0.457992
-23.061048	-2.939832	1.230886	0.004258	0.458180
-22.964424	-2.957538	1.240883	0.004240	0.458241
-23.029129	-2.936651	1.250880	0.004251	0.458238
-22.822993	-2.996001	1.260877	0.004213	0.458288
-22.707927	-2.960100	1.270874	0.004192	0.458556
-22.615067	-2.994939	1.280870	0.004175	0.458553
-22.776142	-2.940846	1.290867	0.004203	0.458547
-22.629079	-2.980997	1.300864	0.004176	0.458592
-22.579229	-2.923112	1.310861	0.004166	0.458856
-22.501967	-2.952709	1.320858	0.004152	0.458852
-22.564643	-2.929595	1.330854	0.004163	0.458860
-22.120141	-3.002940	1.340851	0.004082	0.459151
-22.255563	-2.947619	1.350848	0.004106	0.459181
-22.023072	-3.032458	1.360845	0.004063	0.459176
-22.297465	-2.936496	1.370842	0.004112	0.459177
-22.109928	-2.976396	1.380838	0.004077	0.459271
-22.013315	-2.953724	1.390835	0.004059	0.459471
-22.121797	-2.916954	1.400832	0.004078	0.459469
-22.180980	-2.872187	1.410829	0.004088	0.459556
-21.691194	-2.977395	1.420826	0.003999	0.459792
-21.817887	-2.935335	1.430822	0.004022	0.459787
-21.740800	-2.962103	1.440819	0.004007	0.459793
-21.689773	-2.926145	1.450816	0.003997	0.459982
-21.381972	-2.999666	1.460813	0.003941	0.460107
-21.586413	-2.931212	1.470810	0.003978	0.460098
-21.431801	-2.986226	1.480806	0.003949	0.460101
-21.510974	-2.924113	1.490803	0.003963	0.460222
-21.055532	-3.024434	1.500800	0.003880	0.460434
-21.301231	-2.939006	1.510797	0.003924	0.460433
-21.211090	-2.971752	1.520794	0.003907	0.460434
-21.291416	-2.939118	1.530790	0.003921	0.460453
-20.942836	-2.979915	1.540787	0.003857	0.460739
-21.217289	-2.885344	1.550784	0.003906	0.460735
-21.081948	-2.935060	1.560781	0.003881	0.460732
-20.920254	-2.925500	1.570778	0.003851	0.460965
-20.684225	-2.986404	1.580774	0.003808	0.461046
-20.889842	-2.912977	1.590771	0.003845	0.461053
-20.740190	-2.968800	1.600768	0.003817	0.461046
-20.596924	-2.946941	1.610765	0.003790	0.461299
-20.486044	-2.969804	1.620762	0.003770	0.461359
-20.540507	-2.951763	1.630758	0.003779	0.461358
-20.590160	-2.936193	1.640755	0.003787	0.461356
-20.422368	-2.919905	1.650752	0.003757	0.461619
-20.230294	-2.970522	1.660749	0.003721	0.461681
-20.390535	-2.915586	1.670746	0.003750	0.461680
-20.300228	-2.942508	1.680742	0.003733	0.461701
-20.099915	-2.931977	1.690739	0.003696	0.461983
-19.995837	-2.967859	1.700736	0.003677	0.461990
-20.052674	-2.949973	1.710733	0.003686	0.461986
-20.033773	-2.954220	1.720730	0.003682	0.461998
-19.951747	-2.896873	1.730726	0.003667	0.462298
-19.830002	-2.939568	1.740723	0.003644	0.462303
-19.848763	-2.934156	1.750720	0.003647	0.462302
-19.587136	-2.960564	1.760717	0.003599	0.462532
-19.529281	-2.956941	1.770714	0.003588	0.462618
-19.478702	-2.976813	1.780710	0.003578	0.462615
-19.580745	-2.943369	1.790707	0.003596	0.462610
-19.383933	-3.011528	1.800704	0.003560	0.462618
-19.299752	-2.971542	1.810701	0.003544	0.462861
-19.240680	-2.967130	1.820698	0.003533	0.462951
-19.228749	-2.972889	1.830694	0.003530	0.462950
-19.265701	-2.958294	1.840691	0.003536	0.462959
-19.160051	-2.969267	1.850688	0.003517	0.463053
-19.027272	-2.968238	1.860685	0.003492	0.463220
-18.995301	-2.980129	1.870682	0.003486	0.463222
-18.973942	-2.990677	1.880678	0.003481	0.463216
-18.992290	-2.958510	1.890675	0.003484	0.463307
-18.677985	-3.005743	1.900672	0.003427	0.463529
-18.736931	-2.987598	1.910669	0.003437	0.463524
-18.848963	-2.948299	1.920666	0.003456	0.463527
-18.628637	-2.979224	1.930662	0.003416	0.463690
-18.473347	-2.993786	1.940659	0.003387	0.463832
-18.538190	-2.971615	1.950656	0.003398	0.463833
-18.624888	-2.943360	1.960653	0.003413	0.463829
-18.354091	-2.970095	1.970650	0.003364	0.464068
-18.230012	-2.987949	1.980646	0.003341	0.464160
-18.290653	-2.968853	1.990643	0.003351	0.464156
-18.354755	-2.948364	2.000640	0.003362	0.464153
-18.074738	-2.977888	2.010637	0.003311	0.464393
-18.173802	-2.926640	2.020634	0.003328	0.464452
-18.005068	-2.986762	2.030630	0.003297	0.464454
-18.013754	-2.986189	2.040627	0.003298	0.464449
-17.864147	-2.953245	2.050624	0.003271	0.464745
-17.877989	-2.942374	2.060621	0.003273	0.464770
-17.740961	-2.989934	2.070618	0.003247	0.464776
-17.762781	-2.980495	2.080614	0.003251	0.464786
-17.461482	-3.001962	2.090611	0.003196	0.465079
-17.592548	-2.957589	2.100608	0.003219	0.465076
-17.520995	-2.982751	2.110605	0.003205	0.465081
-17.631693	-2.938822	2.120602	0.003225	0.465101
-17.145788	-3.021306	2.130598	0.003136	0.465407
-17.260508	-2.980976	2.140595	0.003156	0.465411
-17.305782	-2.965512	2.150592	0.003164	0.465413
-17.287020	-2.970809	2.160589	0.003160	0.465421
-16.940523	-3.028888	2.170586	0.003097	0.465643
-17.081649	-2.959214	2.180582	0.003122	0.465715
-16.816072	-3.054484	2.190579	0.003073	0.465713
-16.985813	-2.995561	2.200576	0.003103	0.465714
-16.918936	-3.017439	2.210573	0.003090	0.465724
-16.630327	-3.036059	2.220570	0.003038	0.466010
-16.618494	-3.034007	2.230566	0.003035	0.466035
-16.667267	-3.019102	2.240563	0.003043	0.466031
-16.661068	-3.023255	2.250560	0.003041	0.466029
-16.661309	-3.012433	2.260557	0.003041	0.466069
-16.295964	-3.063470	2.270554	0.002974	0.466337
-16.434318	-3.014675	2.280550	0.002999	0.466341
-16.510723	-2.987699	2.290547	0.003012	0.466345
-16.437696	-3.004418	2.300544	0.002998	0.466380
-16.147758	-3.022014	2.310541	0.002945	0.466671
-16.166810	-3.018137	2.320538	0.002948	0.466665
-16.091076	-3.043812	2.330534	0.002934	0.466672
-16.175449	-3.016052	2.340531	0.002948	0.466670
-15.911951	-3.024717	2.350528	0.002900	0.466959
-16.050360	-2.975107	2.360525	0.002925	0.466966
-15.908434	-3.026850	2.370522	0.002898	0.466964
-15.935725	-2.992151	2.380518	0.002903	0.467053
-15.709204	-3.004237	2.390515	0.002861	0.467286
-15.803473	-2.972584	2.400512	0.002878	0.467285
-15.735069	-2.998024	2.410509	0.002865	0.467284
-15.581687	-2.970572	2.420506	0.002836	0.467564
-15.364484	-3.038478	2.430502	0.002797	0.467598
-15.471333	-3.001268	2.440499	0.002815	0.467600
-15.514148	-2.987465	2.450496	0.002822	0.467600
-15.238438	-3.006191	2.460493	0.002772	0.467869
-15.158991	-3.017168	2.470490	0.002757	0.467931
-15.290205	-2.970670	2.480486	0.002780	0.467935
-15.232323	-2.994906	2.490483	0.002769	0.467926
-15.090403	-2.988184	2.500480	0.002743	0.468122
-15.011246	-3.006863	2.510477	0.002728	0.468157
-15.013645	-3.006115	2.520474	0.002728	0.468161
-15.051698	-2.968454	2.530470	0.002734	0.468247
-14.765680	-3.005429	2.540467	0.002682	0.468466
-14.671859	-3.036746	2.550464	0.002664	0.468476
-14.752994	-3.011833	2.560461	0.002678	0.468468
-14.577835	-3.068706	2.570458	0.002646	0.468488
-14.635862	-2.965957	2.580454	0.002656	0.468770
-14.358600	-3.064744	2.590451	0.002605	0.468770
-14.581322	-2.987124	2.600448	0.002645	0.468771
-14.344807	-3.064407	2.610445	0.002602	0.468796
-14.227666	-3.018329	2.620442	0.002580	0.469095
-14.210129	-3.025583	2.630438	0.002576	0.469095
-14.187518	-3.035577	2.640435	0.002571	0.469092
-14.173161	-3.039636	2.650432	0.002568	0.469099
-14.008606	-3.020574	2.660429	0.002538	0.469363
-13.883762	-3.052906	2.670426	0.002515	0.469406
-14.135878	-2.965266	2.680422	0.002560	0.469406
-14.024590	-2.999052	2.690419	0.002539	0.469428
-13.785304	-2.997977	2.700416	0.002495	0.469720
-13.717677	-3.024477	2.710413	0.002482	0.469715
-13.841938	-2.981124	2.720410	0.002504	0.469717
-13.647270	-3.003793	2.730406	0.002469	0.469876
-13.505390	-3.011365	2.740403	0.002442	0.470023
-13.559670	-2.994716	2.750400	0.002452	0.470019
-13.579815	-2.988609	2.760397	0.002455	0.470019
-13.179164	-3.051331	2.770394	0.002382	0.470287
-13.174681	-3.033529	2.780390	0.002380	0.470357
-13.215612	-3.018162	2.790387	0.002387	0.470364
-13.289050	-2.994965	2.800384	0.002400	0.470358
-13.087224	-3.066978	2.810381	0.002363	0.470359
-13.022911	-3.010845	2.820378	0.002350	0.470628
-12.709693	-3.112908	2.830374	0.002293	0.470661
-12.943707	-3.031458	2.840371	0.002335	0.470661
-12.954671	-3.030530	2.850368	0.002336	0.470655
-12.911374	-3.016429	2.860365	0.002328	0.470757
-12.540140	-3.083790	2.870362	0.002260	0.470975
-12.751366	-3.010762	2.880358	0.002298	0.470974
-12.667738	-3.041130	2.890355	0.002282	0.470975
-12.708251	-2.994701	2.900352	0.002289	0.471087
-12.426723	-3.037928	2.910349	0.002237	0.471279
-12.568490	-2.989353	2.920346	0.002262	0.471278
-12.407901	-3.047157	2.930342	0.002233	0.471278
-12.352977	-2.990268	2.940339	0.002222	0.471538
-12.278249	-2.999842	2.950336	0.002208	0.471598
-12.275199	-3.002801	2.960333	0.002207	0.471595
-12.229021	-3.011410	2.970330	0.002198	0.471625
-12.106668	-2.972479	2.980326	0.002175	0.471904
-11.934047	-3.034746	2.990323	0.002144	0.471903
-12.061598	-2.989905	3.000320	0.002166	0.471907
-11.820838	-3.012670	3.010317	0.002122	0.472119
-11.711257	-3.022493	3.020314	0.002102	0.472219
-11.523682	-3.089615	3.030310	0.002067	0.472220
-11.584475	-3.068436	3.040307	0.002078	0.472223
-11.765564	-3.002787	3.050304	0.002110	0.472233
-11.573753	-3.022195	3.060301	0.002074	0.472398
-11.432960	-3.029508	3.070298	0.002048	0.472544
-11.458671	-3.021624	3.080294	0.002052	0.472544
-11.517976	-3.003711	3.090291	0.002063	0.472538
-11.258739	-3.018757	3.100288	0.002015	0.472797
-10.948291	-3.106657	3.110285	0.001958	0.472873
-11.107084	-3.051262	3.120282	0.001987	0.472875
-11.021479	-3.083948	3.130278	0.001970	0.472871
-11.112192	-3.054515	3.140275	0.001986	0.472866
-11.004028	-3.067994	3.150272	0.001966	0.472952
-10.848107	-3.070671	3.160269	0.001937	0.473131
-10.813709	-3.083614	3.170266	0.001931	0.473132
-10.812068	-3.083835	3.180262	0.001930	0.473137
-10.738715	-3.112188	3.190259	0.001916	0.473133
-10.611066	-3.075847	3.200256	0.001892	0.473409
-10.632872	-3.058597	3.210253	0.001896	0.473444
-10.665014	-3.050304	3.220250	0.001901	0.473438
-10.554621	-3.083748	3.230246	0.001880	0.473460
-10.304551	-3.091123	3.240243	0.001834	0.473734
-10.265393	-3.103744	3.250240	0.001827	0.473742
-10.400595	-3.056576	3.260237	0.001851	0.473744
-10.378834	-3.065752	3.270234	0.001846	0.473743
-10.222221	-3.027473	3.280230	0.001817	0.474059
-10.114907	-3.062819	3.290227	0.001797	0.474071
-10.257300	-3.015281	3.300224	0.001822	0.474066
-10.010597	-3.040057	3.310221	0.001777	0.474278
-9.946117	-3.036386	3.320218	0.001765	0.474370
-9.739445	-3.111962	3.330214	0.001727	0.474364
-9.911874	-3.053117	3.340211	0.001758	0.474362
-9.664908	-3.090085	3.350208	0.001712	0.474533
-9.616634	-3.062234	3.360205	0.001703	0.474686
-9.643961	-3.052737	3.370202	0.001707	0.474690
-9.612790	-3.066967	3.380198	0.001701	0.474683
-9.513746	-3.069893	3.390195	0.001683	0.474793
-9.198523	-3.121856	3.400192	0.001625	0.474994
-9.118276	-3.153231	3.410189	0.001610	0.474988
-9.297020	-3.089380	3.420186	0.001642	0.474994
-9.280306	-3.097844	3.430182	0.001638	0.474990
-9.159236	-3.140415	3.440179	0.001616	0.474994
-9.088441	-3.073916	3.450176	0.001602	0.475302
-8.937787	-3.121907	3.460173	0.001574	0.475323
-8.947411	-3.119474	3.470170	0.001576	0.475324
-9.120143	-3.058142	3.480166	0.001606	0.475329
-8.812524	-3.090218	3.490163	0.001550	0.475587
-8.878802	-3.053311	3.500160	0.001561	0.475636
-8.866686	-3.059320	3.510157	0.001559	0.475634
-8.841086	-3.049810	3.520154	0.001553	0.475700
-8.674015	-3.037357	3.530150	0.001523	0.475941
-8.621601	-3.056581	3.540147	0.001513	0.475942
-8.610531	-3.062551	3.550144	0.001510	0.475939
-8.327849	-3.074640	3.560141	0.001458	0.476234
-8.374726	-3.053587	3.570138	0.001466	0.476253
-8.372814	-3.057740	3.580134	0.001465	0.476245
-8.346854	-3.064164	3.590131	0.001460	0.476258
-8.180132	-3.028363	3.600128	0.001429	0.476576
-8.092251	-3.061448	3.610125	0.001413	0.476573
-8.095349	-3.059468	3.620122	0.001413	0.476580
-8.056666	-3.038158	3.630118	0.001405	0.476700
-7.855815	-3.057179	3.640115	0.001368	0.476875
-7.848381	-3.061657	3.650112	0.001366	0.476873
-7.732029	-3.103664	3.660109	0.001345	0.476874
-7.795738	-3.082769	3.670106	0.001356	0.476872
-7.599487	-3.066543	3.680102	0.001320	0.477159
-7.549305	-3.072804	3.690099	0.001310	0.477201
-7.666393	-3.033437	3.700096	0.001331	0.477198
-7.690506	-3.018493	3.710093	0.001334	0.477224
-7.365741	-3.049106	3.720090	0.001275	0.477506
-7.322851	-3.062846	3.730086	0.001267	0.477514
-7.205331	-3.105783	3.740083	0.001245	0.477513
-7.316384	-3.066742	3.750080	0.001264	0.477516
-7.102973	-3.064555	3.760077	0.001225	0.477777
-7.032991	-3.068471	3.770074	0.001212	0.477849
-7.004379	-3.081458	3.780070	0.001206	0.477843
-6.996051	-3.083314	3.790067	0.001204	0.477851
-6.976948	-3.083883	3.800064	0.001200	0.477875
-6.800178	-3.080712	3.810061	0.001168	0.478096
-6.815877	-3.076513	3.820058	0.001170	0.478095
-6.933569	-3.034645	3.830054	0.001190	0.478100
-6.601830	-3.109010	3.840051	0.001130	0.478245
-6.662720	-3.039849	3.850048	0.001140	0.478406
-6.524455	-3.091556	3.860045	0.001115	0.478400
-6.590352	-3.068922	3.870042	0.001126	0.478402
-6.335649	-3.105074	3.880038	0.001079	0.478584
-6.397311	-3.044427	3.890035	0.001090	0.478716
-6.300379	-3.082149	3.900032	0.001072	0.478708
-6.280924	-3.089958	3.910029	0.001068	0.478709
-6.245178	-3.053600	3.920026	0.001061	0.478874
-6.202818	-3.020030	3.930022	0.001053	0.479038
-6.028083	-3.082304	3.940019	0.001020	0.479040
-6.131193	-3.049031	3.950016	0.001038	0.479034
-5.695907	-3.111908	3.960013	0.000959	0.479337
-5.716165	-3.107393	3.970010	0.000962	0.479332
-5.581568	-3.154826	3.980006	0.000937	0.479336
-5.665065	-3.125156	3.990003	0.000952	0.479340
-5.555980	-3.167190	4.000000	0.000932	0.479332
-5.802505	-3.060824	4.009997	0.000975	0.479400
-5.357377	-3.143319	4.019994	0.000894	0.479650
-5.509071	-3.088876	4.029990	0.000921	0.479657
-5.270698	-3.173982	4.039987	0.000878	0.479657
-5.435890	-3.119778	4.049984	0.000907	0.479647
-5.125068	-3.185777	4.059981	0.000850	0.479795
-5.191374	-3.110695	4.069978	0.000861	0.479969
-4.968898	-3.191071	4.079974	0.000821	0.479967
-5.153799	-3.127892	4.089971	0.000854	0.479964
-5.038418	-3.171474	4.099968	0.000832	0.479958
-5.123073	-3.076300	4.109965	0.000847	0.480177
-4.707778	-3.191274	4.119962	0.000771	0.480285
-4.902810	-3.122186	4.129958	0.000806	0.480289
-4.659397	-3.208760	4.139955	0.000761	0.480291
