Mon Jan 13 19:26:14 2020

Number of Points = 3023
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-20.124035	-2.486780	1.800704	0.003640	0.453576
-20.096838	-2.498061	1.810701	0.003635	0.453571
-20.042984	-2.517393	1.820698	0.003625	0.453571
-19.911711	-2.507557	1.830694	0.003601	0.453769
-19.915543	-2.473891	1.840691	0.003601	0.453883
-19.890157	-2.483828	1.850688	0.003596	0.453880
-19.872139	-2.490381	1.860685	0.003593	0.453881
-19.589758	-2.497893	1.870682	0.003542	0.454203
-19.737098	-2.445217	1.880678	0.003568	0.454207
-19.598295	-2.496539	1.890675	0.003543	0.454200
-19.584982	-2.496331	1.900672	0.003540	0.454219
-19.476789	-2.452277	1.910669	0.003521	0.454506
-19.484038	-2.449847	1.920666	0.003522	0.454507
-19.492531	-2.446687	1.930662	0.003523	0.454509
-19.402731	-2.409269	1.940659	0.003507	0.454751
-19.208095	-2.457954	1.950656	0.003471	0.454822
-19.188948	-2.462569	1.960653	0.003468	0.454830
-19.138465	-2.472504	1.970650	0.003458	0.454859
-18.962740	-2.456204	1.980646	0.003426	0.455133
-18.905622	-2.476833	1.990643	0.003416	0.455132
-18.786471	-2.518989	2.000640	0.003394	0.455133
-18.787100	-2.518794	2.010637	0.003394	0.455134
-18.741887	-2.491871	2.020634	0.003386	0.455285
-18.565914	-2.502873	2.030630	0.003354	0.455464
-18.670247	-2.466212	2.040627	0.003372	0.455464
-18.574690	-2.501044	2.050624	0.003355	0.455462
-18.635846	-2.465821	2.060621	0.003366	0.455510
-18.407120	-2.471684	2.070618	0.003324	0.455772
-18.443372	-2.460394	2.080614	0.003331	0.455768
-18.259057	-2.525293	2.090611	0.003297	0.455769
-18.403288	-2.452175	2.100608	0.003323	0.455848
-17.960606	-2.542579	2.110605	0.003243	0.456078
-18.080831	-2.499252	2.120602	0.003264	0.456082
-17.973114	-2.538679	2.130598	0.003245	0.456078
-17.928859	-2.553340	2.140595	0.003237	0.456083
-17.868880	-2.576543	2.150592	0.003226	0.456077
-17.841272	-2.521152	2.160589	0.003220	0.456304
-17.640771	-2.568408	2.170586	0.003184	0.456387
-17.737860	-2.534303	2.180582	0.003201	0.456388
-17.590060	-2.586678	2.190579	0.003174	0.456388
-17.704330	-2.545678	2.200576	0.003195	0.456392
-17.493373	-2.558030	2.210573	0.003157	0.456608
-17.577546	-2.495925	2.220570	0.003172	0.456722
-17.379840	-2.569459	2.230566	0.003136	0.456710
-17.475373	-2.535734	2.240563	0.003153	0.456711
-17.433228	-2.492317	2.250560	0.003145	0.456915
-17.364933	-2.487831	2.260557	0.003132	0.457015
-17.135341	-2.567280	2.270554	0.003091	0.457022
-17.303682	-2.494486	2.280550	0.003121	0.457069
-17.043617	-2.510512	2.290547	0.003074	0.457333
-17.075298	-2.499190	2.300544	0.003079	0.457334
-17.068930	-2.500457	2.310541	0.003078	0.457339
-16.991321	-2.476891	2.320538	0.003064	0.457517
-16.836621	-2.493350	2.330534	0.003036	0.457650
-16.834293	-2.494851	2.340531	0.003035	0.457649
-16.645576	-2.562847	2.350528	0.003001	0.457645
-16.655339	-2.479157	2.360525	0.003002	0.457924
-16.374433	-2.560606	2.370522	0.002951	0.457986
-16.530197	-2.506524	2.380518	0.002979	0.457984
-16.482263	-2.525732	2.390515	0.002970	0.457978
-16.452340	-2.516086	2.400512	0.002965	0.458049
-16.144479	-2.571028	2.410509	0.002909	0.458235
-16.327773	-2.506927	2.420506	0.002942	0.458235
-16.212850	-2.546298	2.430502	0.002921	0.458240
-16.277985	-2.495704	2.440499	0.002933	0.458337
-16.025870	-2.523268	2.450496	0.002887	0.458550
-16.053784	-2.515617	2.460493	0.002892	0.458544
-15.959192	-2.550248	2.470490	0.002874	0.458540
-16.026719	-2.495904	2.480486	0.002886	0.458647
-15.629507	-2.580200	2.490483	0.002815	0.458841
-15.783982	-2.523369	2.500480	0.002842	0.458850
-15.782196	-2.524816	2.510477	0.002842	0.458849
-15.745367	-2.499575	2.520474	0.002835	0.458982
-15.410564	-2.563772	2.530470	0.002774	0.459169
-15.543834	-2.515112	2.540467	0.002798	0.459176
-15.491894	-2.533244	2.550464	0.002789	0.459178
-15.456275	-2.521698	2.560461	0.002782	0.459262
-15.204586	-2.548826	2.570458	0.002736	0.459476
-15.330855	-2.505992	2.580454	0.002759	0.459471
-15.257009	-2.533032	2.590451	0.002745	0.459469
-15.232879	-2.503916	2.600448	0.002741	0.459600
-14.981435	-2.538187	2.610445	0.002695	0.459789
-15.064984	-2.510494	2.620442	0.002710	0.459784
-14.898609	-2.568510	2.630438	0.002680	0.459787
-14.950538	-2.527747	2.640435	0.002689	0.459866
-14.755519	-2.528722	2.650432	0.002654	0.460101
-14.662769	-2.562931	2.660429	0.002637	0.460097
-14.682569	-2.555753	2.670426	0.002640	0.460099
-14.764189	-2.526413	2.680422	0.002655	0.460102
-14.434382	-2.550787	2.690419	0.002595	0.460419
-14.565070	-2.502271	2.700416	0.002618	0.460429
-14.512423	-2.521879	2.710413	0.002609	0.460427
-14.484867	-2.527986	2.720410	0.002603	0.460440
-14.241121	-2.528617	2.730406	0.002559	0.460735
-14.236291	-2.531993	2.740403	0.002558	0.460730
-14.252738	-2.527544	2.750400	0.002561	0.460727
-14.362173	-2.468074	2.760397	0.002580	0.460800
-13.987976	-2.527897	2.770394	0.002513	0.461049
-14.061828	-2.503538	2.780390	0.002526	0.461044
-14.114645	-2.485291	2.790387	0.002535	0.461044
-13.815840	-2.529228	2.800384	0.002481	0.461257
-13.863855	-2.485673	2.810381	0.002489	0.461349
-13.714063	-2.536968	2.820378	0.002462	0.461356
-13.776000	-2.515196	2.830374	0.002473	0.461357
-13.625236	-2.542855	2.840371	0.002446	0.461445
-13.304495	-2.588217	2.850368	0.002388	0.461679
-13.408793	-2.550521	2.860365	0.002406	0.461684
-13.433067	-2.542219	2.870362	0.002411	0.461684
-13.473637	-2.528327	2.880358	0.002418	0.461684
-13.272555	-2.554816	2.890355	0.002381	0.461837
-13.243656	-2.524082	2.900352	0.002376	0.461979
-13.144334	-2.557340	2.910349	0.002358	0.461986
-13.241434	-2.524282	2.920346	0.002375	0.461983
-12.955177	-2.590828	2.930342	0.002323	0.462102
-12.910199	-2.548715	2.940339	0.002315	0.462302
-12.952486	-2.535427	2.950336	0.002322	0.462298
-13.009114	-2.514444	2.960333	0.002332	0.462303
-12.793157	-2.587854	2.970330	0.002293	0.462313
-12.767454	-2.511130	2.980326	0.002288	0.462608
-12.550088	-2.586804	2.990323	0.002249	0.462613
-12.539435	-2.593416	3.000320	0.002247	0.462604
-12.476953	-2.613184	3.010317	0.002235	0.462613
-12.495329	-2.606231	3.020314	0.002238	0.462616
-12.303764	-2.579412	3.030310	0.002203	0.462940
-12.230039	-2.604207	3.040307	0.002190	0.462946
-12.129140	-2.640268	3.050304	0.002172	0.462945
-12.291706	-2.582939	3.060301	0.002201	0.462947
-12.335575	-2.562615	3.070298	0.002208	0.462964
-12.168148	-2.548356	3.080294	0.002178	0.463216
-12.120023	-2.566280	3.090291	0.002169	0.463214
-11.971120	-2.619928	3.100288	0.002142	0.463212
-11.980675	-2.597421	3.110285	0.002144	0.463278
-11.730196	-2.613599	3.120282	0.002098	0.463526
-11.719716	-2.617694	3.130278	0.002096	0.463526
-11.916726	-2.548593	3.140275	0.002131	0.463526
-11.893072	-2.543362	3.150272	0.002127	0.463573
-11.654316	-2.554373	3.160269	0.002084	0.463825
-11.546770	-2.593694	3.170266	0.002064	0.463821
-11.496977	-2.610948	3.180262	0.002055	0.463823
-11.451518	-2.609540	3.190259	0.002046	0.463884
-11.235491	-2.608953	3.200256	0.002007	0.464147
-11.232581	-2.608670	3.210253	0.002007	0.464153
-11.319508	-2.578472	3.220250	0.002022	0.464153
-11.283479	-2.592084	3.230246	0.002015	0.464151
-11.100695	-2.580517	3.240243	0.001982	0.464411
-11.011024	-2.600393	3.250240	0.001966	0.464453
-10.978099	-2.610777	3.260237	0.001960	0.464458
-10.935723	-2.628028	3.270234	0.001952	0.464451
-10.970171	-2.577555	3.280230	0.001958	0.464583
-10.763160	-2.594602	3.290227	0.001920	0.464775
-10.867053	-2.559900	3.300224	0.001939	0.464770
-10.877568	-2.551356	3.310221	0.001940	0.464787
-10.691080	-2.531218	3.320218	0.001907	0.465081
-10.587990	-2.568532	3.330214	0.001888	0.465079
-10.543683	-2.585950	3.340211	0.001880	0.465074
-10.391174	-2.625219	3.350208	0.001852	0.465125
-10.167026	-2.621667	3.360205	0.001811	0.465407
-10.163663	-2.623459	3.370202	0.001810	0.465406
-10.269556	-2.585997	3.380198	0.001829	0.465408
-10.271177	-2.584007	3.390195	0.001829	0.465414
-10.167654	-2.589102	3.400192	0.001811	0.465522
-9.958677	-2.604690	3.410189	0.001773	0.465721
-9.928690	-2.616552	3.420186	0.001767	0.465718
-10.066788	-2.566993	3.430182	0.001792	0.465722
-9.992852	-2.567311	3.440179	0.001778	0.465811
-9.620328	-2.634962	3.450176	0.001711	0.466029
-9.837422	-2.558159	3.460173	0.001750	0.466031
-9.893695	-2.536071	3.470170	0.001760	0.466039
-9.600177	-2.600570	3.480166	0.001706	0.466173
-9.530113	-2.578242	3.490163	0.001694	0.466334
-9.377264	-2.631452	3.500160	0.001666	0.466338
-9.518620	-2.581458	3.510157	0.001691	0.466339
-9.344716	-2.642418	3.520154	0.001660	0.466342
-9.165567	-2.612541	3.530150	0.001627	0.466659
-9.215283	-2.592971	3.540147	0.001636	0.466667
-9.230990	-2.589753	3.550144	0.001638	0.466660
-9.208582	-2.594794	3.560141	0.001634	0.466671
-9.092018	-2.565902	3.570138	0.001613	0.466910
-9.096789	-2.546355	3.580134	0.001614	0.466972
-9.233077	-2.499243	3.590131	0.001638	0.466970
-8.973966	-2.534177	3.600128	0.001591	0.467162
-8.828103	-2.549100	3.610125	0.001565	0.467287
-8.619005	-2.624168	3.620122	0.001527	0.467284
-8.808815	-2.555639	3.630118	0.001561	0.467291
-8.536675	-2.602953	3.640115	0.001511	0.467457
-8.560629	-2.552514	3.650112	0.001515	0.467600
-8.310428	-2.640810	3.660109	0.001470	0.467601
-8.427660	-2.601911	3.670106	0.001491	0.467594
-8.265215	-2.658040	3.680102	0.001461	0.467599
-8.257140	-2.616009	3.690099	0.001460	0.467752
-8.112793	-2.613725	3.700096	0.001434	0.467934
-8.186505	-2.589301	3.710093	0.001447	0.467929
-8.116881	-2.614582	3.720090	0.001434	0.467928
-8.273950	-2.538651	3.730086	0.001462	0.467999
-7.957760	-2.601889	3.740083	0.001405	0.468163
-8.064476	-2.566032	3.750080	0.001424	0.468159
-8.031824	-2.576584	3.760077	0.001418	0.468163
-7.916107	-2.531747	3.770074	0.001397	0.468454
-7.651219	-2.618617	3.780070	0.001349	0.468477
-7.765623	-2.579552	3.790067	0.001369	0.468474
-7.765614	-2.564001	3.800064	0.001369	0.468528
-7.661875	-2.528715	3.810061	0.001350	0.468772
-7.595275	-2.552675	3.820058	0.001338	0.468771
-7.624845	-2.536173	3.830054	0.001343	0.468793
-7.294597	-2.565211	3.840051	0.001283	0.469089
-7.378571	-2.534333	3.850048	0.001298	0.469095
-7.207621	-2.595494	3.860045	0.001267	0.469093
-7.270882	-2.568030	3.870042	0.001278	0.469112
-6.861142	-2.629044	3.880038	0.001204	0.469395
-6.961449	-2.593992	3.890035	0.001222	0.469395
-6.922186	-2.610453	3.900032	0.001215	0.469387
-7.058796	-2.560997	3.910029	0.001239	0.469393
-6.942050	-2.587565	3.920026	0.001218	0.469443
-6.786522	-2.562076	3.930022	0.001190	0.469715
-6.795070	-2.560943	3.940019	0.001191	0.469710
-6.836806	-2.546829	3.950016	0.001198	0.469709
-6.582853	-2.581237	3.960013	0.001152	0.469896
-6.555150	-2.554959	3.970010	0.001147	0.470019
-6.454804	-2.588883	3.980006	0.001129	0.470025
-6.557427	-2.553304	3.990003	0.001147	0.470024
-6.299795	-2.595543	4.000000	0.001100	0.470189
-6.286224	-2.551238	4.009997	0.001098	0.470356
-6.147959	-2.601253	4.019994	0.001073	0.470353
-6.269946	-2.558810	4.029990	0.001094	0.470352
-6.195135	-2.571763	4.039987	0.001081	0.470398
-5.993275	-2.565331	4.049984	0.001044	0.470661
-5.928571	-2.589715	4.059981	0.001032	0.470657
-6.094439	-2.530981	4.069978	0.001062	0.470659
-5.894978	-2.584404	4.079974	0.001026	0.470717
-5.714157	-2.574033	4.089971	0.000993	0.470967
-5.549698	-2.630532	4.099968	0.000963	0.470973
-5.675383	-2.586401	4.109965	0.000985	0.470974
-5.656506	-2.595145	4.119962	0.000982	0.470968
-5.599569	-2.577709	4.129958	0.000971	0.471096
