Mon Jan 13 20:00:39 2020

Number of Points = 3018
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-3.202692	-3.530065	0.270259	0.000689	0.504354
-3.566540	-3.482516	0.275264	0.000754	0.504106
-3.719033	-3.508204	0.280269	0.000781	0.503861
-3.738566	-3.591370	0.285274	0.000784	0.503583
-4.207585	-3.520028	0.290278	0.000868	0.503292
-4.317959	-3.548429	0.295283	0.000887	0.503085
-4.683203	-3.471340	0.300288	0.000952	0.502927
-4.810044	-3.502088	0.305293	0.000974	0.502694
-4.878371	-3.547847	0.310298	0.000986	0.502479
-5.128288	-3.510069	0.315302	0.001030	0.502325
-5.563692	-3.450710	0.320307	0.001108	0.502033
-5.325479	-3.575063	0.325312	0.001065	0.501911
-5.750395	-3.489126	0.330317	0.001141	0.501714
-5.720570	-3.569792	0.335322	0.001134	0.501497
-6.084867	-3.471158	0.340326	0.001200	0.501408
-6.314949	-3.486595	0.345331	0.001240	0.501108
-6.364269	-3.477809	0.350336	0.001249	0.501085
-6.797178	-3.420601	0.355341	0.001326	0.500789
-6.555780	-3.509454	0.360346	0.001282	0.500781
-6.903722	-3.484028	0.365350	0.001344	0.500479
-6.996286	-3.456493	0.370355	0.001360	0.500467
-7.306077	-3.436591	0.375360	0.001415	0.500189
-7.232910	-3.472140	0.380365	0.001401	0.500163
-7.437832	-3.479836	0.385370	0.001437	0.499915
-7.470279	-3.496210	0.390374	0.001443	0.499831
-7.740879	-3.465610	0.395379	0.001491	0.499631
-7.924041	-3.437187	0.400384	0.001523	0.499521
-7.972985	-3.466876	0.405389	0.001531	0.499377
-8.240922	-3.429222	0.410394	0.001579	0.499201
-8.176700	-3.464127	0.415398	0.001567	0.499167
-8.422311	-3.461703	0.420403	0.001610	0.498905
-8.390919	-3.468113	0.425408	0.001604	0.498924
-8.724480	-3.456830	0.430413	0.001663	0.498592
-8.782554	-3.436652	0.435418	0.001673	0.498595
-8.941070	-3.447358	0.440422	0.001701	0.498388
-9.105411	-3.420020	0.445427	0.001730	0.498296
-9.117982	-3.450432	0.450432	0.001732	0.498190
-9.466755	-3.394040	0.455437	0.001794	0.497983
-9.414604	-3.416541	0.460442	0.001784	0.497974
-9.504132	-3.459333	0.465446	0.001799	0.497743
-9.528966	-3.463721	0.470451	0.001803	0.497706
-9.895208	-3.411552	0.475456	0.001868	0.497466
-10.136976	-3.353514	0.480461	0.001911	0.497384
-9.993994	-3.432576	0.485466	0.001885	0.497297
-10.261796	-3.411379	0.490470	0.001932	0.497069
-10.094762	-3.473908	0.495475	0.001902	0.497062
-10.659014	-3.375714	0.500480	0.002003	0.496746
-10.504411	-3.429375	0.505485	0.001974	0.496753
-10.640669	-3.444263	0.510490	0.001998	0.496557
-10.794558	-3.423685	0.515494	0.002025	0.496454
-11.025805	-3.380912	0.520499	0.002066	0.496335
-11.152915	-3.404334	0.525504	0.002088	0.496122
-11.081179	-3.432837	0.530509	0.002075	0.496117
-11.317030	-3.442549	0.535514	0.002117	0.495825
-11.521574	-3.376870	0.540518	0.002153	0.495809
-11.481818	-3.452725	0.545523	0.002145	0.495616
-11.808899	-3.374182	0.550528	0.002203	0.495504
-11.748965	-3.424550	0.555533	0.002192	0.495415
-12.091934	-3.375487	0.560538	0.002253	0.495190
-11.911463	-3.440841	0.565542	0.002220	0.495189
-12.395147	-3.375195	0.570547	0.002306	0.494859
-12.300880	-3.406277	0.575552	0.002289	0.494870
-12.622327	-3.340260	0.580557	0.002346	0.494723
-12.746233	-3.348679	0.585562	0.002368	0.494561
-12.531972	-3.437771	0.590566	0.002328	0.494523
-12.896937	-3.397495	0.595571	0.002393	0.494244
-12.924012	-3.393925	0.600576	0.002397	0.494230
-13.263583	-3.346386	0.605581	0.002458	0.494003
-13.348046	-3.339547	0.610586	0.002473	0.493934
-13.175613	-3.430073	0.615590	0.002441	0.493844
-13.647402	-3.339530	0.620595	0.002525	0.493606
-13.371783	-3.436006	0.625600	0.002475	0.493612
-13.705069	-3.415267	0.630605	0.002534	0.493307
-13.755464	-3.394106	0.635610	0.002543	0.493322
-14.000582	-3.385123	0.640614	0.002586	0.493078
-14.027399	-3.401024	0.645619	0.002590	0.493002
-13.976400	-3.463267	0.650624	0.002580	0.492864
-14.275359	-3.395564	0.655629	0.002634	0.492748
-14.439615	-3.378309	0.660634	0.002663	0.492622
-14.756507	-3.334192	0.665638	0.002719	0.492409
-14.501135	-3.432613	0.670643	0.002672	0.492387
-14.845247	-3.400773	0.675648	0.002734	0.492104
-14.863042	-3.400102	0.680653	0.002736	0.492091
-15.178386	-3.368374	0.685658	0.002792	0.491840
-15.295591	-3.348294	0.690662	0.002813	0.491776
-15.180335	-3.433302	0.695667	0.002791	0.491638
-15.517815	-3.370442	0.700672	0.002852	0.491462
-15.422701	-3.421589	0.705677	0.002834	0.491410
-15.615444	-3.439483	0.710682	0.002868	0.491138
-15.624384	-3.449306	0.715686	0.002869	0.491101
-16.152940	-3.348349	0.720691	0.002963	0.490830
-16.061716	-3.380436	0.725696	0.002946	0.490835
-16.193208	-3.406523	0.730701	0.002969	0.490606
-16.388595	-3.363970	0.735706	0.003004	0.490526
-16.562547	-3.333593	0.740710	0.003035	0.490431
-16.745631	-3.335697	0.745715	0.003067	0.490220
-16.682610	-3.362379	0.750720	0.003055	0.490211
-17.039268	-3.326888	0.755725	0.003119	0.489924
-17.059885	-3.332226	0.760730	0.003122	0.489888
-17.009475	-3.389759	0.765734	0.003112	0.489764
-17.143656	-3.404353	0.770739	0.003135	0.489569
-17.218393	-3.401398	0.775744	0.003148	0.489498
-17.654430	-3.322579	0.780749	0.003226	0.489260
-17.345501	-3.430526	0.785754	0.003169	0.489268
-17.680706	-3.409639	0.790758	0.003229	0.488958
-17.603147	-3.436614	0.795763	0.003215	0.488964
-18.179807	-3.328506	0.800768	0.003318	0.488660
-18.180498	-3.334559	0.805773	0.003317	0.488644
-18.203879	-3.366435	0.810778	0.003321	0.488519
-18.390413	-3.356931	0.815782	0.003354	0.488341
-18.435442	-3.352986	0.820787	0.003361	0.488307
-18.631127	-3.372636	0.825792	0.003396	0.488025
-18.585665	-3.392367	0.830797	0.003387	0.488017
-18.787344	-3.385614	0.835802	0.003423	0.487813
-18.925263	-3.349904	0.840806	0.003447	0.487776
-19.122115	-3.348923	0.845811	0.003482	0.487559
-19.075330	-3.403095	0.850816	0.003473	0.487441
-19.355019	-3.352579	0.855821	0.003522	0.487290
-19.514416	-3.348874	0.860826	0.003550	0.487124
-19.671343	-3.295665	0.865830	0.003578	0.487122
-19.783078	-3.354764	0.870835	0.003598	0.486806
-19.793045	-3.347271	0.875840	0.003599	0.486824
-20.073996	-3.319252	0.880845	0.003649	0.486598
-20.106455	-3.331980	0.885850	0.003654	0.486524
-20.035078	-3.404417	0.890854	0.003640	0.486375
-20.374288	-3.342993	0.895859	0.003701	0.486190
-20.307903	-3.399057	0.900864	0.003688	0.486088
-20.800074	-3.287690	0.905869	0.003776	0.485891
-20.594149	-3.365791	0.910874	0.003738	0.485877
-20.867397	-3.358284	0.915878	0.003787	0.485593
-20.933525	-3.345305	0.920883	0.003798	0.485564
-21.184677	-3.320413	0.925888	0.003843	0.485361
-21.234325	-3.336286	0.930893	0.003851	0.485257
-21.259635	-3.370214	0.935898	0.003855	0.485122
-21.721256	-3.267473	0.940902	0.003938	0.484930
-21.616409	-3.303369	0.945907	0.003918	0.484939
-21.840337	-3.317325	0.950912	0.003958	0.484640
-21.819007	-3.328915	0.955917	0.003953	0.484631
-22.023879	-3.314925	0.960922	0.003989	0.484446
-22.315676	-3.251779	0.965926	0.004041	0.484321
-22.098365	-3.348913	0.970931	0.004001	0.484258
-22.487909	-3.288686	0.975936	0.004071	0.484011
-22.479853	-3.293060	0.980941	0.004069	0.484011
-22.583931	-3.339242	0.985946	0.004087	0.483744
-22.623596	-3.349115	0.990950	0.004093	0.483671
-22.763069	-3.358370	0.995955	0.004118	0.483484
-22.846127	-3.378548	1.000960	0.004132	0.483327

-23.125002	-3.361913	1.010957	0.004181	0.483069
-23.321805	-3.331716	1.020954	0.004215	0.482950
-23.409899	-3.352341	1.030950	0.004230	0.482790
-23.603649	-3.284101	1.040947	0.004263	0.482799
-23.581839	-3.293795	1.050944	0.004258	0.482802
-23.552884	-3.309859	1.060941	0.004251	0.482792
-23.678946	-3.319631	1.070938	0.004272	0.482624
-23.702166	-3.325271	1.080934	0.004275	0.482588
-23.512281	-3.342313	1.090931	0.004239	0.482761
-23.716462	-3.269525	1.100928	0.004275	0.482773
-23.608660	-3.304390	1.110925	0.004254	0.482792
-23.477101	-3.351043	1.120922	0.004229	0.482801
-23.463574	-3.360953	1.130918	0.004225	0.482793
-23.599040	-3.314530	1.140915	0.004248	0.482798
-23.609874	-3.314668	1.150912	0.004248	0.482794
-23.496081	-3.318692	1.160909	0.004226	0.482922
-23.225401	-3.372540	1.170906	0.004176	0.483068
-23.460799	-3.290949	1.180902	0.004217	0.483072
-23.429573	-3.305681	1.190899	0.004210	0.483069
-23.384350	-3.303261	1.200896	0.004200	0.483139
-23.150424	-3.317756	1.210893	0.004156	0.483371
-23.066539	-3.348191	1.220890	0.004140	0.483377
-23.071606	-3.351439	1.230886	0.004139	0.483370
-23.179999	-3.303780	1.240883	0.004157	0.483410
-22.748740	-3.377652	1.250880	0.004078	0.483676
-22.783791	-3.366613	1.260877	0.004083	0.483681
-22.928037	-3.319051	1.270874	0.004108	0.483679
-22.858001	-3.347301	1.280870	0.004093	0.483677
-22.587323	-3.358407	1.290867	0.004043	0.483962
-22.635441	-3.330266	1.300864	0.004050	0.484008
-22.718713	-3.304744	1.310861	0.004064	0.484004
-22.736070	-3.291382	1.320858	0.004066	0.484037
-22.462448	-3.308592	1.330854	0.004015	0.484306
-22.483194	-3.304090	1.340851	0.004017	0.484306
-22.469578	-3.311238	1.350848	0.004013	0.484308
-22.245718	-3.313559	1.360845	0.003971	0.484567
-22.116361	-3.347298	1.370842	0.003946	0.484615
-22.189151	-3.323762	1.380838	0.003958	0.484617
-22.110544	-3.353372	1.390835	0.003942	0.484621
-21.950447	-3.362856	1.400832	0.003912	0.484783
-21.984241	-3.311477	1.410829	0.003916	0.484921
-21.874382	-3.351279	1.420826	0.003895	0.484927
-21.937280	-3.332106	1.430822	0.003905	0.484927
-21.740987	-3.333938	1.440819	0.003868	0.485156
-21.647430	-3.336637	1.450816	0.003850	0.485264
-21.750265	-3.303825	1.460813	0.003867	0.485262
-21.777520	-3.297819	1.470810	0.003870	0.485259
-21.545113	-3.290521	1.480806	0.003827	0.485559
-21.608709	-3.268450	1.490803	0.003837	0.485567
-21.560289	-3.289860	1.500800	0.003827	0.485563
-21.382449	-3.265867	1.510797	0.003793	0.485854
-21.290668	-3.291466	1.520794	0.003775	0.485886
-21.361555	-3.270724	1.530790	0.003786	0.485881
-21.090021	-3.301696	1.540787	0.003736	0.486101
-21.081961	-3.279971	1.550784	0.003733	0.486190
-21.026246	-3.302598	1.560781	0.003721	0.486190
-20.827504	-3.375356	1.570778	0.003684	0.486190
-20.921564	-3.345508	1.580774	0.003700	0.486189
-20.685641	-3.342418	1.590771	0.003656	0.486479
-20.745504	-3.312875	1.600768	0.003665	0.486516
-20.670617	-3.342899	1.610765	0.003650	0.486513
-20.807562	-3.298277	1.620762	0.003673	0.486510
-20.573146	-3.309675	1.630758	0.003629	0.486751
-20.535630	-3.305178	1.640755	0.003621	0.486818
-20.518060	-3.314788	1.650752	0.003616	0.486816
-20.538240	-3.302116	1.660749	0.003619	0.486844
-20.291465	-3.302982	1.670746	0.003573	0.487133
-20.381065	-3.274419	1.680742	0.003587	0.487132
-20.311754	-3.299698	1.690739	0.003573	0.487139
-20.100571	-3.303853	1.700736	0.003534	0.487376
-19.833095	-3.381002	1.710733	0.003484	0.487441
-20.159041	-3.268635	1.720730	0.003541	0.487442
-19.819516	-3.390549	1.730726	0.003479	0.487444
-19.978957	-3.338252	1.740723	0.003506	0.487441
-19.685454	-3.347194	1.750720	0.003451	0.487757
-19.781761	-3.308386	1.760717	0.003467	0.487782
-19.749500	-3.324767	1.770714	0.003460	0.487775
-19.772349	-3.318439	1.780710	0.003463	0.487778
-19.497868	-3.345164	1.790707	0.003412	0.488015
-19.449635	-3.362247	1.800704	0.003401	0.488024
-19.476759	-3.355593	1.810701	0.003405	0.488023
-19.596660	-3.315876	1.820698	0.003425	0.488024
-19.193278	-3.365227	1.830694	0.003351	0.488334
-19.151535	-3.384121	1.840691	0.003342	0.488330
-19.187070	-3.372788	1.850688	0.003347	0.488336
-19.367260	-3.313057	1.860685	0.003378	0.488332
-19.051317	-3.343079	1.870682	0.003319	0.488605
-19.057379	-3.334738	1.880678	0.003319	0.488634
-19.030850	-3.348535	1.890675	0.003313	0.488629
-19.070252	-3.306925	1.900672	0.003318	0.488728
-18.804753	-3.333213	1.910669	0.003269	0.488955
-18.750637	-3.353028	1.920666	0.003258	0.488962
-18.790245	-3.344231	1.930662	0.003263	0.488955
-18.645864	-3.334077	1.940659	0.003236	0.489161
-18.619947	-3.317881	1.950656	0.003230	0.489253
-18.612451	-3.320340	1.960653	0.003227	0.489262
-18.464049	-3.375452	1.970650	0.003199	0.489263
-18.355763	-3.332602	1.980646	0.003178	0.489534
-18.393214	-3.307686	1.990643	0.003183	0.489581
-18.378868	-3.315859	2.000640	0.003179	0.489580
-18.162686	-3.352520	2.010637	0.003138	0.489717
-18.018451	-3.352428	2.020634	0.003111	0.489891
-18.073698	-3.335701	2.030630	0.003119	0.489891
-17.890276	-3.403366	2.040627	0.003085	0.489890
-18.033439	-3.354674	2.050624	0.003109	0.489894
-17.819473	-3.380998	2.060621	0.003069	0.490062
-17.699592	-3.376398	2.070618	0.003046	0.490222
-17.727476	-3.372116	2.080614	0.003049	0.490213
-17.785433	-3.352411	2.090611	0.003058	0.490220
-17.750813	-3.348973	2.100608	0.003051	0.490280
-17.530229	-3.352422	2.110605	0.003009	0.490529
-17.568053	-3.344419	2.120602	0.003015	0.490521
-17.525212	-3.362324	2.130598	0.003006	0.490521
-17.379134	-3.357712	2.140595	0.002978	0.490711
-17.334868	-3.338426	2.150592	0.002968	0.490833
-17.229397	-3.377103	2.160589	0.002948	0.490837
-17.403393	-3.319575	2.170586	0.002978	0.490834
-17.123705	-3.339953	2.180582	0.002926	0.491095
-17.170082	-3.314524	2.190579	0.002933	0.491133
-17.018578	-3.370194	2.200576	0.002904	0.491135
-17.098881	-3.301737	2.210573	0.002917	0.491274
-16.640081	-3.404556	2.220570	0.002832	0.491473
-16.873015	-3.325680	2.230566	0.002873	0.491471
-16.661695	-3.402305	2.240563	0.002833	0.491474
-16.821333	-3.349041	2.250560	0.002861	0.491473
-16.571386	-3.371555	2.260557	0.002814	0.491693
-16.489477	-3.379241	2.270554	0.002798	0.491771
-16.500946	-3.377815	2.280550	0.002799	0.491772
-16.582636	-3.351231	2.290547	0.002812	0.491774
-16.253302	-3.397450	2.300544	0.002751	0.492007
-16.406753	-3.320864	2.310541	0.002777	0.492089
-16.206473	-3.394920	2.320538	0.002739	0.492087
-16.325553	-3.354959	2.330534	0.002760	0.492090
-16.062201	-3.377197	2.340531	0.002710	0.492326
-16.047463	-3.363299	2.350528	0.002706	0.492396
-16.000188	-3.381270	2.360525	0.002696	0.492401
-16.105570	-3.346588	2.370522	0.002714	0.492402
-15.907536	-3.338947	2.380518	0.002677	0.492660
-15.800980	-3.356808	2.390515	0.002656	0.492733
-15.931212	-3.314790	2.400512	0.002678	0.492729
-15.873412	-3.320608	2.410509	0.002666	0.492785
-15.455946	-3.404747	2.420506	0.002589	0.492997
-15.654200	-3.336714	2.430502	0.002624	0.493000
-15.695966	-3.324619	2.440499	0.002630	0.493001
-15.615143	-3.298889	2.450496	0.002614	0.493184
-15.445765	-3.324104	2.460493	0.002582	0.493303
-15.467599	-3.320169	2.470490	0.002584	0.493300
-15.243283	-3.357014	2.480486	0.002542	0.493445
-15.146786	-3.342770	2.490483	0.002523	0.493609
-15.125887	-3.354865	2.500480	0.002518	0.493603
-15.123783	-3.355736	2.510477	0.002516	0.493611
-15.053112	-3.355924	2.520474	0.002502	0.493700
-14.880776	-3.345780	2.530470	0.002469	0.493936
-14.951338	-3.324912	2.540467	0.002481	0.493932
-14.798641	-3.381166	2.550464	0.002451	0.493934
-14.850390	-3.330317	2.560461	0.002459	0.494047
-14.800714	-3.291396	2.570458	0.002449	0.494237
-14.620163	-3.357592	2.580454	0.002415	0.494238
-14.684796	-3.337227	2.590451	0.002425	0.494239
-14.499165	-3.322465	2.600448	0.002390	0.494505
-14.511992	-3.304640	2.610445	0.002391	0.494557
-14.406098	-3.346030	2.620442	0.002370	0.494553
-14.493004	-3.308587	2.630438	0.002385	0.494584
-14.012213	-3.393555	2.640435	0.002296	0.494863
-14.086940	-3.371282	2.650432	0.002308	0.494859
-14.149652	-3.350677	2.660429	0.002318	0.494863
-14.146425	-3.357219	2.670426	0.002316	0.494855
-13.997288	-3.332714	2.680422	0.002288	0.495111
-13.854661	-3.360179	2.690419	0.002260	0.495193
-13.811913	-3.378954	2.700416	0.002251	0.495190
-13.935968	-3.338460	2.710413	0.002272	0.495189
-13.712897	-3.355890	2.720410	0.002230	0.495393
-13.692467	-3.333478	2.730406	0.002225	0.495497
-13.729294	-3.324213	2.740403	0.002230	0.495494
-13.659418	-3.350533	2.750400	0.002216	0.495498
-13.487537	-3.343849	2.760397	0.002184	0.495721
-13.473589	-3.324288	2.770394	0.002180	0.495809
-13.465159	-3.331468	2.780390	0.002177	0.495804
-13.392490	-3.359029	2.790387	0.002162	0.495807
-13.176571	-3.353045	2.800384	0.002122	0.496078
-13.105777	-3.367981	2.810381	0.002108	0.496119
-13.246656	-3.321398	2.820378	0.002132	0.496118
-13.210352	-3.338846	2.830374	0.002124	0.496113
-12.849805	-3.371751	2.840371	0.002057	0.496422
-12.998757	-3.316276	2.850368	0.002082	0.496440
-13.022618	-3.309498	2.860365	0.002085	0.496444
-12.872995	-3.356986	2.870362	0.002057	0.496470
-12.576350	-3.378129	2.880358	0.002002	0.496745
-12.716885	-3.330858	2.890355	0.002026	0.496747
-12.641040	-3.361205	2.900352	0.002010	0.496744
-12.722046	-3.332698	2.910349	0.002024	0.496753
-12.372464	-3.364078	2.920346	0.001959	0.497055
-12.367496	-3.365595	2.930342	0.001957	0.497064
-12.374228	-3.366611	2.940339	0.001956	0.497063
-12.433474	-3.346289	2.950336	0.001966	0.497070
-12.156944	-3.372412	2.960333	0.001914	0.497306
-12.183152	-3.342244	2.970330	0.001917	0.497382
-12.045497	-3.396445	2.980326	0.001891	0.497373
-12.070885	-3.387997	2.990323	0.001894	0.497380
-12.141847	-3.337304	3.000320	0.001906	0.497471
-11.808647	-3.381117	3.010317	0.001844	0.497714
-11.782045	-3.391745	3.020314	0.001838	0.497719
-11.823304	-3.380946	3.030310	0.001844	0.497716
-11.767459	-3.403973	3.040307	0.001832	0.497715
-11.682023	-3.375391	3.050304	0.001815	0.497910
-11.624409	-3.381128	3.060301	0.001803	0.497966
-11.723173	-3.347388	3.070298	0.001820	0.497971
-11.614724	-3.367894	3.080294	0.001799	0.498036
-11.310702	-3.402230	3.090291	0.001742	0.498277
-11.294985	-3.411727	3.100288	0.001738	0.498273
-11.316707	-3.405897	3.110285	0.001740	0.498276
-11.268851	-3.425208	3.120282	0.001730	0.498278
-11.212144	-3.379322	3.130278	0.001719	0.498496
-11.251714	-3.340912	3.140275	0.001724	0.498582
-11.132326	-3.386819	3.150272	0.001701	0.498579
-11.114436	-3.342723	3.160269	0.001697	0.498748
-10.909520	-3.368000	3.170266	0.001658	0.498906
-10.861937	-3.387585	3.180262	0.001648	0.498906
-10.940066	-3.363397	3.190259	0.001661	0.498905
-10.620494	-3.436253	3.200256	0.001601	0.499040
-10.705018	-3.355893	3.210253	0.001615	0.499209
-10.505811	-3.429753	3.220250	0.001578	0.499207
-10.614146	-3.392735	3.230246	0.001596	0.499212
-10.671806	-3.360862	3.240243	0.001605	0.499258
-10.319352	-3.404392	3.250240	0.001540	0.499522
-10.278615	-3.420884	3.260237	0.001531	0.499524
-10.415235	-3.375450	3.270234	0.001554	0.499525
-10.456985	-3.331018	3.280230	0.001560	0.499628
-10.096268	-3.396392	3.290227	0.001494	0.499832
-10.226928	-3.353059	3.300224	0.001516	0.499833
-10.065479	-3.414177	3.310221	0.001485	0.499828
-10.067409	-3.359425	3.320218	0.001484	0.500009
-10.022577	-3.329503	3.330214	0.001474	0.500162
-10.039867	-3.325453	3.340211	0.001476	0.500165
-9.825721	-3.403158	3.350208	0.001436	0.500167
-9.860619	-3.304376	3.360205	0.001441	0.500449
-9.696339	-3.357590	3.370202	0.001410	0.500473
-9.672126	-3.369282	3.380198	0.001404	0.500472
-9.578309	-3.353402	3.390195	0.001385	0.500636
-9.471854	-3.347529	3.400192	0.001365	0.500782
-9.401035	-3.375155	3.410189	0.001350	0.500782
-9.518256	-3.336373	3.420186	0.001370	0.500783
-9.257547	-3.374747	3.430182	0.001322	0.500961
-9.245911	-3.340223	3.440179	0.001318	0.501092
-9.173569	-3.370342	3.450176	0.001303	0.501086
-9.360107	-3.307424	3.460173	0.001336	0.501086
-9.000344	-3.357540	3.470170	0.001269	0.501337
-8.799837	-3.404231	3.480166	0.001232	0.501422
-8.830168	-3.399621	3.490163	0.001236	0.501412
-8.835447	-3.399605	3.500160	0.001235	0.501415
-8.761301	-3.429369	3.510157	0.001220	0.501413
-8.735360	-3.385573	3.520154	0.001214	0.501589
-8.504756	-3.430499	3.530150	0.001171	0.501712
-8.511875	-3.429611	3.540147	0.001171	0.501716
-8.505124	-3.436958	3.550144	0.001168	0.501709
-8.564548	-3.418203	3.560141	0.001177	0.501711
-8.385500	-3.425142	3.570138	0.001144	0.501897
-8.300179	-3.414069	3.580134	0.001127	0.502036
-8.272059	-3.425191	3.590131	0.001120	0.502041
-8.373782	-3.395570	3.600128	0.001137	0.502030
-8.209061	-3.405239	3.610125	0.001106	0.502192
-8.159864	-3.374877	3.620122	0.001095	0.502351
-8.027142	-3.425153	3.630118	0.001070	0.502349
-8.153701	-3.382373	3.640115	0.001091	0.502352
-7.983492	-3.373651	3.650112	0.001059	0.502577
-7.875786	-3.382134	3.660109	0.001038	0.502679
-7.746983	-3.427799	3.670106	0.001014	0.502687
-7.896101	-3.381266	3.680102	0.001039	0.502677
-7.620886	-3.413014	3.690099	0.000988	0.502891
-7.601958	-3.403519	3.700096	0.000983	0.502951
-7.592513	-3.410107	3.710093	0.000980	0.502950
-7.606756	-3.405548	3.720090	0.000981	0.502957
-7.308880	-3.438965	3.730086	0.000926	0.503191
-7.298405	-3.422053	3.740083	0.000922	0.503265
-7.216558	-3.455529	3.750080	0.000906	0.503259
-7.335221	-3.416352	3.760077	0.000926	0.503260
-7.186369	-3.464702	3.770074	0.000898	0.503282
-7.026570	-3.433984	3.780070	0.000867	0.503564
-7.009752	-3.443370	3.790067	0.000863	0.503562
-7.165463	-3.391819	3.800064	0.000889	0.503561
-7.016277	-3.423010	3.810061	0.000861	0.503637
-6.907208	-3.385503	3.820058	0.000840	0.503884
-6.754754	-3.439634	3.830054	0.000811	0.503892
-6.982641	-3.363964	3.840051	0.000851	0.503886
-6.589399	-3.432486	3.850048	0.000778	0.504115
-6.558202	-3.423917	3.860045	0.000771	0.504186
-6.491583	-3.446596	3.870042	0.000757	0.504197
-6.703706	-3.375624	3.880038	0.000794	0.504194
-6.400552	-3.425696	3.890035	0.000738	0.504381
-6.456274	-3.368179	3.900032	0.000747	0.504509
-6.293524	-3.430223	3.910029	0.000716	0.504503
-6.327101	-3.419628	3.920026	0.000720	0.504508
-6.129171	-3.419803	3.930022	0.000683	0.504735
-6.020905	-3.435027	3.940019	0.000662	0.504816
-5.999217	-3.446442	3.950016	0.000657	0.504813
-5.920135	-3.477077	3.960013	0.000641	0.504813
-5.994195	-3.452736	3.970010	0.000653	0.504816
-5.785514	-3.433776	3.980006	0.000614	0.505115
-5.795742	-3.425142	3.990003	0.000614	0.505140
-5.697080	-3.459619	4.000000	0.000595	0.505150
-5.787904	-3.430392	4.009997	0.000610	0.505150
-5.531970	-3.457672	4.019994	0.000562	0.505356
-5.478295	-3.447178	4.029990	0.000551	0.505457
-5.492534	-3.446894	4.039987	0.000552	0.505451
-5.437138	-3.466981	4.049984	0.000541	0.505458
-5.434094	-3.457698	4.059981	0.000539	0.505499
-5.260321	-3.435114	4.069978	0.000506	0.505770
-5.216297	-3.455754	4.079974	0.000496	0.505763
-5.282166	-3.434748	4.089971	0.000507	0.505765
-5.213195	-3.413304	4.099968	0.000493	0.505917
-4.983034	-3.446343	4.109965	0.000450	0.506076
-5.035284	-3.430788	4.119962	0.000458	0.506076
-4.998539	-3.446036	4.129958	0.000450	0.506078
-4.792636	-3.472398	4.139955	0.000411	0.506231
