Mon Jan 13 19:54:40 2020

Number of Points = 3028
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-13.064615	-3.044832	0.580557	0.002289	0.504158
-13.195738	-3.088440	0.585562	0.002311	0.503882
-13.221430	-3.077053	0.590566	0.002315	0.503894
-13.443355	-3.104704	0.595571	0.002354	0.503567
-13.692494	-3.018885	0.600576	0.002398	0.503566
-13.749203	-3.060085	0.605581	0.002408	0.503380
-14.120985	-2.965729	0.610586	0.002474	0.503270
-14.074536	-2.996330	0.615590	0.002465	0.503230
-14.394993	-2.975010	0.620595	0.002522	0.502948
-14.191913	-3.052832	0.625600	0.002484	0.502933
-14.511313	-2.986201	0.630605	0.002541	0.502794
-14.581273	-3.001960	0.635610	0.002553	0.502673
-14.721547	-2.954511	0.640614	0.002577	0.502672
-14.700042	-3.070857	0.645619	0.002573	0.502335
-14.895163	-2.998423	0.650624	0.002607	0.502352
-14.992966	-3.035984	0.655629	0.002624	0.502130
-15.099614	-3.029690	0.660634	0.002642	0.502037
-15.160435	-3.058074	0.665638	0.002652	0.501885
-15.551251	-2.976339	0.670643	0.002722	0.501714
-15.554143	-2.982923	0.675648	0.002722	0.501696
-15.803661	-2.987676	0.680653	0.002766	0.501409
-15.713333	-3.021709	0.685658	0.002749	0.501407
-16.166163	-2.923961	0.690662	0.002830	0.501217
-16.144094	-2.978329	0.695667	0.002825	0.501076
-16.135629	-2.982306	0.700672	0.002822	0.501078
-16.509635	-2.944052	0.705677	0.002889	0.500788
-16.506007	-2.952899	0.710682	0.002888	0.500770
-16.611251	-2.946907	0.715686	0.002906	0.500677
-16.751671	-2.965724	0.720691	0.002930	0.500466
-16.490371	-3.064877	0.725696	0.002882	0.500449
-17.013992	-2.973544	0.730701	0.002976	0.500160
-16.917832	-3.013483	0.735706	0.002958	0.500146
-17.071652	-3.036733	0.740710	0.002985	0.499907
-17.220196	-3.014969	0.745715	0.003011	0.499815
-17.612853	-2.915288	0.750720	0.003081	0.499698
-17.792261	-2.912981	0.755725	0.003112	0.499511
-17.775205	-2.918830	0.760730	0.003108	0.499517
-17.568680	-3.062034	0.765734	0.003070	0.499299
-18.011651	-2.940351	0.770739	0.003149	0.499195
-18.114121	-2.942890	0.775744	0.003167	0.499078
-18.266080	-2.948227	0.780749	0.003193	0.498897
-18.281832	-2.944828	0.785754	0.003195	0.498896
-18.559157	-2.939875	0.790758	0.003245	0.498607
-18.499466	-2.974451	0.795763	0.003233	0.498569
-18.752692	-2.932052	0.800768	0.003278	0.498426
-18.817041	-2.963377	0.805773	0.003289	0.498260
-18.972711	-2.906437	0.810778	0.003316	0.498272
-19.243981	-2.913258	0.815782	0.003364	0.497952
-19.053765	-2.979418	0.820787	0.003329	0.497960
-19.190985	-2.980706	0.825792	0.003353	0.497808
-19.531278	-2.890903	0.830797	0.003413	0.497718
-19.506761	-2.927082	0.835802	0.003408	0.497636
-19.885990	-2.874520	0.840806	0.003476	0.497383
-19.578559	-2.988264	0.845811	0.003419	0.497372
-19.953764	-2.939899	0.850816	0.003486	0.497110
-19.922550	-2.968951	0.855821	0.003480	0.497058
-20.203587	-2.934900	0.860826	0.003530	0.496857
-20.309592	-2.939607	0.865830	0.003548	0.496728
-20.325306	-2.957887	0.870835	0.003550	0.496658
-20.702835	-2.897092	0.875840	0.003617	0.496433
-20.615709	-2.926859	0.880845	0.003601	0.496441
-20.710540	-2.983971	0.885850	0.003617	0.496158
-20.759364	-2.982230	0.890854	0.003625	0.496115
-21.011527	-2.966640	0.895859	0.003669	0.495886
-21.211554	-2.922414	0.900864	0.003705	0.495808
-21.144611	-2.979956	0.905869	0.003692	0.495705
-21.394263	-2.960252	0.910874	0.003736	0.495492
-21.536670	-2.923911	0.915878	0.003761	0.495454
-21.876969	-2.890776	0.920883	0.003821	0.495182
-21.757855	-2.937350	0.925888	0.003799	0.495173
-21.856720	-2.970450	0.930893	0.003816	0.494961
-22.016968	-2.951226	0.935898	0.003844	0.494847
-22.202910	-2.924192	0.940902	0.003877	0.494730
-22.322516	-2.943453	0.945907	0.003898	0.494539
-22.301350	-2.955871	0.950912	0.003893	0.494528
-22.819180	-2.869460	0.955917	0.003986	0.494226
-22.605179	-2.944018	0.960922	0.003946	0.494235
-22.844456	-2.915165	0.965926	0.003988	0.494062
-22.835841	-2.959904	0.970931	0.003986	0.493934
-22.980056	-2.939518	0.975936	0.004011	0.493842
-23.154650	-2.955373	0.980941	0.004042	0.493600
-23.168627	-2.959487	0.985946	0.004044	0.493576
-23.491892	-2.931723	0.990950	0.004101	0.493306
-23.364350	-2.981940	0.995955	0.004077	0.493294
-23.604980	-2.984317	1.000960	0.004120	0.493020

-23.854455	-2.951937	1.010957	0.004163	0.492853
-23.945171	-2.961719	1.020954	0.004178	0.492729
-24.074939	-2.953915	1.030950	0.004199	0.492619
-24.263867	-2.961316	1.040947	0.004232	0.492392
-24.198919	-2.988969	1.050944	0.004218	0.492388
-24.354517	-2.938246	1.060941	0.004245	0.492385
-24.317360	-2.951819	1.070938	0.004236	0.492395
-24.343940	-2.946436	1.080934	0.004239	0.492393
-24.445441	-2.915576	1.090931	0.004256	0.492388
-24.347660	-2.952858	1.100928	0.004236	0.492390
-24.415250	-2.931800	1.110925	0.004247	0.492392
-24.264995	-2.920969	1.120922	0.004218	0.492608
-23.994949	-2.983128	1.130918	0.004167	0.492725
-24.068286	-2.961212	1.140915	0.004179	0.492723
-24.138984	-2.939789	1.150912	0.004190	0.492723
-24.122993	-2.946458	1.160909	0.004185	0.492731
-24.157533	-2.940022	1.170906	0.004190	0.492723
-24.079344	-2.933594	1.180902	0.004174	0.492843
-23.908944	-2.951848	1.190899	0.004141	0.492989
-23.918704	-2.951385	1.200896	0.004141	0.492990
-23.852334	-2.978749	1.210893	0.004128	0.492988
-24.003757	-2.905407	1.220890	0.004153	0.493063
-23.672816	-2.955161	1.230886	0.004092	0.493289
-23.726715	-2.937285	1.240883	0.004100	0.493296
-23.631261	-2.976279	1.250880	0.004081	0.493290
-23.673146	-2.928121	1.260877	0.004087	0.493408
-23.322896	-2.995596	1.270874	0.004021	0.493598
-23.441534	-2.956113	1.280870	0.004041	0.493602
-23.355783	-2.991627	1.290867	0.004024	0.493596
-23.510087	-2.912838	1.300864	0.004050	0.493685
-23.186333	-2.956832	1.310861	0.003990	0.493921
-23.283834	-2.925081	1.320858	0.004006	0.493923
-23.154483	-2.972917	1.330854	0.003981	0.493927
-23.144449	-2.916661	1.340851	0.003977	0.494129
-22.875528	-2.985681	1.350848	0.003927	0.494223
-23.062850	-2.920299	1.360845	0.003959	0.494232
-22.934683	-2.970524	1.370842	0.003934	0.494226
-22.817795	-2.944596	1.380838	0.003911	0.494452
-22.700293	-2.960006	1.390835	0.003888	0.494546
-22.794203	-2.930853	1.400832	0.003903	0.494545
-22.601900	-3.003494	1.410829	0.003867	0.494540
-22.524936	-2.960389	1.420826	0.003851	0.494775
-22.555008	-2.927594	1.430822	0.003855	0.494857
-22.528544	-2.941978	1.440819	0.003848	0.494852
-22.434888	-2.969059	1.450816	0.003829	0.494882
-22.292177	-2.927331	1.460813	0.003802	0.495187
-22.269266	-2.940928	1.470810	0.003796	0.495180
-22.345752	-2.916280	1.480806	0.003808	0.495184
-22.074053	-2.969168	1.490803	0.003757	0.495332
-22.040667	-2.934111	1.500800	0.003749	0.495492
-22.075375	-2.926858	1.510797	0.003754	0.495487
-22.070859	-2.928390	1.520794	0.003751	0.495498
-21.780766	-2.961170	1.530790	0.003697	0.495731
-21.789838	-2.938141	1.540787	0.003697	0.495805
-21.774088	-2.945432	1.550784	0.003693	0.495810
-21.798547	-2.942810	1.560781	0.003695	0.495802
-21.530371	-2.971997	1.570778	0.003645	0.496021
-21.645574	-2.906146	1.580774	0.003664	0.496113
-21.635487	-2.911697	1.590771	0.003660	0.496117
-21.550009	-2.908716	1.600768	0.003643	0.496234
-21.151962	-2.988801	1.610765	0.003570	0.496437
-21.313122	-2.935759	1.620762	0.003597	0.496435
-21.319849	-2.934731	1.630758	0.003596	0.496442
-21.271326	-2.935444	1.640755	0.003586	0.496505
-21.041184	-2.947637	1.650752	0.003543	0.496736
-21.049105	-2.946751	1.660749	0.003542	0.496740
-20.891941	-3.004726	1.670746	0.003512	0.496743
-21.096256	-2.936754	1.680742	0.003547	0.496741
-20.766004	-2.968387	1.690739	0.003486	0.497022
-20.845529	-2.932128	1.700736	0.003498	0.497059
-20.598446	-3.021996	1.710733	0.003452	0.497061
-20.650866	-3.005336	1.720730	0.003460	0.497066
-20.604529	-2.992110	1.730726	0.003450	0.497171
-20.720687	-2.889289	1.740723	0.003469	0.497379
-20.583384	-2.942263	1.750720	0.003442	0.497375
-20.592111	-2.929737	1.760717	0.003442	0.497416
-20.250862	-2.963046	1.770714	0.003379	0.497703
-20.224043	-2.975659	1.780710	0.003372	0.497704
-20.216176	-2.981589	1.790707	0.003369	0.497705
-20.379219	-2.927801	1.800704	0.003397	0.497704
-20.156195	-2.933787	1.810701	0.003355	0.497946
-20.143172	-2.935963	1.820698	0.003350	0.497964
-20.060180	-2.969250	1.830694	0.003334	0.497962
-20.033820	-2.930855	1.840691	0.003327	0.498124
-19.879833	-2.942666	1.850688	0.003298	0.498270
-19.867464	-2.950159	1.860685	0.003294	0.498271
-19.914889	-2.924411	1.870682	0.003300	0.498310
-19.648779	-2.940256	1.880678	0.003251	0.498569
-19.567393	-2.974000	1.890675	0.003234	0.498563
-19.778871	-2.902116	1.900672	0.003271	0.498566
-19.515581	-2.939860	1.910669	0.003221	0.498751
-19.402129	-2.936459	1.920666	0.003199	0.498900
-19.389633	-2.945304	1.930662	0.003195	0.498896
-19.379014	-2.950294	1.940659	0.003191	0.498903
-19.092010	-3.007860	1.950656	0.003138	0.499052
-19.227064	-2.918101	1.960653	0.003160	0.499197
-19.160425	-2.945883	1.970650	0.003147	0.499194
-19.215637	-2.928887	1.980646	0.003155	0.499197
-19.004673	-2.929699	1.990643	0.003115	0.499441
-19.006547	-2.909278	2.000640	0.003114	0.499514
-18.980953	-2.921358	2.010637	0.003107	0.499515
-18.868448	-2.935834	2.020634	0.003085	0.499606
-18.748477	-2.912101	2.030630	0.003062	0.499826
-18.782536	-2.903128	2.040627	0.003066	0.499827
-18.753271	-2.918466	2.050624	0.003059	0.499822
-18.459869	-2.939898	2.060621	0.003004	0.500092
-18.448294	-2.927190	2.070618	0.003000	0.500156
-18.397918	-2.949896	2.080614	0.002990	0.500151
-18.404260	-2.950224	2.090611	0.002989	0.500154
-18.407420	-2.895076	2.100608	0.002988	0.500335
-18.202405	-2.928190	2.110605	0.002949	0.500470
-18.151334	-2.951463	2.120602	0.002938	0.500464
-18.130379	-2.963354	2.130598	0.002932	0.500461
-18.076645	-2.925987	2.140595	0.002921	0.500649
-17.935098	-2.937987	2.150592	0.002894	0.500780
-18.073125	-2.891326	2.160589	0.002917	0.500784
-17.896589	-2.959223	2.170586	0.002883	0.500777
-17.735987	-2.957940	2.180582	0.002852	0.500971
-17.697095	-2.939201	2.190579	0.002844	0.501084
-17.760299	-2.918802	2.200576	0.002853	0.501089
-17.754953	-2.925093	2.210573	0.002851	0.501086
-17.438340	-2.943300	2.220570	0.002792	0.501391
-17.383955	-2.959047	2.230566	0.002780	0.501413
-17.340877	-2.977251	2.240563	0.002771	0.501414
-17.207270	-3.027316	2.250560	0.002745	0.501415
-17.347498	-2.979915	2.260557	0.002768	0.501420
-17.120900	-3.007206	2.270554	0.002726	0.501596
-16.923833	-3.044995	2.280550	0.002688	0.501707
-17.076882	-2.994314	2.290547	0.002714	0.501707
-17.029296	-3.015111	2.300544	0.002704	0.501705
-17.121065	-2.985956	2.310541	0.002719	0.501706
-16.963183	-2.958756	2.320538	0.002688	0.501978
-16.848363	-2.986259	2.330534	0.002666	0.502030
-16.827912	-2.996673	2.340531	0.002660	0.502030
-16.933515	-2.926887	2.350528	0.002678	0.502144
-16.603514	-2.982773	2.360525	0.002616	0.502345
-16.762791	-2.931436	2.370522	0.002643	0.502340
-16.768895	-2.933023	2.380518	0.002643	0.502339
-16.492160	-2.928181	2.390515	0.002591	0.502672
-16.354768	-2.980659	2.400512	0.002564	0.502670
-16.405804	-2.966321	2.410509	0.002572	0.502669
-16.459671	-2.926962	2.420506	0.002580	0.502744
-16.222037	-2.948808	2.430502	0.002535	0.502950
-16.317803	-2.919661	2.440499	0.002551	0.502946
-16.342733	-2.911469	2.450496	0.002553	0.502955
-15.954171	-2.955188	2.460493	0.002481	0.503259
-16.113268	-2.903023	2.470490	0.002508	0.503257
-16.037654	-2.934745	2.480486	0.002493	0.503252
-15.936420	-2.920263	2.490483	0.002473	0.503420
-15.856043	-2.904608	2.500480	0.002457	0.503569
-15.785698	-2.935295	2.510477	0.002442	0.503561
-15.757308	-2.949514	2.520474	0.002435	0.503559
-15.648926	-2.896138	2.530470	0.002414	0.503857
-15.557665	-2.921698	2.540467	0.002396	0.503888
-15.549087	-2.928785	2.550464	0.002392	0.503886
-15.427823	-2.961931	2.560461	0.002369	0.503927
-15.295487	-2.929524	2.570458	0.002343	0.504186
-15.234913	-2.955586	2.580454	0.002330	0.504182
-15.334625	-2.920268	2.590451	0.002347	0.504193
-15.260786	-2.921177	2.600448	0.002332	0.504283
-14.887537	-2.986765	2.610445	0.002262	0.504500
-15.065408	-2.927051	2.620442	0.002293	0.504502
-14.969148	-2.963398	2.630438	0.002274	0.504505
-15.018414	-2.947192	2.640435	0.002281	0.504512
-14.701115	-3.001271	2.650432	0.002222	0.504703
-14.683917	-2.976348	2.660429	0.002217	0.504811
-14.630093	-3.000182	2.670426	0.002205	0.504807
-14.890816	-2.909419	2.680422	0.002251	0.504814
-14.629125	-2.988343	2.690419	0.002202	0.504866
-14.503212	-2.947599	2.700416	0.002177	0.505143
-14.380147	-2.993954	2.710413	0.002153	0.505145
-14.314296	-3.022265	2.720410	0.002139	0.505140
-14.415419	-2.990275	2.730406	0.002156	0.505139
-14.192572	-3.021799	2.740403	0.002114	0.505297
-14.288750	-2.941212	2.750400	0.002130	0.505453
-14.303384	-2.939920	2.760397	0.002131	0.505452
-14.228182	-2.967455	2.770394	0.002115	0.505459
-14.013034	-2.948409	2.780390	0.002075	0.505767
-13.973104	-2.966761	2.790387	0.002066	0.505764
-14.016677	-2.954869	2.800384	0.002072	0.505764
-13.960522	-2.961178	2.810381	0.002060	0.505817
-13.675183	-2.981408	2.820378	0.002006	0.506079
-13.753630	-2.958625	2.830374	0.002019	0.506074
-13.788302	-2.949720	2.840371	0.002023	0.506074
-13.669575	-2.959236	2.850368	0.002000	0.506186
-13.442074	-2.974161	2.860365	0.001957	0.506401
-13.412902	-2.986307	2.870362	0.001950	0.506405
-13.494943	-2.962684	2.880358	0.001963	0.506400
-13.390852	-2.991736	2.890355	0.001943	0.506434
-13.235973	-2.963238	2.900352	0.001913	0.506704
-13.213117	-2.976387	2.910349	0.001907	0.506699
-13.316086	-2.944062	2.920346	0.001924	0.506697
-13.137097	-2.984028	2.930342	0.001890	0.506780
-12.917508	-2.989654	2.940339	0.001849	0.507014
-13.059384	-2.944180	2.950336	0.001872	0.507011
-12.904279	-3.001172	2.960333	0.001843	0.507014
-12.994879	-2.949262	2.970330	0.001857	0.507087
-12.646561	-2.998080	2.980326	0.001793	0.507328
-12.699974	-2.982783	2.990323	0.001800	0.507328
-12.790903	-2.953500	3.000320	0.001815	0.507330
-12.647616	-3.000082	3.010317	0.001787	0.507353
-12.474231	-2.965953	3.020314	0.001754	0.507660
-12.504846	-2.958967	3.030310	0.001758	0.507659
-12.301473	-3.032843	3.040307	0.001720	0.507663
-12.398095	-3.002255	3.050304	0.001735	0.507663
-12.244163	-3.010373	3.060301	0.001706	0.507817
-12.353279	-2.951034	3.070298	0.001724	0.507893
-12.264228	-2.984881	3.080294	0.001706	0.507896
-12.251049	-2.954441	3.090291	0.001702	0.508016
-12.003897	-2.981991	3.100288	0.001655	0.508212
-11.982178	-2.993488	3.110285	0.001650	0.508210
-12.029056	-2.980369	3.120282	0.001656	0.508210
-12.010674	-2.930998	3.130278	0.001651	0.508395
-11.732798	-2.994362	3.140275	0.001599	0.508513
-11.892881	-2.940730	3.150272	0.001627	0.508515
-11.753504	-2.980738	3.160269	0.001600	0.508554
-11.594935	-2.948796	3.170266	0.001569	0.508837
-11.453272	-3.002666	3.180262	0.001542	0.508836
-11.587383	-2.959986	3.190259	0.001564	0.508832
-11.496412	-2.967682	3.200256	0.001546	0.508918
-11.301884	-2.968467	3.210253	0.001509	0.509139
-11.273050	-2.981894	3.220250	0.001502	0.509140
-11.350986	-2.957477	3.230246	0.001515	0.509141
-11.122341	-3.016584	3.240243	0.001472	0.509218
-10.969331	-2.997205	3.250240	0.001442	0.509456
-10.996148	-2.992579	3.260237	0.001445	0.509452
-11.058121	-2.973348	3.270234	0.001455	0.509455
-11.043359	-2.978377	3.280230	0.001450	0.509466
-10.719748	-2.999433	3.290227	0.001390	0.509765
-10.796925	-2.974024	3.300224	0.001402	0.509770
-10.799026	-2.976950	3.310221	0.001401	0.509769
-10.743383	-3.002042	3.320218	0.001389	0.509763
-10.547360	-2.971708	3.330214	0.001352	0.510082
-10.448696	-3.004664	3.340211	0.001332	0.510098
-10.557161	-2.971038	3.350208	0.001350	0.510094
-10.415142	-3.026207	3.360205	0.001323	0.510089
-10.300311	-3.018397	3.370202	0.001300	0.510249
-10.221914	-3.002159	3.380198	0.001284	0.510396
-10.219911	-3.006432	3.390195	0.001282	0.510395
-10.229554	-3.007167	3.400192	0.001282	0.510393
-10.216832	-2.964313	3.410189	0.001278	0.510550
-9.847794	-3.048114	3.420186	0.001210	0.510704
-10.075933	-2.970220	3.430182	0.001249	0.510707
-9.976349	-3.011356	3.440179	0.001229	0.510699
-9.876810	-2.988095	3.450176	0.001210	0.510890
-9.666070	-3.023324	3.460173	0.001170	0.511021
-9.920046	-2.939570	3.470170	0.001214	0.511014
-9.652459	-3.036050	3.480166	0.001164	0.511018
-9.677341	-2.975408	3.490163	0.001167	0.511189
-9.454554	-3.007995	3.500160	0.001125	0.511341
-9.539861	-2.979173	3.510157	0.001138	0.511348
-9.383758	-3.039585	3.520154	0.001108	0.511342
-9.368344	-3.004120	3.530150	0.001104	0.511479
-9.106059	-3.047120	3.540147	0.001055	0.511642
-9.297317	-2.980958	3.550144	0.001087	0.511649
-9.300837	-2.984271	3.560141	0.001086	0.511645
-9.198664	-2.965060	3.570138	0.001066	0.511827
-9.141992	-2.946104	3.580134	0.001054	0.511957
-9.007130	-2.997425	3.590131	0.001028	0.511956
-9.075521	-2.946533	3.600128	0.001039	0.512049
-8.829275	-2.963831	3.610125	0.000992	0.512274
-8.794390	-2.980882	3.620122	0.000984	0.512270
-8.774281	-2.992041	3.630118	0.000979	0.512268
-8.661673	-2.985440	3.640115	0.000957	0.512422
-8.448761	-3.005759	3.650112	0.000917	0.512601
-8.428210	-3.016784	3.660109	0.000911	0.512600
-8.447106	-3.012260	3.670106	0.000913	0.512604
-8.432850	-3.020522	3.680102	0.000908	0.512604
-8.351966	-3.019447	3.690099	0.000892	0.512706
-8.285504	-2.997123	3.700096	0.000878	0.512858
-8.263372	-3.008959	3.710093	0.000873	0.512856
-8.182973	-3.040251	3.720090	0.000856	0.512857
-8.204588	-2.984946	3.730086	0.000858	0.513015
-8.092606	-2.977911	3.740083	0.000836	0.513168
-7.830377	-3.072936	3.750080	0.000787	0.513171
-7.846879	-3.072603	3.760077	0.000789	0.513165
-7.891241	-3.040396	3.770074	0.000795	0.513226
-7.696825	-3.033431	3.780070	0.000758	0.513469
-7.762688	-3.012735	3.790067	0.000768	0.513472
-7.679999	-3.043398	3.800064	0.000751	0.513478
-7.736812	-2.999226	3.810061	0.000760	0.513563
-7.362782	-3.058475	3.820058	0.000691	0.513796
-7.401207	-3.049454	3.830054	0.000696	0.513793
-7.415987	-3.047013	3.840051	0.000697	0.513795
-7.496711	-3.021486	3.850048	0.000710	0.513796
-7.194576	-3.031376	3.860045	0.000653	0.514104
-7.206851	-3.032930	3.870042	0.000654	0.514097
-7.199597	-3.037822	3.880038	0.000651	0.514100
-7.305610	-2.993903	3.890035	0.000668	0.514131
-7.012762	-3.006520	3.900032	0.000613	0.514419
-6.982147	-3.022109	3.910029	0.000606	0.514415
-7.026777	-3.010140	3.920026	0.000612	0.514414
-6.950797	-2.983283	3.930022	0.000597	0.514589
-6.707801	-3.029549	3.940019	0.000551	0.514721
-6.763933	-3.011479	3.950016	0.000560	0.514726
-6.662479	-3.051879	3.960013	0.000539	0.514722
-6.661165	-2.998104	3.970010	0.000537	0.514899
-6.656587	-2.951442	3.980006	0.000535	0.515058
-6.486689	-3.014090	3.990003	0.000502	0.515060
-6.400463	-3.051238	4.000000	0.000485	0.515050
-6.375512	-2.999973	4.009997	0.000479	0.515244
-6.325237	-2.982780	4.019994	0.000468	0.515362
-6.348468	-2.977397	4.029990	0.000470	0.515364
-6.212775	-2.992129	4.039987	0.000444	0.515476
-6.078383	-2.979504	4.049984	0.000418	0.515670
-5.987800	-3.014023	4.059981	0.000400	0.515673
-6.081599	-2.985876	4.069978	0.000415	0.515668
-5.961223	-2.982708	4.079974	0.000392	0.515818
-5.770836	-2.999948	4.089971	0.000356	0.515982
-5.741587	-3.013580	4.099968	0.000349	0.515982
-5.700729	-3.030372	4.109965	0.000339	0.515985
-5.826929	-2.963413	4.119962	0.000360	0.516064
-5.298432	-3.071147	4.129958	0.000263	0.516315
