Mon Jan 13 19:43:24 2020

Number of Points = 3027
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-2.743808	-3.021521	0.210202	0.000442	0.540459
-2.829923	-3.084065	0.215206	0.000456	0.540196
-3.140240	-3.077606	0.220211	0.000511	0.539903
-3.115672	-3.168015	0.225216	0.000505	0.539672
-3.685321	-3.043371	0.230221	0.000607	0.539457
-3.882273	-3.046413	0.235226	0.000641	0.539253
-3.981399	-3.103239	0.240230	0.000657	0.538992
-3.942700	-3.173259	0.245235	0.000649	0.538835
-4.548388	-3.031585	0.250240	0.000757	0.538633
-4.482443	-3.131419	0.255245	0.000744	0.538416
-4.934944	-3.011391	0.260250	0.000824	0.538309
-4.973732	-3.093003	0.265254	0.000830	0.538038
-5.304362	-2.991251	0.270259	0.000888	0.538002
-5.366772	-3.067651	0.275264	0.000898	0.537722
-5.532899	-3.020709	0.280269	0.000926	0.537696
-5.726123	-3.032079	0.285274	0.000960	0.537470
-5.796403	-3.019168	0.290278	0.000971	0.537444
-5.998434	-3.041848	0.295283	0.001006	0.537176
-6.220705	-2.990721	0.300288	0.001045	0.537104
-6.322013	-3.013481	0.305293	0.001062	0.536940
-6.909443	-2.858735	0.310298	0.001167	0.536795
-6.476590	-3.013490	0.315302	0.001087	0.536796
-6.790895	-3.005523	0.320307	0.001142	0.536502
-6.675750	-3.053082	0.325312	0.001120	0.536489
-7.127636	-2.970377	0.330317	0.001200	0.536272
-7.127201	-3.001091	0.335322	0.001199	0.536190
-7.317226	-2.956138	0.340326	0.001232	0.536134
-7.580519	-2.961790	0.345331	0.001278	0.535852
-7.642528	-2.944115	0.350336	0.001288	0.535848
-7.486188	-3.049936	0.355341	0.001258	0.535706
-7.988877	-2.932734	0.360346	0.001348	0.535538
-7.724024	-3.042314	0.365350	0.001298	0.535498
-8.408534	-2.894451	0.370355	0.001421	0.535231
-8.038405	-3.028641	0.375360	0.001352	0.535228
-8.302673	-2.992680	0.380365	0.001399	0.535067
-8.492241	-2.977056	0.385370	0.001431	0.534924
-8.745520	-2.889815	0.390374	0.001476	0.534927
-8.782245	-2.969505	0.395379	0.001481	0.534661
-8.956973	-2.936377	0.400384	0.001511	0.534585
-8.695619	-3.059764	0.405389	0.001462	0.534501
-9.383200	-2.896197	0.410394	0.001585	0.534276
-9.032075	-3.020131	0.415398	0.001520	0.534284
-9.429618	-2.957611	0.420403	0.001591	0.534063
-9.587193	-2.936258	0.425408	0.001618	0.533970
-9.849893	-2.849338	0.430413	0.001664	0.533961
-9.648304	-3.002617	0.435418	0.001626	0.533726
-9.932241	-2.926680	0.440422	0.001676	0.533663
-9.894203	-2.968222	0.445427	0.001668	0.533588
-10.559880	-2.819623	0.450432	0.001787	0.533342
-10.066769	-2.993893	0.455437	0.001696	0.533348
-10.380931	-2.933643	0.460442	0.001751	0.533207
-10.530369	-2.937681	0.465446	0.001777	0.533047
-10.691144	-2.885893	0.470451	0.001805	0.533041
-10.662849	-2.980756	0.475456	0.001798	0.532797
-11.025613	-2.880341	0.480461	0.001862	0.532724
-10.829456	-2.970972	0.485466	0.001825	0.532669
-11.278142	-2.883233	0.490470	0.001905	0.532468
-11.098601	-2.947176	0.495475	0.001871	0.532474
-11.549763	-2.875928	0.500480	0.001951	0.532222
-11.357652	-2.973094	0.505485	0.001915	0.532143
-11.679640	-2.864461	0.510490	0.001972	0.532137
-11.727631	-2.950660	0.515494	0.001979	0.531839
-11.811879	-2.924745	0.520499	0.001993	0.531836
-11.949534	-2.945474	0.525504	0.002016	0.531638
-12.433821	-2.822093	0.530509	0.002103	0.531506
-12.192372	-2.908176	0.535514	0.002058	0.531511
-12.272313	-2.963494	0.540518	0.002071	0.531271
-12.340770	-2.959433	0.545523	0.002082	0.531220
-12.656751	-2.898449	0.550528	0.002137	0.531078
-12.635110	-2.971695	0.555533	0.002132	0.530891
-12.795515	-2.922175	0.560538	0.002159	0.530879
-12.987818	-2.954481	0.565542	0.002193	0.530589
-13.151388	-2.906216	0.570547	0.002221	0.530569
-13.182481	-2.937052	0.575552	0.002225	0.530453
-13.537035	-2.881762	0.580557	0.002288	0.530254
-13.246779	-2.983264	0.585562	0.002234	0.530264
-13.827528	-2.879875	0.590566	0.002337	0.529971
-13.710170	-2.925682	0.595571	0.002315	0.529966
-13.644369	-2.991953	0.600576	0.002302	0.529846
-13.911993	-2.971980	0.605581	0.002348	0.529632
-14.008888	-2.945228	0.610586	0.002365	0.529618
-14.357325	-2.924558	0.615590	0.002426	0.529322
-14.396737	-2.916026	0.620595	0.002432	0.529314
-14.299678	-2.995441	0.625600	0.002413	0.529188
-14.904077	-2.848302	0.630605	0.002521	0.528999
-14.613861	-2.949983	0.635610	0.002467	0.529009
-15.080898	-2.878748	0.640614	0.002550	0.528739
-15.054173	-2.902285	0.645619	0.002544	0.528705
-15.471289	-2.760771	0.650624	0.002617	0.528697
-15.208839	-2.940525	0.655629	0.002569	0.528444
-15.439013	-2.887959	0.660634	0.002609	0.528367
-15.251009	-2.989593	0.665638	0.002573	0.528269
-15.869228	-2.841694	0.670643	0.002684	0.528068
-15.747107	-2.885328	0.675648	0.002660	0.528075
-15.866167	-2.919961	0.680653	0.002680	0.527854
-15.897192	-2.944090	0.685658	0.002685	0.527757
-16.207516	-2.852699	0.690662	0.002739	0.527712
-16.212176	-2.918543	0.695667	0.002739	0.527518
-16.313438	-2.888395	0.700672	0.002755	0.527510
-16.397817	-2.941949	0.705677	0.002769	0.527268
-16.763110	-2.846408	0.710682	0.002834	0.527177
-16.415155	-3.002808	0.715686	0.002770	0.527084
-16.949828	-2.890116	0.720691	0.002865	0.526866
-16.940001	-2.896238	0.725696	0.002862	0.526866
-17.315588	-2.865278	0.730701	0.002928	0.526570
-17.146652	-2.936477	0.735706	0.002896	0.526543
-17.405141	-2.876308	0.740710	0.002941	0.526459
-17.446755	-2.933123	0.745715	0.002948	0.526252
-17.638533	-2.869506	0.750720	0.002981	0.526249
-17.777669	-2.904833	0.755725	0.003005	0.526004
-17.782786	-2.932287	0.760730	0.003004	0.525924
-17.760042	-2.991039	0.765734	0.002999	0.525780
-18.313149	-2.854911	0.770739	0.003097	0.525612
-18.186216	-2.900136	0.775744	0.003073	0.525619
-18.594239	-2.851555	0.780749	0.003145	0.525341
-18.290565	-2.973004	0.785754	0.003089	0.525305
-18.771349	-2.842906	0.790758	0.003174	0.525196
-18.799746	-2.901500	0.795763	0.003178	0.524997
-18.793803	-2.907434	0.800768	0.003175	0.524994
-18.961687	-2.935065	0.805773	0.003204	0.524741
-19.331818	-2.832548	0.810778	0.003270	0.524665
-19.183325	-2.896618	0.815782	0.003242	0.524638
-19.555381	-2.862253	0.820787	0.003307	0.524355
-19.249030	-2.972392	0.825792	0.003251	0.524357
-19.735549	-2.878497	0.830797	0.003337	0.524132
-19.587588	-2.962065	0.835802	0.003309	0.524045
-19.863786	-2.890459	0.840806	0.003357	0.523976
-19.863837	-2.970148	0.845811	0.003356	0.523744
-19.994805	-2.926111	0.850816	0.003378	0.523746
-20.389379	-2.891816	0.855821	0.003448	0.523438
-20.364670	-2.910342	0.860826	0.003442	0.523417
-20.281340	-2.983955	0.865830	0.003426	0.523291
-20.764371	-2.877172	0.870835	0.003512	0.523108
-20.559542	-2.959554	0.875840	0.003473	0.523086
-21.118447	-2.856413	0.880845	0.003573	0.522811
-20.828203	-2.961928	0.885850	0.003519	0.522809
-21.209402	-2.877957	0.890854	0.003586	0.522665
-21.343964	-2.874574	0.895859	0.003609	0.522540
-21.334300	-2.880963	0.900864	0.003606	0.522540
-21.312348	-2.990266	0.905869	0.003601	0.522241
-21.723167	-2.859788	0.910874	0.003674	0.522206
-21.767599	-2.894529	0.915878	0.003680	0.522062
-22.175853	-2.807384	0.920883	0.003753	0.521898
-21.831788	-2.929209	0.925888	0.003689	0.521905
-22.387112	-2.834921	0.930893	0.003788	0.521606
-22.329703	-2.863604	0.935898	0.003776	0.521589
-22.521871	-2.803851	0.940902	0.003809	0.521573
-22.439970	-2.929934	0.945907	0.003793	0.521287
-22.728550	-2.834316	0.950912	0.003844	0.521277
-22.900812	-2.833696	0.955917	0.003874	0.521103
-23.008511	-2.849748	0.960922	0.003892	0.520948
-22.712961	-2.959476	0.965926	0.003837	0.520939
-23.474656	-2.791450	0.970931	0.003973	0.520643
-23.108148	-2.922361	0.975936	0.003905	0.520646
-23.387690	-2.872846	0.980941	0.003955	0.520506
-23.456672	-2.907964	0.985946	0.003966	0.520333
-23.454108	-2.923450	0.990950	0.003964	0.520298
-23.820261	-2.886322	0.995955	0.004028	0.520027
-23.970323	-2.840146	1.000960	0.004054	0.520015

-24.243600	-2.853479	1.010957	0.004101	0.519698
-24.235349	-2.863167	1.020954	0.004096	0.519694
-24.366468	-2.857312	1.030950	0.004117	0.519588
-24.659089	-2.822920	1.040947	0.004167	0.519396
-24.529362	-2.879031	1.050944	0.004141	0.519381
-24.472306	-2.904207	1.060941	0.004128	0.519383
-24.560972	-2.876768	1.070938	0.004141	0.519388
-24.589820	-2.847358	1.080934	0.004143	0.519463
-24.451295	-2.834020	1.090931	0.004116	0.519669
-24.425512	-2.839776	1.100928	0.004108	0.519696
-24.256402	-2.904049	1.110925	0.004075	0.519699
-24.347172	-2.877498	1.120922	0.004088	0.519699
-24.392231	-2.869277	1.130918	0.004094	0.519692
-24.372512	-2.880475	1.140915	0.004087	0.519696
-24.366998	-2.889379	1.150912	0.004083	0.519692
-24.329935	-2.836251	1.160909	0.004074	0.519910
-24.148516	-2.867959	1.170906	0.004038	0.520025
-24.285359	-2.825779	1.180902	0.004060	0.520023
-24.180517	-2.868345	1.190899	0.004038	0.520023
-23.902514	-2.910082	1.200896	0.003985	0.520210
-23.842878	-2.895938	1.210893	0.003972	0.520334
-23.964532	-2.860101	1.220890	0.003991	0.520329
-23.942819	-2.873428	1.230886	0.003984	0.520329
-24.001327	-2.830307	1.240883	0.003992	0.520414
-23.745511	-2.850035	1.250880	0.003943	0.520645
-23.692307	-2.873930	1.260877	0.003930	0.520646
-23.744394	-2.862284	1.270874	0.003937	0.520642
-23.520148	-2.877112	1.280870	0.003894	0.520854
-23.488423	-2.860566	1.290867	0.003885	0.520955
-23.437294	-2.882441	1.300864	0.003873	0.520960
-23.347414	-2.919554	1.310861	0.003854	0.520960
-23.332975	-2.874702	1.320858	0.003848	0.521128
-23.107564	-2.910042	1.330854	0.003805	0.521279
-23.072431	-2.927956	1.340851	0.003796	0.521279
-23.113817	-2.918419	1.350848	0.003800	0.521280
-23.152412	-2.911811	1.360845	0.003804	0.521276
-23.076812	-2.871717	1.370842	0.003788	0.521495
-23.058519	-2.855798	1.380838	0.003782	0.521579
-22.928916	-2.906804	1.390835	0.003756	0.521580
-22.786845	-2.903746	1.400832	0.003727	0.521757
-22.806046	-2.857096	1.410829	0.003728	0.521895
-22.754099	-2.879901	1.420826	0.003715	0.521898
-22.760706	-2.883134	1.430822	0.003714	0.521898
-22.562054	-2.871864	1.440819	0.003675	0.522161
-22.508952	-2.878759	1.450816	0.003663	0.522213
-22.521033	-2.880748	1.460813	0.003662	0.522211
-22.374227	-2.937051	1.470810	0.003633	0.522214
-22.177820	-2.908597	1.480806	0.003594	0.522526
-22.141540	-2.921140	1.490803	0.003585	0.522544
-22.249808	-2.886901	1.500800	0.003602	0.522548
-22.204801	-2.907945	1.510797	0.003591	0.522549
-22.152676	-2.863186	1.520794	0.003578	0.522757
-21.885077	-2.945233	1.530790	0.003527	0.522811
-21.997996	-2.912599	1.540787	0.003545	0.522806
-21.988961	-2.922429	1.550784	0.003540	0.522802
-21.715351	-2.926332	1.560781	0.003488	0.523099
-21.726114	-2.921932	1.570778	0.003487	0.523117
-21.832187	-2.890845	1.580774	0.003503	0.523115
-21.733580	-2.922612	1.590771	0.003483	0.523141
-21.509591	-2.916292	1.600768	0.003440	0.523415
-21.539645	-2.910112	1.610765	0.003442	0.523418
-21.510796	-2.925824	1.620762	0.003434	0.523418
-21.381054	-2.912269	1.630758	0.003408	0.523614
-21.137620	-2.961639	1.640755	0.003361	0.523740
-21.229157	-2.934224	1.650752	0.003375	0.523742
-21.347375	-2.898238	1.660749	0.003393	0.523742
-21.172322	-2.913040	1.670746	0.003359	0.523900
-21.111701	-2.890672	1.680742	0.003345	0.524048
-21.067380	-2.911847	1.690739	0.003334	0.524048
-21.136759	-2.882989	1.700736	0.003344	0.524078
-20.856525	-2.892144	1.710733	0.003290	0.524365
-20.826521	-2.908820	1.720730	0.003282	0.524363
-20.741390	-2.946667	1.730726	0.003264	0.524356
-20.812830	-2.883421	1.740723	0.003274	0.524488
-20.547799	-2.921390	1.750720	0.003223	0.524671
-20.607979	-2.906059	1.760717	0.003231	0.524670
-20.700057	-2.879543	1.770714	0.003245	0.524669
-20.384406	-2.914083	1.780710	0.003185	0.524916
-20.425866	-2.877666	1.790707	0.003190	0.524999
-20.513447	-2.851749	1.800704	0.003203	0.525001
-20.179080	-2.941568	1.810701	0.003140	0.525101
-20.196701	-2.872897	1.820698	0.003140	0.525306
-20.138765	-2.899726	1.830694	0.003127	0.525303
-20.170204	-2.893444	1.840691	0.003129	0.525305
-20.008314	-2.900837	1.850688	0.003097	0.525471
-19.925263	-2.885986	1.860685	0.003080	0.525621
-19.798796	-2.935335	1.870682	0.003054	0.525623
-19.998779	-2.868869	1.880678	0.003087	0.525628
-19.664819	-2.932727	1.890675	0.003024	0.525806
-19.717639	-2.880131	1.900672	0.003031	0.525925
-19.503183	-2.960542	1.910669	0.002989	0.525927
-19.619252	-2.924653	1.920666	0.003007	0.525928
-19.508410	-2.924490	1.930662	0.002984	0.526063
-19.309925	-2.937474	1.940659	0.002946	0.526250
-19.361402	-2.923403	1.950656	0.002952	0.526255
-19.397814	-2.917619	1.960653	0.002956	0.526250
-19.166099	-3.004057	1.970650	0.002911	0.526252
-19.150686	-2.926776	1.980646	0.002906	0.526517
-19.099116	-2.937409	1.990643	0.002893	0.526556
-19.041769	-2.962873	2.000640	0.002880	0.526557
-19.234408	-2.895907	2.010637	0.002912	0.526571
-19.044254	-2.865974	2.020634	0.002875	0.526878
-18.834535	-2.946289	2.030630	0.002834	0.526876
-18.965580	-2.905293	2.040627	0.002855	0.526877
-18.718897	-2.921422	2.050624	0.002808	0.527105
-18.548401	-2.959652	2.060621	0.002774	0.527187
-18.708572	-2.909438	2.070618	0.002800	0.527185
-18.756000	-2.898485	2.080614	0.002806	0.527185
-18.511818	-2.884621	2.090611	0.002759	0.527501
-18.538067	-2.874361	2.100608	0.002761	0.527520
-18.284945	-2.968897	2.110605	0.002712	0.527521
-18.397307	-2.921218	2.120602	0.002730	0.527561
-18.257662	-2.909937	2.130598	0.002702	0.527759
-18.268348	-2.910846	2.140595	0.002701	0.527762
-18.228611	-2.931697	2.150592	0.002691	0.527758
-18.157618	-2.879093	2.160589	0.002675	0.528007
-18.011753	-2.913297	2.170586	0.002646	0.528075
-17.901004	-2.958159	2.180582	0.002623	0.528074
-17.942756	-2.948045	2.190579	0.002628	0.528076
-17.692070	-2.943226	2.200576	0.002580	0.528372
-17.725426	-2.934488	2.210573	0.002583	0.528379
-17.681722	-2.957391	2.220570	0.002572	0.528373
-17.707047	-2.950464	2.230566	0.002574	0.528384
-17.458010	-2.951449	2.240563	0.002526	0.528660
-17.442739	-2.946350	2.250560	0.002520	0.528707
-17.491491	-2.935102	2.260557	0.002526	0.528706
-17.511658	-2.933964	2.270554	0.002527	0.528705
-17.277236	-2.934856	2.280550	0.002482	0.528965
-17.215653	-2.951766	2.290547	0.002468	0.528996
-17.234766	-2.948932	2.300544	0.002469	0.529001
-17.261320	-2.927637	2.310541	0.002471	0.529053
-17.081384	-2.910128	2.320538	0.002435	0.529311
-17.013685	-2.938137	2.330534	0.002420	0.529315
-17.122634	-2.904951	2.340531	0.002437	0.529316
-16.863459	-2.919986	2.350528	0.002387	0.529561
-16.848639	-2.909384	2.360525	0.002382	0.529624
-16.696188	-2.967352	2.370522	0.002352	0.529628
-16.770999	-2.948091	2.380518	0.002362	0.529623
-16.521448	-2.941999	2.390515	0.002314	0.529920
-16.657989	-2.888665	2.400512	0.002336	0.529952
-16.632313	-2.901697	2.410509	0.002329	0.529957
-16.465394	-2.921292	2.420506	0.002296	0.530090
-16.318690	-2.921090	2.430502	0.002266	0.530261
-16.428754	-2.888469	2.440499	0.002283	0.530259
-16.245357	-2.958856	2.450496	0.002247	0.530259
-16.180875	-2.926497	2.460493	0.002233	0.530439
-15.876386	-2.995809	2.470490	0.002175	0.530569
-16.112831	-2.917423	2.480486	0.002215	0.530571
-16.035874	-2.947246	2.490483	0.002198	0.530579
-15.979609	-2.941965	2.500480	0.002185	0.530670
-15.749536	-2.956510	2.510477	0.002141	0.530885
-15.969135	-2.887090	2.520474	0.002178	0.530877
-15.884654	-2.923643	2.530470	0.002160	0.530874
-15.751850	-2.893286	2.540467	0.002133	0.531120
-15.591788	-2.927308	2.550464	0.002101	0.531203
-15.662154	-2.906624	2.560461	0.002111	0.531207
-15.609693	-2.908741	2.570458	0.002099	0.531272
-15.411858	-2.904920	2.580454	0.002060	0.531507
-15.202173	-2.984566	2.590451	0.002019	0.531506
-15.353262	-2.935301	2.600448	0.002044	0.531511
-15.296604	-2.961293	2.610445	0.002031	0.531509
-15.151086	-2.917812	2.620442	0.002002	0.531807
-15.079246	-2.942511	2.630438	0.001986	0.531826
-15.136372	-2.927185	2.640435	0.001993	0.531828
-15.065641	-2.935383	2.650432	0.001978	0.531894
-14.926079	-2.905849	2.660429	0.001950	0.532144
-14.958228	-2.900493	2.670426	0.001953	0.532143
-14.850111	-2.944558	2.680422	0.001930	0.532141
-14.747943	-2.918780	2.690419	0.001909	0.532341
-14.519736	-2.958294	2.700416	0.001865	0.532479
-14.538950	-2.957640	2.710413	0.001865	0.532477
-14.640246	-2.927887	2.720410	0.001881	0.532476
-14.526188	-2.968015	2.730406	0.001857	0.532492
-14.351460	-2.954078	2.740403	0.001823	0.532733
-14.479990	-2.914113	2.750400	0.001843	0.532733
-14.360892	-2.962982	2.760397	0.001819	0.532729
-14.325027	-2.919004	2.770394	0.001810	0.532913
-14.179878	-2.930449	2.780390	0.001781	0.533047
-14.032127	-2.987461	2.790387	0.001751	0.533049
-14.206219	-2.932647	2.800384	0.001780	0.533046
-13.920109	-2.966138	2.810381	0.001725	0.533262
-13.817071	-2.980722	2.820378	0.001704	0.533343
-13.946358	-2.941454	2.830374	0.001724	0.533340
-13.846487	-2.980768	2.840371	0.001703	0.533344
-13.774060	-2.939847	2.850368	0.001688	0.533558
-13.743268	-2.919995	2.860365	0.001679	0.533665
-13.674349	-2.948023	2.870362	0.001664	0.533670
-13.553932	-2.997120	2.880358	0.001639	0.533667
-13.505015	-2.935569	2.890355	0.001628	0.533916
-13.375424	-2.969255	2.900352	0.001601	0.533968
-13.564221	-2.910282	2.910349	0.001633	0.533962
-13.291638	-2.965281	2.920346	0.001581	0.534100
-13.055955	-2.989343	2.930342	0.001535	0.534290
-13.113211	-2.977286	2.940339	0.001543	0.534283
-13.132747	-2.974353	2.950336	0.001543	0.534287
-13.040852	-3.013946	2.960333	0.001524	0.534282
-13.007617	-2.960359	2.970330	0.001515	0.534492
-12.981616	-2.940050	2.980326	0.001507	0.534595
-13.017972	-2.931932	2.990323	0.001511	0.534598
-12.869719	-2.964157	3.000320	0.001482	0.534673
-12.593549	-2.981259	3.010317	0.001429	0.534926
-12.524201	-3.009619	3.020314	0.001414	0.534931
-12.668159	-2.964975	3.030310	0.001437	0.534929
-12.643750	-2.978776	3.040307	0.001429	0.534930
-12.582976	-2.921556	3.050304	0.001416	0.535179
-12.397858	-2.973844	3.060301	0.001379	0.535233
-12.618473	-2.900996	3.070298	0.001416	0.535235
-12.452973	-2.891632	3.080294	0.001384	0.535451
-12.269490	-2.928118	3.090291	0.001348	0.535551
-12.331887	-2.912919	3.100288	0.001356	0.535547
-12.292635	-2.865985	3.110285	0.001346	0.535742
-12.081197	-2.908827	3.120282	0.001305	0.535852
-12.034044	-2.932002	3.130278	0.001294	0.535849
-12.038582	-2.909673	3.140275	0.001292	0.535926
-11.897767	-2.879200	3.150272	0.001263	0.536179
-11.897478	-2.883496	3.160269	0.001261	0.536183
-11.886584	-2.894179	3.170266	0.001256	0.536179
-11.709949	-2.869397	3.180262	0.001221	0.536451
-11.472669	-2.948700	3.190259	0.001175	0.536480
-11.617550	-2.904505	3.200256	0.001199	0.536476
-11.730320	-2.842445	3.210253	0.001216	0.536558
-11.223436	-2.943644	3.220250	0.001122	0.536802
-11.377904	-2.894546	3.230246	0.001147	0.536803
-11.426319	-2.881142	3.240243	0.001153	0.536808
-11.255669	-2.909024	3.250240	0.001119	0.536919
-10.948516	-2.955850	3.260237	0.001061	0.537116
-11.073722	-2.916208	3.270234	0.001081	0.537119
-10.970200	-2.958734	3.280230	0.001059	0.537118
-11.072246	-2.929827	3.290227	0.001075	0.537113
-10.930612	-2.909933	3.300224	0.001046	0.537335
-10.866352	-2.900943	3.310221	0.001032	0.537444
-10.824058	-2.921187	3.320218	0.001021	0.537444
-10.965359	-2.866360	3.330214	0.001044	0.537476
-10.533241	-2.949535	3.340211	0.000963	0.537695
-10.724486	-2.887206	3.350208	0.000995	0.537696
-10.505590	-2.968838	3.360205	0.000952	0.537699
-10.610027	-2.912389	3.370202	0.000968	0.537773
-10.209477	-2.979600	3.380198	0.000893	0.538006
-10.283992	-2.957639	3.390195	0.000904	0.538010
-10.275994	-2.968091	3.400192	0.000900	0.538004
-10.324968	-2.953249	3.410189	0.000906	0.538013
-10.062681	-2.988444	3.420186	0.000855	0.538197
-10.236319	-2.893595	3.430182	0.000884	0.538312
-10.031088	-2.972010	3.440179	0.000844	0.538310
-10.016119	-2.983734	3.450176	0.000838	0.538307
-9.910811	-2.940700	3.460173	0.000817	0.538559
-9.845423	-2.944116	3.470170	0.000802	0.538633
-9.753635	-2.980911	3.480166	0.000783	0.538636
-9.909774	-2.932651	3.490163	0.000808	0.538632
-9.617580	-2.951334	3.500160	0.000752	0.538895
-9.623021	-2.939811	3.510157	0.000750	0.538940
-9.550380	-2.972234	3.520154	0.000734	0.538936
-9.575487	-2.968938	3.530150	0.000736	0.538936
-9.456926	-2.916735	3.540147	0.000712	0.539227
-9.318414	-2.961756	3.550144	0.000684	0.539254
-9.488354	-2.906905	3.560141	0.000712	0.539256
-9.431243	-2.869063	3.570138	0.000699	0.539442
-9.180503	-2.920997	3.580134	0.000651	0.539565
-9.327523	-2.874724	3.590131	0.000674	0.539565
-9.026137	-2.920006	3.600128	0.000617	0.539759
-9.011860	-2.884871	3.610125	0.000612	0.539893
-8.880662	-2.935675	3.620122	0.000585	0.539895
-8.912451	-2.932269	3.630118	0.000588	0.539889
-8.732662	-2.967538	3.640115	0.000553	0.539987
-8.592017	-2.951200	3.650112	0.000524	0.540196
-8.637509	-2.940377	3.660109	0.000530	0.540197
-8.645822	-2.942007	3.670106	0.000528	0.540200
-8.601355	-2.964136	3.680102	0.000518	0.540197
-8.345408	-2.954721	3.690099	0.000469	0.540504
-8.418605	-2.932510	3.700096	0.000479	0.540510
-8.499397	-2.910004	3.710093	0.000491	0.540509
-8.336219	-2.962165	3.720090	0.000458	0.540540
-8.189320	-2.923720	3.730086	0.000429	0.540820
-8.182657	-2.932990	3.740083	0.000425	0.540816
-8.275384	-2.904048	3.750080	0.000439	0.540821
-8.079316	-2.923612	3.760077	0.000401	0.540982
-7.873875	-2.944828	3.770074	0.000361	0.541147
-7.850885	-2.958230	3.780070	0.000354	0.541148
-7.998020	-2.912575	3.790067	0.000377	0.541146
-7.691384	-2.984685	3.800064	0.000319	0.541267
-7.447837	-3.015192	3.810061	0.000272	0.541444
-7.512593	-2.997947	3.820058	0.000281	0.541444
-7.675123	-2.943844	3.830054	0.000308	0.541451
-7.614221	-2.972927	3.840051	0.000294	0.541445
-7.556444	-2.963520	3.850048	0.000281	0.541548
-7.127452	-3.044645	3.860045	0.000200	0.541768
-7.313527	-2.983067	3.870042	0.000231	0.541772
-7.362969	-2.971737	3.880038	0.000237	0.541771
-7.222201	-3.026723	3.890035	0.000209	0.541771
-7.077156	-3.027281	3.900032	0.000180	0.541935
-6.955754	-3.023664	3.910029	0.000155	0.542086
-6.921810	-3.041808	3.920026	0.000146	0.542084
-6.898023	-3.055383	3.930022	0.000139	0.542085
-6.934454	-3.052001	3.940019	0.000143	0.542073
-6.746988	-3.096094	3.950016	0.000106	0.542153
-6.654184	-3.045967	3.960013	0.000086	0.542411
-6.586586	-3.072502	3.970010	0.000071	0.542419
-6.626668	-3.064724	3.980006	0.000076	0.542416
-6.688794	-3.049022	3.990003	0.000084	0.542415
-6.505115	-3.073261	4.000000	0.000048	0.542548
-6.428765	-3.061919	4.009997	0.000032	0.542676
-6.652455	-2.987133	4.019994	0.000069	0.542680
-6.495939	-3.039504	4.029990	0.000038	0.542704
-6.215619	-3.045438	4.039987	-0.000015	0.542990
-6.256701	-3.037094	4.049984	-0.000011	0.542989
-6.310990	-3.020782	4.059981	-0.000004	0.542997
-6.162183	-3.030366	4.069978	-0.000034	0.543137
-6.055530	-3.017245	4.079974	-0.000056	0.543301
-5.990302	-3.048154	4.089971	-0.000070	0.543294
-6.120840	-3.005432	4.099968	-0.000050	0.543300
-5.696060	-3.052152	4.109965	-0.000129	0.543615
-5.788017	-3.025664	4.119962	-0.000115	0.543614
