Mon Jan 13 19:49:16 2020

Number of Points = 3032
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-4.527503	-3.283633	0.250240	0.000729	0.526483
-5.138344	-3.149719	0.255245	0.000838	0.526245
-4.672074	-3.355224	0.260250	0.000753	0.526128
-5.417261	-3.165860	0.265254	0.000886	0.525915
-5.121790	-3.329967	0.270259	0.000832	0.525741
-5.534630	-3.229761	0.275264	0.000905	0.525612
-5.521658	-3.308294	0.280269	0.000902	0.525396
-6.045281	-3.156798	0.285274	0.000995	0.525303
-5.944916	-3.266350	0.290278	0.000976	0.525087
-6.248679	-3.191385	0.295283	0.001030	0.524997
-6.171527	-3.282299	0.300288	0.001015	0.524811
-6.600908	-3.179502	0.305293	0.001091	0.524672
-6.660884	-3.201992	0.310298	0.001101	0.524547
-7.092702	-3.117525	0.315302	0.001178	0.524350
-6.572943	-3.307578	0.320307	0.001083	0.524336
-7.158546	-3.202042	0.325312	0.001187	0.524039
-6.976634	-3.267217	0.330317	0.001153	0.524042
-7.334342	-3.228905	0.335322	0.001217	0.523784
-7.328834	-3.249337	0.340326	0.001215	0.523735
-7.742754	-3.163612	0.345331	0.001288	0.523560
-7.791078	-3.196696	0.350336	0.001296	0.523416
-7.788969	-3.202028	0.355341	0.001294	0.523408
-7.819494	-3.292612	0.360346	0.001299	0.523109
-8.060429	-3.210375	0.365350	0.001341	0.523108
-8.330832	-3.200794	0.370355	0.001389	0.522855
-8.654097	-3.106588	0.375360	0.001446	0.522802
-8.257312	-3.265117	0.380365	0.001373	0.522753
-8.630647	-3.207834	0.385370	0.001440	0.522535
-8.550587	-3.234730	0.390374	0.001424	0.522545
-9.250600	-3.096451	0.395379	0.001550	0.522224
-8.869097	-3.238414	0.400384	0.001479	0.522208
-9.132292	-3.181218	0.405389	0.001526	0.522107
-9.255799	-3.211349	0.410394	0.001547	0.521891
-9.541498	-3.114162	0.415398	0.001598	0.521887
-9.424225	-3.232897	0.420403	0.001575	0.521659
-9.965433	-3.074878	0.425408	0.001672	0.521567
-9.756964	-3.158819	0.430413	0.001633	0.521542
-10.450599	-3.009371	0.435418	0.001757	0.521261
-10.033311	-3.156845	0.440422	0.001681	0.521266
-10.271771	-3.085358	0.445427	0.001723	0.521235
-10.312017	-3.168370	0.450432	0.001729	0.520947
-10.489728	-3.107915	0.455437	0.001760	0.520947
-10.278846	-3.243258	0.460442	0.001721	0.520768
-10.768664	-3.117481	0.465446	0.001808	0.520633
-10.552287	-3.222239	0.470451	0.001768	0.520553
-11.131825	-3.096959	0.475456	0.001871	0.520320
-10.757692	-3.230030	0.480461	0.001803	0.520323
-11.230858	-3.156318	0.485466	0.001887	0.520047
-11.058984	-3.227267	0.490470	0.001855	0.520022
-11.435283	-3.155871	0.495475	0.001922	0.519843
-11.470380	-3.196093	0.500480	0.001927	0.519690
-11.665598	-3.144953	0.505485	0.001961	0.519643
-11.972787	-3.125164	0.510490	0.002015	0.519380
-12.035981	-3.106736	0.515494	0.002026	0.519375
-11.913292	-3.190190	0.520499	0.002002	0.519259
-12.472457	-3.060242	0.525504	0.002102	0.519062
-12.177253	-3.167187	0.530509	0.002048	0.519060
-12.616477	-3.097228	0.535514	0.002126	0.518808
-12.525113	-3.145476	0.540518	0.002108	0.518766
-12.646097	-3.138736	0.545523	0.002129	0.518663
-12.717149	-3.191619	0.550528	0.002141	0.518433
-12.907863	-3.126323	0.555533	0.002174	0.518434
-13.014747	-3.167402	0.560538	0.002192	0.518200
-13.254931	-3.109222	0.565542	0.002235	0.518126
-13.125991	-3.190183	0.570547	0.002210	0.518025
-13.775967	-3.031195	0.575552	0.002327	0.517817
-13.421746	-3.153977	0.580557	0.002261	0.517830
-13.646954	-3.141555	0.585562	0.002301	0.517633
-13.784655	-3.116239	0.590566	0.002325	0.517569
-14.035344	-3.057264	0.595571	0.002369	0.517486
-14.069530	-3.125886	0.600576	0.002374	0.517246
-14.250598	-3.066044	0.605581	0.002405	0.517241
-14.241553	-3.138630	0.610586	0.002403	0.517035
-14.745095	-2.998300	0.615590	0.002493	0.516929
-14.482858	-3.093273	0.620595	0.002444	0.516928
-14.928949	-3.042236	0.625600	0.002524	0.516610
-14.722799	-3.117561	0.630605	0.002485	0.516608
-15.106159	-3.017955	0.635610	0.002553	0.516506
-15.062135	-3.099151	0.640614	0.002544	0.516312
-15.373194	-2.994034	0.645619	0.002599	0.516305
-15.286380	-3.088677	0.650624	0.002582	0.516116
-15.720183	-2.981529	0.655629	0.002660	0.515982
-15.297659	-3.142117	0.660634	0.002582	0.515953
-15.908663	-3.020433	0.665638	0.002692	0.515673
-15.459454	-3.180314	0.670643	0.002609	0.515675
-16.006113	-3.066252	0.675648	0.002707	0.515441
-15.942415	-3.117856	0.680653	0.002694	0.515358
-16.181545	-3.056995	0.685658	0.002736	0.515293
-16.298813	-3.093358	0.690662	0.002756	0.515062
-16.395720	-3.063150	0.695667	0.002773	0.515056
-16.633978	-3.070365	0.700672	0.002815	0.514783
-16.839486	-3.020576	0.705677	0.002851	0.514720
-16.689348	-3.098411	0.710682	0.002822	0.514651
-17.290704	-2.964713	0.715686	0.002930	0.514417
-16.921253	-3.093522	0.720691	0.002862	0.514428
-17.290493	-3.036052	0.725696	0.002928	0.514212
-17.265563	-3.079412	0.730701	0.002922	0.514112
-17.556330	-2.982763	0.735706	0.002973	0.514101
-17.630210	-3.057221	0.740710	0.002986	0.513799
-17.814656	-2.995614	0.745715	0.003018	0.513795
-17.831663	-3.025589	0.750720	0.003020	0.513691
-18.177850	-2.977711	0.755725	0.003081	0.513470
-17.805301	-3.107595	0.760730	0.003013	0.513481
-18.430751	-2.980682	0.765734	0.003125	0.513200
-18.114874	-3.102214	0.770739	0.003066	0.513175
-18.432279	-3.035609	0.775744	0.003123	0.513043
-18.555695	-3.049697	0.780749	0.003144	0.512872
-18.781166	-2.975858	0.785754	0.003183	0.512861
-18.800657	-3.038951	0.790758	0.003186	0.512653
-19.163161	-2.928675	0.795763	0.003250	0.512605
-18.995742	-3.016960	0.800768	0.003219	0.512522
-19.489718	-2.926643	0.805773	0.003307	0.512270
-19.076737	-3.070016	0.810778	0.003231	0.512284
-19.519075	-3.001359	0.815782	0.003310	0.512021
-19.339093	-3.086447	0.820787	0.003276	0.511961
-19.620194	-3.037557	0.825792	0.003326	0.511813
-19.849029	-3.012023	0.830797	0.003366	0.511650
-20.005188	-2.961867	0.835802	0.003393	0.511641
-20.009510	-3.052788	0.840806	0.003393	0.511363
-20.190319	-2.997187	0.845811	0.003424	0.511344
-20.145277	-3.076701	0.850816	0.003415	0.511154
-20.629418	-2.955662	0.855821	0.003502	0.511008
-20.176436	-3.138272	0.860826	0.003419	0.510944
-20.840685	-2.983654	0.865830	0.003537	0.510704
-20.622786	-3.058812	0.870835	0.003497	0.510716
-21.172387	-2.967278	0.875840	0.003595	0.510407
-20.831964	-3.089009	0.880845	0.003532	0.510408
-21.125293	-3.045030	0.885850	0.003584	0.510231
-21.236000	-3.051038	0.890854	0.003603	0.510098
-21.471329	-2.992383	0.895859	0.003645	0.510030
-21.478565	-3.078404	0.900864	0.003645	0.509762
-21.751100	-2.986089	0.905869	0.003693	0.509757
-21.747602	-3.067220	0.910874	0.003691	0.509516
-22.051335	-2.985450	0.915878	0.003745	0.509445
-21.853450	-3.092240	0.920883	0.003708	0.509337
-22.323068	-2.993824	0.925888	0.003792	0.509135
-22.104356	-3.077565	0.930893	0.003751	0.509121
-22.775694	-2.936349	0.935898	0.003871	0.508832
-22.241894	-3.123626	0.940902	0.003774	0.508842
-22.729247	-3.023840	0.945907	0.003861	0.508625
-22.632210	-3.095309	0.950912	0.003842	0.508516
-23.050239	-2.974613	0.955917	0.003916	0.508440
-22.953202	-3.082161	0.960922	0.003898	0.508218
-23.126855	-3.026043	0.965926	0.003928	0.508210
-23.290947	-3.060131	0.970931	0.003956	0.507930
-23.449981	-3.016283	0.975936	0.003984	0.507899
-23.449742	-3.054489	0.980941	0.003983	0.507787
-23.653172	-3.026168	0.985946	0.004019	0.507659
-23.463066	-3.127866	0.990950	0.003983	0.507558
-24.360226	-2.887670	0.995955	0.004144	0.507328
-24.019149	-3.037823	1.000960	0.004081	0.507242

-24.392282	-2.982115	1.010957	0.004146	0.507019
-24.234362	-3.065857	1.020954	0.004116	0.506945
-24.603202	-3.018694	1.030950	0.004180	0.506701
-24.480531	-3.067874	1.040947	0.004156	0.506696
-24.666177	-3.004594	1.050944	0.004187	0.506703
-24.495308	-3.069973	1.060941	0.004154	0.506701
-24.662497	-3.016967	1.070938	0.004182	0.506696
-24.558957	-3.058641	1.080934	0.004161	0.506694
-24.707023	-3.011098	1.090931	0.004185	0.506693
-24.566874	-3.063233	1.100928	0.004158	0.506698
-24.641288	-3.042776	1.110925	0.004169	0.506694
-24.531300	-3.084193	1.120922	0.004147	0.506699
-24.631595	-3.052460	1.130918	0.004163	0.506702
-24.509796	-3.101233	1.140915	0.004138	0.506697
-24.636063	-3.059557	1.150912	0.004159	0.506702
-24.370891	-3.081511	1.160909	0.004109	0.506939
-24.451816	-3.030896	1.170906	0.004121	0.507022
-24.370687	-3.063644	1.180902	0.004104	0.507023
-24.427992	-3.048553	1.190899	0.004112	0.507021
-24.228026	-3.087547	1.200896	0.004074	0.507133
-24.193121	-3.039637	1.210893	0.004065	0.507334
-24.222715	-3.034150	1.220890	0.004068	0.507332
-24.195384	-3.048676	1.230886	0.004061	0.507331
-24.050533	-3.029607	1.240883	0.004033	0.507563
-24.031418	-3.006389	1.250880	0.004027	0.507670
-23.989088	-3.027733	1.260877	0.004017	0.507664
-24.029704	-3.001651	1.270874	0.004022	0.507714
-23.905467	-2.990535	1.280870	0.003997	0.507899
-23.828046	-3.021008	1.290867	0.003981	0.507903
-23.832874	-3.000979	1.300864	0.003980	0.507974
-23.536715	-3.034161	1.310861	0.003924	0.508209
-23.630006	-3.005510	1.320858	0.003938	0.508210
-23.679175	-2.994432	1.330854	0.003945	0.508204
-23.398544	-3.000593	1.340851	0.003892	0.508506
-23.299014	-3.038581	1.350848	0.003872	0.508511
-23.289865	-3.045531	1.360845	0.003868	0.508513
-23.308130	-3.041425	1.370842	0.003869	0.508519
-23.081503	-3.024392	1.380838	0.003826	0.508834
-23.023721	-3.050330	1.390835	0.003813	0.508831
-23.072572	-3.034626	1.400832	0.003820	0.508840
-23.114340	-3.016438	1.410829	0.003825	0.508864
-22.780208	-3.052348	1.420826	0.003762	0.509132
-22.722125	-3.075084	1.430822	0.003749	0.509139
-22.866746	-3.029010	1.440819	0.003773	0.509138
-22.897394	-3.012585	1.450816	0.003777	0.509169
-22.635915	-3.017952	1.460813	0.003727	0.509452
-22.557925	-3.050799	1.470810	0.003711	0.509449
-22.716330	-3.000321	1.480806	0.003737	0.509446
-22.568650	-2.995472	1.490803	0.003708	0.509636
-22.484045	-2.990003	1.500800	0.003691	0.509759
-22.437322	-3.011226	1.510797	0.003680	0.509758
-22.333394	-3.028093	1.520794	0.003659	0.509833
-21.872258	-3.110333	1.530790	0.003573	0.510096
-22.075325	-3.043462	1.540787	0.003608	0.510095
-22.049806	-3.055083	1.550784	0.003601	0.510101
-22.086400	-3.049187	1.560781	0.003605	0.510093
-21.975035	-3.066629	1.570778	0.003583	0.510174
-21.784323	-3.067496	1.580774	0.003546	0.510393
-21.761668	-3.078775	1.590771	0.003540	0.510397
-21.903441	-3.032900	1.600768	0.003563	0.510398
-21.788669	-3.067838	1.610765	0.003540	0.510428
-21.688620	-3.018443	1.620762	0.003520	0.510704
-21.549427	-3.071687	1.630758	0.003492	0.510705
-21.652981	-3.037931	1.640755	0.003509	0.510710
-21.456093	-3.080846	1.650752	0.003471	0.510806
-21.271820	-3.081452	1.660749	0.003435	0.511019
-21.152675	-3.127112	1.670746	0.003411	0.511021
-21.385317	-3.052561	1.680742	0.003451	0.511012
-21.301020	-3.084488	1.690739	0.003434	0.511018
-21.110663	-3.048895	1.700736	0.003397	0.511350
-20.961411	-3.106517	1.710733	0.003368	0.511348
-21.136388	-3.050622	1.720730	0.003397	0.511343
-21.021912	-3.095369	1.730726	0.003374	0.511344
-20.929746	-3.035864	1.740723	0.003355	0.511642
-20.849372	-3.067101	1.750720	0.003339	0.511646
-21.069401	-2.994659	1.760717	0.003376	0.511644
-20.601224	-3.079703	1.770714	0.003289	0.511905
-20.747022	-3.015279	1.780710	0.003313	0.511959
-20.602211	-3.068400	1.790707	0.003285	0.511966
-20.793449	-2.991770	1.800704	0.003317	0.512008
-20.429697	-3.035317	1.810701	0.003249	0.512283
-20.555213	-2.996502	1.820698	0.003270	0.512280
-20.512601	-3.009263	1.830694	0.003260	0.512300
-20.142831	-3.042451	1.840691	0.003190	0.512614
-20.166806	-3.038419	1.850688	0.003193	0.512614
-20.212122	-3.027322	1.860685	0.003198	0.512612
-20.251784	-3.013682	1.870682	0.003203	0.512625
-20.097743	-2.995461	1.880678	0.003173	0.512862
-19.969922	-3.042121	1.890675	0.003148	0.512871
-20.056766	-3.015972	1.900672	0.003161	0.512871
-19.807047	-3.043529	1.910669	0.003114	0.513070
-19.831713	-3.005329	1.920666	0.003116	0.513175
-19.710395	-3.052447	1.930662	0.003092	0.513175
-19.842494	-2.995358	1.940659	0.003114	0.513221
-19.371663	-3.084799	1.950656	0.003026	0.513470
-19.426198	-3.067752	1.960653	0.003034	0.513477
-19.552400	-3.027048	1.970650	0.003054	0.513479
-19.410973	-3.082877	1.980646	0.003027	0.513474
-19.273629	-3.085023	1.990643	0.002999	0.513630
-19.162636	-3.073132	2.000640	0.002977	0.513801
-19.269187	-3.039835	2.010637	0.002994	0.513801
-19.379240	-3.006663	2.020634	0.003012	0.513798
-19.069312	-3.031648	2.030630	0.002953	0.514070
-19.082831	-3.019662	2.040627	0.002954	0.514106
-19.239691	-2.969272	2.050624	0.002980	0.514105
-19.037944	-2.972238	2.060621	0.002941	0.514328
-18.836135	-3.019217	2.070618	0.002902	0.514416
-18.851053	-3.019203	2.080614	0.002903	0.514413
-18.781829	-3.019594	2.090611	0.002888	0.514500
-18.536186	-3.036814	2.100608	0.002841	0.514727
-18.475463	-3.062069	2.110605	0.002828	0.514729
-18.531853	-3.046665	2.120602	0.002836	0.514729
-18.533442	-3.049873	2.130598	0.002834	0.514731
-18.394815	-3.007683	2.140595	0.002807	0.515024
-18.275999	-3.042053	2.150592	0.002783	0.515060
-18.232827	-3.060970	2.160589	0.002773	0.515062
-18.263496	-3.054096	2.170586	0.002776	0.515064
-18.106759	-3.049748	2.180582	0.002746	0.515260
-17.901740	-3.092759	2.190579	0.002706	0.515364
-18.062502	-3.040208	2.200576	0.002733	0.515365
-18.008612	-3.062315	2.210573	0.002721	0.515369
-17.914736	-3.068001	2.220570	0.002702	0.515466
-17.716435	-3.072271	2.230566	0.002664	0.515681
-17.833574	-3.036774	2.240563	0.002683	0.515677
-17.843707	-3.039149	2.250560	0.002682	0.515672
-17.686178	-3.047409	2.260557	0.002651	0.515830
-17.550577	-3.049661	2.270554	0.002625	0.515983
-17.571940	-3.045656	2.280550	0.002626	0.515986
-17.503821	-3.072712	2.290547	0.002612	0.515990
-17.385982	-3.049525	2.300544	0.002588	0.516202
-17.269993	-3.059276	2.310541	0.002565	0.516311
-17.356424	-3.033708	2.320538	0.002578	0.516309
-17.250382	-3.076385	2.330534	0.002557	0.516307
-17.238936	-3.004736	2.340531	0.002552	0.516552
-16.999399	-3.075658	2.350528	0.002507	0.516607
-17.099523	-3.043874	2.360525	0.002523	0.516609
-17.110061	-3.026201	2.370522	0.002522	0.516666
-16.759649	-3.067192	2.380518	0.002457	0.516932
-16.686661	-3.097238	2.390515	0.002441	0.516932
-16.856040	-3.041088	2.400512	0.002470	0.516934
-16.858931	-3.027683	2.410509	0.002468	0.516986
-16.525546	-3.061698	2.420506	0.002405	0.517255
-16.557751	-3.056160	2.430502	0.002409	0.517250
-16.575548	-3.055916	2.440499	0.002410	0.517245
-16.525928	-3.080246	2.450496	0.002399	0.517238
-16.313647	-3.054569	2.460493	0.002358	0.517558
-16.192044	-3.096716	2.470490	0.002334	0.517574
-16.377612	-3.035093	2.480486	0.002365	0.517576
-16.385529	-3.030911	2.490483	0.002364	0.517594
-16.094268	-3.059884	2.500480	0.002309	0.517832
-16.000857	-3.097932	2.510477	0.002290	0.517830
-16.084288	-3.072195	2.520474	0.002303	0.517832
-16.146977	-3.031161	2.530470	0.002312	0.517904
-15.895767	-3.047139	2.540467	0.002264	0.518138
-15.799561	-3.085211	2.550464	0.002245	0.518139
-15.985721	-3.021483	2.560461	0.002276	0.518147
-15.588829	-3.119571	2.570458	0.002202	0.518288
-15.551546	-3.087973	2.580454	0.002193	0.518438
-15.527340	-3.099701	2.590451	0.002186	0.518441
-15.618993	-3.071233	2.600448	0.002201	0.518443
-15.482016	-3.081440	2.610445	0.002174	0.518573
-15.347763	-3.069173	2.620442	0.002147	0.518768
-15.453090	-3.037220	2.630438	0.002164	0.518765
-15.320747	-3.087191	2.640435	0.002138	0.518769
-15.143235	-3.108164	2.650432	0.002103	0.518909
-15.067089	-3.084773	2.660429	0.002087	0.519075
-15.073030	-3.087571	2.670426	0.002086	0.519074
-15.063340	-3.094708	2.680422	0.002082	0.519076
-14.932373	-3.135019	2.690419	0.002056	0.519107
-14.718876	-3.122158	2.700416	0.002015	0.519389
-14.720583	-3.126332	2.710413	0.002014	0.519388
-14.935957	-3.054886	2.720410	0.002050	0.519388
-14.814040	-3.097009	2.730406	0.002026	0.519404
-14.637115	-3.068677	2.740403	0.001992	0.519693
-14.584071	-3.089034	2.750400	0.001980	0.519701
-14.519556	-3.116426	2.760397	0.001966	0.519701
-14.430240	-3.153880	2.770394	0.001947	0.519696
-14.216917	-3.131737	2.780390	0.001907	0.520005
-14.110719	-3.166707	2.790387	0.001885	0.520026
-14.265894	-3.114661	2.800384	0.001911	0.520031
-14.310720	-3.104260	2.810381	0.001917	0.520028
-14.201773	-3.130325	2.820378	0.001895	0.520079
-14.020902	-3.117754	2.830374	0.001860	0.520325
-14.067747	-3.102951	2.840371	0.001866	0.520333
-14.046925	-3.116800	2.850368	0.001860	0.520326
-13.953467	-3.097915	2.860365	0.001841	0.520497
-13.808265	-3.105069	2.870362	0.001812	0.520644
-13.806474	-3.111377	2.880358	0.001810	0.520640
-13.819784	-3.107037	2.890355	0.001810	0.520653
-13.509660	-3.147023	2.900352	0.001752	0.520876
-13.769642	-3.032860	2.910349	0.001796	0.520958
-13.597506	-3.100733	2.920346	0.001763	0.520950
-13.534670	-3.093842	2.930342	0.001749	0.521051
-13.260572	-3.122392	2.940339	0.001698	0.521271
-13.229852	-3.136626	2.950336	0.001690	0.521274
-13.269698	-3.124786	2.960333	0.001695	0.521281
-13.315153	-3.107131	2.970330	0.001701	0.521299
-13.003572	-3.141322	2.980326	0.001642	0.521542
-12.991620	-3.138397	2.990323	0.001638	0.521577
-12.956321	-3.154554	3.000320	0.001629	0.521579
-13.007023	-3.140603	3.010317	0.001636	0.521580
-12.870332	-3.148355	3.020314	0.001609	0.521716
-12.868543	-3.093304	3.030310	0.001606	0.521898
-12.813903	-3.117372	3.040307	0.001594	0.521897
-12.830581	-3.117382	3.050304	0.001595	0.521893
-12.621927	-3.117139	3.060301	0.001555	0.522129
-12.608404	-3.099909	3.070298	0.001550	0.522209
-12.681263	-3.077221	3.080294	0.001561	0.522214
-12.456501	-3.124626	3.090291	0.001518	0.522323
-12.309703	-3.108284	3.100288	0.001489	0.522542
-12.272646	-3.126932	3.110285	0.001481	0.522539
-12.397119	-3.086162	3.120282	0.001501	0.522543
-12.281368	-3.104683	3.130278	0.001478	0.522624
-12.093762	-3.117307	3.140275	0.001441	0.522799
-12.052422	-3.134492	3.150272	0.001432	0.522804
-12.093575	-3.125106	3.160269	0.001437	0.522802
-12.095280	-3.076687	3.170266	0.001435	0.522960
-11.760188	-3.147728	3.180262	0.001372	0.523115
-11.744588	-3.156463	3.190259	0.001367	0.523119
-11.798562	-3.141539	3.200256	0.001374	0.523120
-11.724909	-3.146763	3.210253	0.001359	0.523196
-11.555090	-3.138771	3.220250	0.001326	0.523414
-11.659846	-3.106563	3.230246	0.001343	0.523413
-11.654011	-3.112647	3.240243	0.001339	0.523414
-11.409096	-3.140324	3.250240	0.001293	0.523605
-11.478837	-3.075441	3.260237	0.001303	0.523740
-11.400287	-3.106948	3.270234	0.001287	0.523741
-11.372807	-3.120321	3.280230	0.001279	0.523744
-11.016895	-3.152476	3.290227	0.001213	0.524038
-11.160157	-3.107740	3.300224	0.001236	0.524034
-11.009280	-3.165986	3.310221	0.001207	0.524032
-11.267341	-3.076335	3.320218	0.001251	0.524042
-10.788419	-3.143994	3.330214	0.001162	0.524360
-10.796288	-3.146610	3.340211	0.001162	0.524357
-10.782140	-3.158110	3.350208	0.001157	0.524350
-10.875753	-3.128132	3.360205	0.001171	0.524355
-10.596619	-3.175982	3.370202	0.001119	0.524520
-10.564688	-3.142975	3.380198	0.001111	0.524667
-10.552802	-3.150631	3.390195	0.001106	0.524670
-10.721616	-3.096428	3.400192	0.001135	0.524667
-10.446353	-3.145918	3.410189	0.001083	0.524823
-10.326525	-3.135010	3.420186	0.001059	0.524997
-10.385834	-3.117778	3.430182	0.001067	0.524999
-10.288063	-3.158222	3.440179	0.001047	0.524994
-10.238952	-3.126342	3.450176	0.001036	0.525156
-10.035411	-3.150682	3.460173	0.000997	0.525311
-10.163826	-3.111895	3.470170	0.001018	0.525305
-10.132852	-3.125574	3.480166	0.001010	0.525310
-9.998806	-3.098418	3.490163	0.000984	0.525547
-9.851086	-3.130733	3.500160	0.000955	0.525620
-9.953959	-3.100349	3.510157	0.000971	0.525616
-9.943724	-3.081561	3.520154	0.000967	0.525696
-9.690314	-3.099363	3.530150	0.000919	0.525924
-9.527097	-3.159615	3.540147	0.000887	0.525929
-9.527229	-3.165349	3.550144	0.000885	0.525925
-9.535993	-3.163609	3.560141	0.000884	0.525934
-9.335711	-3.131891	3.570138	0.000846	0.526255
-9.130742	-3.211196	3.580134	0.000806	0.526247
-9.241831	-3.175461	3.590131	0.000824	0.526250
-9.245459	-3.175345	3.600128	0.000822	0.526260
-9.300641	-3.161218	3.610125	0.000830	0.526257
-9.083507	-3.145824	3.620122	0.000789	0.526546
-9.023809	-3.168576	3.630118	0.000776	0.526554
-9.090446	-3.150388	3.640115	0.000785	0.526552
-9.027970	-3.155892	3.650112	0.000772	0.526614
-8.736179	-3.176814	3.660109	0.000717	0.526873
-8.777778	-3.168829	3.670106	0.000722	0.526867
-8.799847	-3.164219	3.680102	0.000724	0.526870
-8.958570	-3.087419	3.690099	0.000750	0.526946
-8.613083	-3.138216	3.700096	0.000686	0.527172
-8.607103	-3.143617	3.710093	0.000682	0.527175
-8.566283	-3.162283	3.720090	0.000673	0.527176
-8.422437	-3.166731	3.730086	0.000644	0.527328
-8.288479	-3.159438	3.740083	0.000618	0.527504
-8.414173	-3.117004	3.750080	0.000638	0.527512
-8.339921	-3.146143	3.760077	0.000623	0.527516
-8.151616	-3.171229	3.770074	0.000586	0.527653
-7.748638	-3.287131	3.780070	0.000511	0.527744
-8.114849	-3.161648	3.790067	0.000575	0.527747
-8.029258	-3.194402	3.800064	0.000557	0.527752
-8.197897	-3.131867	3.810061	0.000586	0.527775
-7.868922	-3.156659	3.820058	0.000524	0.528061
-7.991881	-3.115460	3.830054	0.000544	0.528068
-7.715076	-3.217572	3.840051	0.000492	0.528067
-7.834324	-3.131861	3.850048	0.000511	0.528211
-7.633128	-3.154999	3.860045	0.000472	0.528367
-7.736978	-3.122504	3.870042	0.000489	0.528368
-7.503260	-3.192126	3.880038	0.000444	0.528419
-7.305179	-3.172217	3.890035	0.000406	0.528701
-7.180279	-3.221180	3.900032	0.000381	0.528699
-7.388602	-3.155319	3.910029	0.000417	0.528690
-7.306475	-3.186025	3.920026	0.000400	0.528698
-7.248821	-3.159215	3.930022	0.000387	0.528852
-7.035357	-3.190311	3.940019	0.000346	0.528997
-7.123553	-3.163317	3.950016	0.000360	0.528998
-6.975105	-3.219687	3.960013	0.000331	0.528999
-6.995639	-3.169345	3.970010	0.000332	0.529141
-6.755733	-3.199822	3.980006	0.000286	0.529315
-6.791582	-3.190876	3.990003	0.000291	0.529317
-6.722768	-3.223315	4.000000	0.000276	0.529306
-6.918718	-3.132657	4.009997	0.000309	0.529384
-6.399633	-3.242467	4.019994	0.000213	0.529615
-6.460547	-3.223433	4.029990	0.000222	0.529621
-6.471654	-3.226123	4.039987	0.000222	0.529615
-6.434165	-3.243679	4.049984	0.000212	0.529615
-6.481922	-3.171117	4.059981	0.000219	0.529794
-6.420378	-3.147467	4.069978	0.000205	0.529943
-6.234765	-3.216416	4.079974	0.000170	0.529945
-6.192469	-3.234172	4.089971	0.000160	0.529950
-5.951246	-3.255058	4.099968	0.000114	0.530154
-6.018610	-3.201541	4.109965	0.000124	0.530256
-5.989785	-3.214589	4.119962	0.000116	0.530260
