Energy[keV],Count,
1.590,15262,
1.600,15456,
1.610,15254,
1.620,14608,
1.630,13740,
1.640,12725,
1.650,12002,
1.660,11653,
1.670,11412,
1.680,11707,
1.690,12242,
1.700,13136,
1.710,14743,
1.720,16486,
1.730,18192,
1.740,19516,
1.750,21147,
1.760,21939,
1.770,22387,
1.780,22006,
1.790,21429,
1.800,20742,
1.810,19861,
1.820,18974,
1.830,17629,
1.840,16560,
1.850,15259,
1.860,14466,
1.870,13578,
1.880,12983,
1.890,12602,
1.900,12244,
1.910,12697,
1.920,13312,
1.930,14232,
1.940,15739,
1.950,18399,
1.960,22670,
1.970,29128,
1.980,37622,
1.990,48871,
2.000,62080,
2.010,76995,
2.020,92012,
2.030,105803,
2.040,115549,
2.050,122066,
2.060,121937,
2.070,119645,
2.080,115280,
2.090,109218,
2.100,105042,
2.110,100552,
2.120,94786,
2.130,88980,
2.140,81385,
2.150,72498,
2.160,63580,
2.170,55003,
2.180,47727,
2.190,45802,
2.200,48709,
2.210,59670,
2.220,78720,
2.230,107547,
2.240,147420,
2.250,193999,
2.260,243421,
2.270,292313,
2.280,331444,
2.290,352339,
2.300,355057,
2.310,340873,
2.320,311505,
2.330,275771,
2.340,240786,
2.350,212867,
2.360,194197,
2.370,182945,
2.380,177424,
2.390,174363,
2.400,167241,
2.410,156459,
2.420,141637,
2.430,125027,
2.440,107594,
2.450,91302,
2.460,76470,
2.470,64989,
2.480,54915,
2.490,47445,
2.500,40513,
2.510,35356,
2.520,30556,
2.530,26187,
2.540,22438,
2.550,19199,
2.560,16765,
2.570,14711,
2.580,13373,
2.590,12150,
2.600,11500,
2.610,10826,
2.620,10456,
2.630,9954,
2.640,9548,
2.650,9125,
2.660,8499,
2.670,8046,
2.680,7696,
2.690,7303,
2.700,6720,
2.710,6388,
2.720,6400,
2.730,6037,
2.740,5886,
2.750,5784,
2.760,6047,
2.770,6093,
2.780,6219,
2.790,6466,
2.800,6775,
2.810,6954,
2.820,7127,
2.830,7141,
2.840,7064,
2.850,6965,
2.860,6847,
2.870,6379,
2.880,6310,
2.890,6278,
2.900,6153,
2.910,6218,
2.920,6378,
2.930,6224,
2.940,6465,
2.950,6563,
2.960,6710,
2.970,6562,
2.980,6427,
2.990,6202,
3.000,5967,
3.010,5560,
3.020,5410,
3.030,5054,
3.040,5069,
3.050,4964,
3.060,4871,
3.070,4744,
3.080,4618,
3.090,4636,
3.100,4477,
3.110,4567,
3.120,4630,
3.130,4557,
3.140,4510,
3.150,4743,
3.160,4709,
3.170,4637,
3.180,4830,
3.190,4779,
3.200,4888,
3.210,4880,
3.220,4724,
3.230,4932,
3.240,4716,
3.250,4743,
3.260,4839,
3.270,4701,
3.280,4804,
3.290,4748,
3.300,4774,
3.310,4716,
3.320,4915,
3.330,4771,
3.340,4761,
3.350,4656,
3.360,4722,
3.370,4688,
3.380,4567,
3.390,4608,
3.400,4431,
3.410,4490,
3.420,4409,
3.430,4454,
3.440,4449,
3.450,4436,
3.460,4485,
3.470,4438,
3.480,4510,
3.490,4554,
3.500,4382,
3.510,4421,
3.520,4491,
3.530,4538,
3.540,4523,
3.550,4424,
3.560,4471,
3.570,4514,
3.580,4520,
3.590,4635,
3.600,4481,
3.610,4693,
3.620,4554,
3.630,4594,
3.640,4749,
3.650,4699,
3.660,4716,
3.670,4845,
3.680,4727,
3.690,4836,
3.700,4752,
3.710,4622,
3.720,4736,
3.730,4802,
3.740,4548,
3.750,4714,
3.760,4723,
3.770,4757,
3.780,4665,
3.790,4489,
3.800,4602,
3.810,4624,
3.820,4713,
3.830,4611,
3.840,4698,
3.850,4618,
3.860,4548,
3.870,4724,
3.880,4722,
3.890,4797,
3.900,4766,
3.910,4592,
3.920,4570,
3.930,4661,
3.940,4782,
3.950,4702,
3.960,4699,
3.970,4606,
3.980,4728,
3.990,4674,
4.000,4769,
4.010,4594,
4.020,4736,
4.030,4668,
4.040,4724,
4.050,4870,
4.060,4823,
4.070,4899,
4.080,4854,
4.090,4808,
4.100,4909,
4.110,4964,
4.120,5023,
4.130,4885,
4.140,4878,
4.150,4827,
4.160,4942,
4.170,4860,
4.180,4995,
4.190,4762,
4.200,5009,
4.210,4906,
4.220,4885,
4.230,4783,
4.240,4895,
4.250,4943,
4.260,4931,
4.270,4890,
4.280,4792,
4.290,4697,
4.300,4966,
4.310,4862,
4.320,4865,
4.330,4958,
4.340,4919,
4.350,4831,
4.360,4918,
4.370,4954,
4.380,4895,
4.390,4925,
4.400,4959,
4.410,4785,
4.420,4866,
4.430,4990,
4.440,4880,
4.450,5071,
4.460,5045,
4.470,4890,
4.480,5059,
4.490,5007,
4.500,5214,
4.510,5013,
4.520,5245,
4.530,5374,
4.540,5431,
4.550,5604,
4.560,5730,
4.570,6026,
4.580,5769,
4.590,6057,
4.600,6088,
4.610,6099,
4.620,5996,
4.630,5988,
4.640,5850,
4.650,6063,
4.660,6028,
4.670,5919,
4.680,6130,
4.690,5808,
4.700,5850,
4.710,5753,
4.720,5803,
4.730,5668,
4.740,5684,
4.750,5574,
4.760,5409,
4.770,5379,
4.780,5324,
4.790,5371,
4.800,5219,
4.810,5151,
4.820,5257,
4.830,5031,
4.840,5206,
4.850,5130,
4.860,5076,
4.870,4983,
4.880,4850,
4.890,4910,
4.900,4854,
4.910,4907,
4.920,4905,
4.930,5002,
4.940,4908,
4.950,4860,
4.960,4921,
4.970,4793,
4.980,4705,
4.990,4696,
5.000,4720,
5.010,4722,
5.020,4804,
5.030,4754,
5.040,4703,
5.050,4571,
5.060,4596,
5.070,4606,
5.080,4623,
5.090,4658,
5.100,4606,
5.110,4664,
5.120,4618,
5.130,4614,
5.140,4730,
5.150,4595,
5.160,4688,
5.170,4627,
5.180,4656,
5.190,4688,
5.200,4678,
5.210,4779,
5.220,4569,
5.230,4608,
5.240,4773,
5.250,4793,
5.260,4789,
5.270,4775,
5.280,5109,
5.290,5209,
5.300,5643,
5.310,5832,
5.320,6377,
5.330,6996,
5.340,7729,
5.350,8682,
5.360,9681,
5.370,10549,
5.380,11478,
5.390,12122,
5.400,12749,
5.410,13312,
5.420,13161,
5.430,12856,
5.440,12510,
5.450,11654,
5.460,10671,
5.470,9676,
5.480,8652,
5.490,7827,
5.500,7055,
5.510,6396,
5.520,5836,
5.530,5452,
5.540,4929,
5.550,4968,
5.560,4765,
5.570,4655,
5.580,4515,
5.590,4591,
5.600,4495,
5.610,4624,
5.620,4401,
5.630,4476,
5.640,4535,
5.650,4517,
5.660,4624,
5.670,4581,
5.680,4624,
5.690,4439,
5.700,4423,
5.710,4602,
5.720,4490,
5.730,4417,
5.740,4502,
5.750,4387,
5.760,4514,
5.770,4521,
5.780,4466,
5.790,4422,
5.800,4405,
5.810,4499,
5.820,4512,
5.830,4688,
5.840,4604,
5.850,4577,
5.860,4814,
5.870,4866,
5.880,5059,
5.890,4962,
5.900,5206,
5.910,5250,
5.920,5286,
5.930,5371,
5.940,5603,
5.950,5546,
5.960,5389,
5.970,5401,
5.980,5376,
5.990,5291,
6.000,5054,
6.010,4991,
6.020,4893,
6.030,4724,
6.040,4599,
6.050,4634,
6.060,4437,
6.070,4506,
6.080,4472,
6.090,4330,
6.100,4487,
6.110,4352,
6.120,4336,
6.130,4413,
6.140,4411,
6.150,4318,
6.160,4199,
6.170,4356,
6.180,4444,
6.190,4392,
6.200,4420,
6.210,4437,
6.220,4515,
6.230,4381,
6.240,4565,
6.250,4659,
6.260,4771,
6.270,4878,
6.280,5048,
6.290,5106,
6.300,5229,
6.310,5682,
6.320,5787,
6.330,6078,
6.340,6287,
6.350,6689,
6.360,6903,
6.370,7204,
6.380,7466,
6.390,7487,
6.400,7589,
6.410,7514,
6.420,7506,
6.430,7254,
6.440,7081,
6.450,6579,
6.460,6342,
6.470,6079,
6.480,5629,
6.490,5366,
6.500,5067,
6.510,4919,
6.520,4703,
6.530,4403,
6.540,4389,
6.550,4396,
6.560,4395,
6.570,4227,
6.580,4243,
6.590,4208,
6.600,4190,
6.610,4333,
6.620,4184,
6.630,4264,
6.640,4178,
6.650,4286,
6.660,4265,
6.670,4186,
6.680,4220,
6.690,4123,
6.700,4219,
6.710,4256,
6.720,4240,
6.730,4116,
6.740,4327,
6.750,4211,
6.760,4340,
6.770,4322,
6.780,4397,
6.790,4431,
6.800,4484,
6.810,4690,
6.820,4933,
6.830,5096,
6.840,5322,
6.850,5621,
6.860,6120,
6.870,6373,
6.880,6814,
6.890,7167,
6.900,7454,
6.910,7788,
6.920,7959,
6.930,7905,
6.940,7847,
6.950,7850,
6.960,7641,
6.970,7280,
6.980,7104,
6.990,6751,
7.000,6295,
7.010,6070,
7.020,5770,
7.030,5599,
7.040,5261,
7.050,5287,
7.060,5066,
7.070,4936,
7.080,4881,
7.090,4731,
7.100,4699,
7.110,4540,
7.120,4555,
7.130,4486,
7.140,4455,
7.150,4327,
7.160,4209,
7.170,4367,
7.180,4202,
7.190,4148,
7.200,4232,
7.210,4127,
7.220,4149,
7.230,4179,
7.240,4161,
7.250,4131,
7.260,4149,
7.270,4123,
7.280,4139,
7.290,4176,
7.300,4150,
7.310,4201,
7.320,4229,
7.330,4063,
7.340,4339,
7.350,4260,
7.360,4273,
7.370,4213,
7.380,4442,
7.390,4377,
7.400,4380,
7.410,4322,
7.420,4336,
7.430,4455,
7.440,4326,
7.450,4276,
7.460,4282,
7.470,4227,
7.480,4264,
7.490,4278,
7.500,4222,
7.510,4261,
7.520,4185,
7.530,4250,
7.540,4334,
7.550,4428,
7.560,4278,
7.570,4318,
7.580,4363,
7.590,4325,
7.600,4486,
7.610,4583,
7.620,4430,
7.630,4684,
7.640,4491,
7.650,4579,
7.660,4601,
7.670,4689,
7.680,4722,
7.690,4573,
7.700,4670,
7.710,4630,
7.720,4668,
7.730,4695,
7.740,4631,
7.750,4747,
7.760,4707,
7.770,4728,
7.780,4652,
7.790,4813,
7.800,4750,
7.810,4992,
7.820,5116,
7.830,5385,
7.840,5986,
7.850,6676,
7.860,7670,
7.870,9170,
7.880,11421,
7.890,14240,
7.900,18572,
7.910,23755,
7.920,31083,
7.930,40032,
7.940,51114,
7.950,63874,
7.960,78250,
7.970,94360,
7.980,112018,
7.990,129336,
8.000,145741,
8.010,160150,
8.020,173665,
8.030,182680,
8.040,187333,
8.050,187982,
8.060,184352,
8.070,176094,
8.080,164831,
8.090,150497,
8.100,133578,
8.110,116480,
8.120,99581,
8.130,83272,
8.140,68462,
8.150,55375,
8.160,43705,
8.170,34374,
8.180,27050,
8.190,21221,
8.200,16971,
8.210,13875,
8.220,11735,
8.230,10309,
8.240,9282,
8.250,8786,
8.260,8377,
8.270,8099,
8.280,8282,
8.290,8316,
8.300,8286,
8.310,8379,
8.320,8623,
8.330,8764,
8.340,8942,
8.350,8978,
8.360,9109,
8.370,9107,
8.380,9061,
8.390,8990,
8.400,8926,
8.410,8766,
8.420,8416,
8.430,8221,
8.440,7915,
8.450,7599,
8.460,7139,
8.470,6634,
8.480,6364,
8.490,5941,
8.500,5475,
8.510,5370,
8.520,5106,
8.530,4876,
8.540,4784,
8.550,4668,
8.560,4683,
8.570,4341,
8.580,4555,
8.590,4389,
8.600,4405,
8.610,4397,
8.620,4428,
8.630,4399,
8.640,4363,
8.650,4331,
8.660,4437,
8.670,4547,
8.680,4625,
8.690,4586,
8.700,4659,
8.710,4880,
8.720,4906,
8.730,5292,
8.740,5778,
8.750,6024,
8.760,6647,
8.770,7533,
8.780,8658,
8.790,10123,
8.800,11657,
8.810,13463,
8.820,15465,
8.830,17620,
8.840,20394,
8.850,22915,
8.860,25153,
8.870,27312,
8.880,29106,
8.890,30772,
8.900,31240,
8.910,31744,
8.920,30853,
8.930,30219,
8.940,28863,
8.950,26742,
8.960,24628,
8.970,21899,
8.980,19237,
8.990,16913,
9.000,14377,
9.010,12396,
9.020,10516,
9.030,8971,
9.040,7688,
9.050,6620,
9.060,5705,
9.070,5257,
9.080,4574,
9.090,4624,
9.100,4463,
9.110,4453,
9.120,4818,
9.130,4914,
9.140,5378,
9.150,5918,
9.160,6334,
9.170,6875,
9.180,7653,
9.190,8347,
9.200,9201,
9.210,10032,
9.220,10479,
9.230,10881,
9.240,11771,
9.250,11999,
9.260,12652,
9.270,13096,
9.280,13475,
9.290,14437,
9.300,15258,
9.310,16246,
9.320,17678,
9.330,19377,
9.340,21183,
9.350,23850,
9.360,26420,
9.370,29146,
9.380,32202,
9.390,35045,
9.400,37732,
9.410,40378,
9.420,42132,
9.430,43760,
9.440,44463,
9.450,43797,
9.460,42814,
9.470,41337,
9.480,39240,
9.490,36376,
9.500,33032,
9.510,29885,
9.520,26336,
9.530,23245,
9.540,20271,
9.550,17344,
9.560,14976,
9.570,12790,
9.580,11000,
9.590,10327,
9.600,8939,
9.610,8466,
9.620,8041,
9.630,7889,
9.640,7855,
9.650,7935,
9.660,8045,
9.670,8126,
9.680,8120,
9.690,8357,
9.700,8353,
9.710,8312,
9.720,8094,
9.730,7678,
9.740,7554,
9.750,7308,
9.760,6804,
9.770,6296,
9.780,6181,
9.790,5608,
9.800,5348,
9.810,4825,
9.820,4621,
9.830,4540,
9.840,4344,
9.850,4120,
9.860,3850,
9.870,3899,
9.880,3721,
9.890,3785,
9.900,3952,
9.910,3855,
9.920,3868,
9.930,3955,
9.940,4089,
9.950,3963,
9.960,4115,
9.970,3927,
9.980,4051,
9.990,3942,
10.000,4096,
10.010,3868,
10.020,3943,
10.030,3770,
10.040,3768,
10.050,3549,
10.060,3562,
10.070,3403,
10.080,3504,
10.090,3298,
10.100,3276,
10.110,3327,
10.120,3406,
10.130,3396,
10.140,3260,
10.150,3379,
10.160,3400,
10.170,3480,
10.180,3443,
10.190,3587,
10.200,3680,
10.210,3792,
10.220,3733,
10.230,3742,
10.240,3948,
10.250,4040,
10.260,4026,
10.270,4129,
10.280,4190,
10.290,4322,
10.300,4301,
10.310,4226,
10.320,4218,
10.330,4110,
10.340,4039,
10.350,3929,
10.360,3979,
10.370,3720,
10.380,3808,
10.390,3508,
10.400,3502,
10.410,3533,
10.420,3369,
10.430,3356,
10.440,3322,
10.450,3231,
10.460,3125,
10.470,3176,
10.480,3041,
10.490,3020,
10.500,3020,
10.510,2933,
10.520,2814,
10.530,2755,
10.540,2801,
10.550,2746,
10.560,2695,
10.570,2675,
10.580,2661,
10.590,2654,
10.600,2513,
10.610,2588,
10.620,2481,
10.630,2580,
10.640,2632,
10.650,2643,
10.660,2631,
10.670,2595,
10.680,2646,
10.690,2732,
10.700,2738,
10.710,2823,
10.720,2968,
10.730,3062,
10.740,3186,
10.750,3238,
10.760,3417,
10.770,3502,
10.780,3758,
10.790,3867,
10.800,4139,
10.810,4406,
10.820,4428,
10.830,4575,
10.840,4837,
10.850,4760,
10.860,5034,
10.870,5173,
10.880,5033,
10.890,5257,
10.900,5231,
10.910,5508,
10.920,5844,
10.930,6215,
10.940,6600,
10.950,7194,
10.960,8036,
10.970,8886,
10.980,9821,
10.990,11280,
11.000,12296,
11.010,13424,
11.020,14645,
11.030,15891,
11.040,16947,
11.050,17951,
11.060,18402,
11.070,18938,
11.080,19320,
11.090,18824,
11.100,18922,
11.110,18276,
11.120,17878,
11.130,17130,
11.140,16420,
11.150,15801,
11.160,15030,
11.170,14885,
11.180,14082,
11.190,14014,
11.200,13915,
11.210,13686,
11.220,13479,
11.230,13384,
11.240,13207,
11.250,13008,
11.260,12626,
11.270,12375,
11.280,11856,
11.290,11294,
11.300,10759,
11.310,10086,
11.320,9394,
11.330,8684,
11.340,8018,
11.350,7471,
11.360,7004,
11.370,6360,
11.380,5945,
11.390,5765,
11.400,5449,
11.410,5187,
11.420,5031,
11.430,4842,
11.440,4695,
11.450,4735,
11.460,4635,
11.470,4525,
11.480,4475,
11.490,4518,
11.500,4511,
11.510,4591,
11.520,4468,
11.530,4341,
11.540,4373,
11.550,4245,
11.560,4284,
11.570,4299,
11.580,4098,
11.590,3921,
11.600,3940,
11.610,3908,
11.620,3880,
11.630,3638,
11.640,3550,
11.650,3441,
11.660,3326,
11.670,3142,
11.680,3143,
11.690,2941,
11.700,2905,
11.710,2784,
11.720,2648,
11.730,2620,
11.740,2643,
11.750,2475,
11.760,2527,
11.770,2367,
11.780,2342,
11.790,2304,
11.800,2379,
11.810,2315,
11.820,2225,
11.830,2215,
11.840,2106,
11.850,2175,
11.860,2111,
11.870,2116,
11.880,2099,
11.890,2095,
11.900,2139,
11.910,2031,
11.920,2146,
11.930,2021,
11.940,2118,
11.950,2054,
11.960,2001,
11.970,2099,
11.980,2124,
11.990,2050,
12.000,2084,
12.010,1910,
12.020,2004,
12.030,2015,
12.040,2027,
12.050,1968,
12.060,1993,
12.070,1930,
12.080,1974,
12.090,1976,
12.100,1946,
12.110,1986,
12.120,1945,
12.130,1899,
12.140,1978,
12.150,1857,
12.160,1890,
12.170,1883,
12.180,1842,
12.190,1909,
12.200,1967,
12.210,1902,
12.220,1845,
12.230,1863,
12.240,1828,
12.250,1941,
12.260,1849,
12.270,1803,
12.280,1875,
12.290,1833,
12.300,1857,
12.310,1834,
12.320,1899,
12.330,1842,
12.340,1866,
12.350,1886,
12.360,1834,
12.370,1840,
12.380,1819,
12.390,1859,
12.400,1837,
12.410,1810,
12.420,1898,
12.430,1798,
12.440,1780,
12.450,1832,
12.460,1917,
12.470,1880,
12.480,1862,
12.490,1866,
12.500,1924,
12.510,1898,
12.520,1949,
12.530,1980,
12.540,1884,
12.550,1883,
12.560,1913,
12.570,1922,
12.580,1977,
12.590,1908,
12.600,1975,
12.610,1875,
12.620,1901,
12.630,1870,
12.640,1884,
12.650,1835,
12.660,1851,
12.670,1875,
12.680,1800,
12.690,1831,
12.700,1804,
12.710,1886,
12.720,1831,
12.730,1862,
12.740,1880,
12.750,1890,
12.760,1912,
12.770,1980,
12.780,2179,
12.790,2184,
12.800,2205,
12.810,2362,
12.820,2508,
12.830,2661,
12.840,2778,
12.850,2897,
12.860,3230,
12.870,3329,
12.880,3565,
12.890,3651,
12.900,3968,
12.910,4043,
12.920,4193,
12.930,4309,
12.940,4236,
12.950,4450,
12.960,4333,
12.970,4159,
12.980,4106,
12.990,3928,
13.000,3818,
13.010,3713,
13.020,3540,
13.030,3254,
13.040,3077,
13.050,2887,
13.060,2673,
13.070,2568,
13.080,2454,
13.090,2335,
13.100,2246,
13.110,2155,
13.120,2065,
13.130,2043,
13.140,2010,
13.150,2066,
13.160,2093,
13.170,2002,
13.180,2117,
13.190,2092,
13.200,2166,
13.210,2283,
13.220,2310,
13.230,2412,
13.240,2332,
13.250,2521,
13.260,2553,
13.270,2630,
13.280,2633,
13.290,2603,
13.300,2551,
13.310,2606,
13.320,2616,
13.330,2661,
13.340,2591,
13.350,2607,
13.360,2723,
13.370,2571,
13.380,2446,
13.390,2441,
13.400,2437,
13.410,2404,
13.420,2217,
13.430,2242,
13.440,2142,
13.450,2022,
13.460,1941,
13.470,1975,
13.480,1919,
13.490,1846,
13.500,1741,
13.510,1818,
13.520,1714,
13.530,1723,
13.540,1677,
13.550,1677,
13.560,1601,
13.570,1624,
13.580,1617,
13.590,1553,
13.600,1560,
13.610,1618,
13.620,1588,
13.630,1589,
13.640,1532,
13.650,1609,
13.660,1591,
13.670,1584,
13.680,1660,
13.690,1581,
13.700,1542,
13.710,1663,
13.720,1540,
13.730,1635,
13.740,1555,
13.750,1642,
13.760,1659,
13.770,1633,
13.780,1649,
13.790,1634,
13.800,1673,
13.810,1638,
13.820,1614,
13.830,1634,
13.840,1627,
13.850,1620,
13.860,1565,
13.870,1580,
13.880,1576,
13.890,1551,
13.900,1532,
13.910,1559,
13.920,1467,
13.930,1477,
13.940,1529,
13.950,1454,
13.960,1608,
13.970,1447,
13.980,1422,
13.990,1401,
14.000,1352,
14.010,1431,
14.020,1440,
14.030,1454,
14.040,1377,
14.050,1436,
14.060,1378,
14.070,1351,
14.080,1333,
14.090,1419,
14.100,1393,
14.110,1411,
14.120,1303,
14.130,1302,
14.140,1412,
14.150,1403,
14.160,1369,
14.170,1344,
14.180,1452,
14.190,1344,
14.200,1410,
14.210,1390,
14.220,1375,
14.230,1365,
14.240,1350,
14.250,1392,
14.260,1336,
14.270,1336,
14.280,1344,
14.290,1358,
14.300,1352,
14.310,1346,
14.320,1314,
14.330,1320,
14.340,1320,
14.350,1331,
14.360,1355,
14.370,1368,
14.380,1317,
14.390,1262,
14.400,1285,
14.410,1318,
14.420,1318,
14.430,1361,
14.440,1283,
14.450,1283,
14.460,1279,
14.470,1344,
14.480,1303,
14.490,1336,
14.500,1300,
14.510,1301,
14.520,1302,
14.530,1299,
14.540,1297,
14.550,1307,
14.560,1362,
14.570,1276,
14.580,1226,
14.590,1320,
14.600,1232,
14.610,1305,
14.620,1278,
14.630,1230,
14.640,1217,
14.650,1293,
14.660,1209,
14.670,1275,
14.680,1215,
14.690,1182,
14.700,1245,
14.710,1221,
14.720,1253,
14.730,1237,
14.740,1289,
14.750,1259,
14.760,1237,
14.770,1236,
14.780,1226,
14.790,1266,
14.800,1247,
14.810,1202,
14.820,1195,
14.830,1305,
14.840,1225,
14.850,1243,
14.860,1162,
14.870,1211,
14.880,1328,
14.890,1270,
14.900,1200,
14.910,1225,
14.920,1209,
14.930,1206,
14.940,1180,
14.950,1239,
14.960,1168,
14.970,1185,
14.980,1207,
14.990,1187,
15.000,1239,
15.010,1235,
15.020,1229,
15.030,1227,
15.040,1220,
15.050,1197,
15.060,1182,
15.070,1264,
15.080,1158,
15.090,1228,
15.100,1229,
15.110,1200,
15.120,1200,
15.130,1216,
15.140,1217,
15.150,1127,
15.160,1185,
15.170,1157,
15.180,1180,
15.190,1147,
15.200,1161,
15.210,1203,
15.220,1135,
15.230,1165,
15.240,1160,
15.250,1160,
15.260,1169,
15.270,1175,
15.280,1102,
15.290,1139,
15.300,1200,
15.310,1207,
15.320,1152,
15.330,1115,
15.340,1146,
15.350,1176,
15.360,1149,
15.370,1154,
15.380,1135,
15.390,1132,
15.400,1121,
15.410,1125,
15.420,1076,
15.430,1090,
15.440,1156,
15.450,1157,
15.460,1141,
15.470,1128,
15.480,1087,
15.490,1135,
15.500,1164,
15.510,1151,
15.520,1145,
15.530,1162,
15.540,1121,
15.550,1126,
15.560,1114,
15.570,1094,
15.580,1093,
15.590,1074,
15.600,1112,
15.610,1119,
15.620,1103,
15.630,1066,
15.640,1122,
15.650,1128,
15.660,1107,
15.670,1106,
15.680,1134,
15.690,1104,
15.700,1141,
15.710,1075,
15.720,1149,
15.730,1039,
15.740,1089,
15.750,1068,
15.760,1154,
15.770,1153,
15.780,1080,
15.790,1104,
15.800,1016,
15.810,1081,
15.820,1103,
15.830,1145,
15.840,1116,
15.850,1077,
15.860,1137,
15.870,1065,
15.880,1071,
15.890,1063,
15.900,1075,
15.910,1103,
15.920,1116,
15.930,1082,
15.940,1119,
15.950,1084,
15.960,1088,
15.970,1118,
15.980,1138,
15.990,1094,
16.000,1092,
16.010,1159,
16.020,1143,
16.030,1132,
16.040,1184,
16.050,1206,
16.060,1250,
16.070,1233,
16.080,1200,
16.090,1178,
16.100,1202,
16.110,1174,
16.120,1176,
16.130,1162,
16.140,1179,
16.150,1240,
16.160,1123,
16.170,1153,
16.180,1122,
16.190,1150,
16.200,1142,
16.210,1063,
16.220,1161,
16.230,1040,
16.240,1059,
16.250,1026,
16.260,1006,
16.270,1088,
16.280,1054,
16.290,1090,
16.300,1048,
16.310,1000,
16.320,967,
16.330,1027,
16.340,1016,
16.350,1006,
16.360,1065,
16.370,1018,
16.380,992,
16.390,991,
16.400,988,
16.410,1007,
16.420,1023,
16.430,1015,
16.440,1084,
16.450,990,
16.460,985,
16.470,995,
16.480,1001,
16.490,1018,
16.500,1049,
16.510,980,
16.520,1001,
16.530,1029,
16.540,990,
16.550,1011,
16.560,1073,
16.570,1021,
16.580,1018,
16.590,1032,
16.600,1013,
16.610,1052,
16.620,1009,
16.630,995,
16.640,988,
16.650,1003,
16.660,1041,
16.670,970,
16.680,1021,
16.690,1000,
16.700,938,
16.710,1001,
16.720,983,
16.730,1022,
16.740,1067,
16.750,953,
16.760,956,
16.770,981,
16.780,978,
16.790,1009,
16.800,968,
16.810,992,
16.820,999,
16.830,1048,
16.840,1108,
16.850,1030,
16.860,1047,
16.870,1004,
16.880,1040,
16.890,1068,
16.900,1092,
16.910,1050,
16.920,1041,
16.930,1050,
16.940,1057,
16.950,1115,
16.960,1112,
16.970,1093,
16.980,1080,
16.990,1043,
17.000,1144,
17.010,1094,
17.020,1110,
17.030,1058,
17.040,1064,
17.050,1095,
17.060,1161,
17.070,1137,
17.080,1159,
17.090,1173,
17.100,1176,
17.110,1306,
17.120,1402,
17.130,1431,
17.140,1594,
17.150,1732,
17.160,2027,
17.170,2335,
17.180,2742,
17.190,3085,
17.200,3635,
17.210,4176,
17.220,4924,
17.230,5633,
17.240,6840,
17.250,7998,
17.260,9370,
17.270,10972,
17.280,12359,
17.290,14169,
17.300,15914,
17.310,18086,
17.320,19984,
17.330,22437,
17.340,24579,
17.350,26976,
17.360,29040,
17.370,31121,
17.380,33401,
17.390,34866,
17.400,37134,
17.410,38840,
17.420,39761,
17.430,40896,
17.440,41857,
17.450,42068,
17.460,42304,
17.470,41898,
17.480,40834,
17.490,40151,
17.500,38660,
