Energy[keV],Count,
1.590,9004,
1.600,9137,
1.610,8924,
1.620,8265,
1.630,8243,
1.640,7525,
1.650,7235,
1.660,6898,
1.670,6924,
1.680,7022,
1.690,7508,
1.700,8057,
1.710,8862,
1.720,9897,
1.730,11218,
1.740,12562,
1.750,13733,
1.760,14755,
1.770,15250,
1.780,15136,
1.790,15044,
1.800,14585,
1.810,13733,
1.820,12827,
1.830,11926,
1.840,11070,
1.850,10241,
1.860,9335,
1.870,8757,
1.880,7970,
1.890,7716,
1.900,7350,
1.910,7363,
1.920,7691,
1.930,8043,
1.940,8910,
1.950,10378,
1.960,12392,
1.970,15287,
1.980,19737,
1.990,24799,
2.000,30962,
2.010,37365,
2.020,44020,
2.030,49524,
2.040,53854,
2.050,55827,
2.060,55558,
2.070,53631,
2.080,50968,
2.090,47545,
2.100,45817,
2.110,43278,
2.120,41017,
2.130,38478,
2.140,34861,
2.150,31504,
2.160,27662,
2.170,24352,
2.180,22240,
2.190,22004,
2.200,25096,
2.210,32296,
2.220,44956,
2.230,63483,
2.240,87950,
2.250,117536,
2.260,150609,
2.270,181422,
2.280,206846,
2.290,220806,
2.300,221583,
2.310,210906,
2.320,192561,
2.330,168953,
2.340,146205,
2.350,128970,
2.360,117091,
2.370,110711,
2.380,108953,
2.390,106074,
2.400,102292,
2.410,96002,
2.420,86965,
2.430,76092,
2.440,65575,
2.450,55414,
2.460,46561,
2.470,38844,
2.480,33363,
2.490,28674,
2.500,24989,
2.510,21753,
2.520,18784,
2.530,16519,
2.540,14476,
2.550,12629,
2.560,10988,
2.570,9823,
2.580,8903,
2.590,8195,
2.600,7619,
2.610,7380,
2.620,7040,
2.630,6796,
2.640,6451,
2.650,6385,
2.660,5863,
2.670,5477,
2.680,5271,
2.690,4884,
2.700,4594,
2.710,4538,
2.720,4323,
2.730,4131,
2.740,4137,
2.750,4151,
2.760,4097,
2.770,4306,
2.780,4371,
2.790,4569,
2.800,4715,
2.810,4860,
2.820,5020,
2.830,5096,
2.840,5056,
2.850,4992,
2.860,4746,
2.870,4643,
2.880,4389,
2.890,4377,
2.900,4167,
2.910,4067,
2.920,4058,
2.930,4066,
2.940,4131,
2.950,4141,
2.960,4083,
2.970,3999,
2.980,3923,
2.990,3985,
3.000,3872,
3.010,3670,
3.020,3610,
3.030,3694,
3.040,3400,
3.050,3449,
3.060,3413,
3.070,3491,
3.080,3366,
3.090,3341,
3.100,3348,
3.110,3307,
3.120,3322,
3.130,3341,
3.140,3391,
3.150,3429,
3.160,3307,
3.170,3535,
3.180,3497,
3.190,3349,
3.200,3334,
3.210,3461,
3.220,3450,
3.230,3498,
3.240,3468,
3.250,3484,
3.260,3547,
3.270,3388,
3.280,3507,
3.290,3365,
3.300,3366,
3.310,3478,
3.320,3412,
3.330,3389,
3.340,3323,
3.350,3357,
3.360,3442,
3.370,3426,
3.380,3365,
3.390,3410,
3.400,3452,
3.410,3386,
3.420,3368,
3.430,3438,
3.440,3384,
3.450,3374,
3.460,3411,
3.470,3442,
3.480,3346,
3.490,3413,
3.500,3305,
3.510,3295,
3.520,3335,
3.530,3243,
3.540,3289,
3.550,3299,
3.560,3281,
3.570,3247,
3.580,3305,
3.590,3280,
3.600,3308,
3.610,3352,
3.620,3320,
3.630,3313,
3.640,3420,
3.650,3366,
3.660,3485,
3.670,3347,
3.680,3417,
3.690,3383,
3.700,3424,
3.710,3369,
3.720,3349,
3.730,3331,
3.740,3282,
3.750,3420,
3.760,3355,
3.770,3356,
3.780,3315,
3.790,3294,
3.800,3373,
3.810,3279,
3.820,3389,
3.830,3359,
3.840,3295,
3.850,3310,
3.860,3283,
3.870,3352,
3.880,3414,
3.890,3327,
3.900,3265,
3.910,3271,
3.920,3308,
3.930,3345,
3.940,3363,
3.950,3315,
3.960,3333,
3.970,3304,
3.980,3390,
3.990,3296,
4.000,3235,
4.010,3361,
4.020,3305,
4.030,3356,
4.040,3208,
4.050,3351,
4.060,3224,
4.070,3191,
4.080,3274,
4.090,3363,
4.100,3356,
4.110,3327,
4.120,3367,
4.130,3299,
4.140,3317,
4.150,3269,
4.160,3352,
4.170,3300,
4.180,3366,
4.190,3238,
4.200,3264,
4.210,3249,
4.220,3407,
4.230,3279,
4.240,3286,
4.250,3363,
4.260,3214,
4.270,3288,
4.280,3285,
4.290,3171,
4.300,3298,
4.310,3334,
4.320,3349,
4.330,3339,
4.340,3471,
4.350,3380,
4.360,3435,
4.370,3477,
4.380,3390,
4.390,3492,
4.400,3454,
4.410,3531,
4.420,3390,
4.430,3500,
4.440,3529,
4.450,3613,
4.460,3596,
4.470,3692,
4.480,3654,
4.490,3671,
4.500,3759,
4.510,3674,
4.520,3803,
4.530,3836,
4.540,3859,
4.550,3784,
4.560,3741,
4.570,3889,
4.580,3781,
4.590,3818,
4.600,3811,
4.610,3783,
4.620,3747,
4.630,3630,
4.640,3629,
4.650,3582,
4.660,3544,
4.670,3675,
4.680,3589,
4.690,3694,
4.700,3560,
4.710,3523,
4.720,3555,
4.730,3618,
4.740,3523,
4.750,3438,
4.760,3411,
4.770,3494,
4.780,3384,
4.790,3321,
4.800,3334,
4.810,3334,
4.820,3284,
4.830,3340,
4.840,3318,
4.850,3338,
4.860,3413,
4.870,3281,
4.880,3227,
4.890,3268,
4.900,3383,
4.910,3246,
4.920,3378,
4.930,3360,
4.940,3291,
4.950,3241,
4.960,3272,
4.970,3331,
4.980,3228,
4.990,3289,
5.000,3224,
5.010,3154,
5.020,3162,
5.030,3182,
5.040,3131,
5.050,3196,
5.060,3017,
5.070,3124,
5.080,3231,
5.090,3084,
5.100,3109,
5.110,3116,
5.120,3263,
5.130,3193,
5.140,3121,
5.150,3098,
5.160,3067,
5.170,3129,
5.180,3171,
5.190,3045,
5.200,3222,
5.210,3131,
5.220,3094,
5.230,3133,
5.240,3090,
5.250,3145,
5.260,3212,
5.270,3222,
5.280,3369,
5.290,3417,
5.300,3570,
5.310,3880,
5.320,4176,
5.330,4512,
5.340,4866,
5.350,5450,
5.360,5845,
5.370,6494,
5.380,7121,
5.390,7535,
5.400,7828,
5.410,8072,
5.420,8222,
5.430,7927,
5.440,7679,
5.450,7355,
5.460,6737,
5.470,6147,
5.480,5551,
5.490,5011,
5.500,4679,
5.510,4085,
5.520,3812,
5.530,3528,
5.540,3423,
5.550,3228,
5.560,3100,
5.570,3126,
5.580,3042,
5.590,2975,
5.600,3041,
5.610,3042,
5.620,2935,
5.630,3092,
5.640,2976,
5.650,2995,
5.660,2966,
5.670,2965,
5.680,2965,
5.690,2979,
5.700,2891,
5.710,3028,
5.720,3053,
5.730,2958,
5.740,2935,
5.750,3024,
5.760,2948,
5.770,2971,
5.780,2930,
5.790,2959,
5.800,2969,
5.810,3018,
5.820,2975,
5.830,3035,
5.840,3049,
5.850,3069,
5.860,3181,
5.870,3135,
5.880,3240,
5.890,3325,
5.900,3451,
5.910,3413,
5.920,3418,
5.930,3515,
5.940,3485,
5.950,3658,
5.960,3496,
5.970,3420,
5.980,3325,
5.990,3290,
6.000,3366,
6.010,3089,
6.020,3119,
6.030,3143,
6.040,3025,
6.050,2983,
6.060,2842,
6.070,2978,
6.080,2926,
6.090,2929,
6.100,2842,
6.110,2807,
6.120,2906,
6.130,2803,
6.140,2836,
6.150,2802,
6.160,2787,
6.170,2808,
6.180,2904,
6.190,2837,
6.200,2787,
6.210,2832,
6.220,2818,
6.230,2959,
6.240,3004,
6.250,2933,
6.260,3040,
6.270,3282,
6.280,3281,
6.290,3423,
6.300,3662,
6.310,3819,
6.320,3965,
6.330,4407,
6.340,4704,
6.350,5168,
6.360,5472,
6.370,5841,
6.380,6127,
6.390,6297,
6.400,6464,
6.410,6562,
6.420,6196,
6.430,6139,
6.440,5843,
6.450,5521,
6.460,5040,
6.470,4646,
6.480,4193,
6.490,4036,
6.500,3641,
6.510,3473,
6.520,3298,
6.530,2989,
6.540,2944,
6.550,2936,
6.560,2818,
6.570,2712,
6.580,2735,
6.590,2722,
6.600,2768,
6.610,2659,
6.620,2734,
6.630,2738,
6.640,2690,
6.650,2744,
6.660,2666,
6.670,2618,
6.680,2666,
6.690,2676,
6.700,2712,
6.710,2698,
6.720,2708,
6.730,2671,
6.740,2677,
6.750,2720,
6.760,2774,
6.770,2745,
6.780,2756,
6.790,2889,
6.800,3032,
6.810,3101,
6.820,3315,
6.830,3655,
6.840,3967,
6.850,4265,
6.860,4557,
6.870,5020,
6.880,5558,
6.890,5753,
6.900,6240,
6.910,6491,
6.920,6802,
6.930,6833,
6.940,6825,
6.950,6575,
6.960,6492,
6.970,6205,
6.980,5869,
6.990,5468,
7.000,5081,
7.010,4796,
7.020,4339,
7.030,4180,
7.040,3892,
7.050,3748,
7.060,3544,
7.070,3485,
7.080,3270,
7.090,3259,
7.100,3195,
7.110,2992,
7.120,2935,
7.130,2853,
7.140,2795,
7.150,2846,
7.160,2665,
7.170,2687,
7.180,2679,
7.190,2540,
7.200,2595,
7.210,2540,
7.220,2566,
7.230,2532,
7.240,2499,
7.250,2555,
7.260,2515,
7.270,2570,
7.280,2507,
7.290,2452,
7.300,2599,
7.310,2538,
7.320,2512,
7.330,2570,
7.340,2668,
7.350,2594,
7.360,2535,
7.370,2490,
7.380,2619,
7.390,2578,
7.400,2720,
7.410,2564,
7.420,2637,
7.430,2561,
7.440,2637,
7.450,2605,
7.460,2648,
7.470,2588,
7.480,2559,
7.490,2588,
7.500,2562,
7.510,2511,
7.520,2568,
7.530,2558,
7.540,2598,
7.550,2616,
7.560,2653,
7.570,2592,
7.580,2641,
7.590,2751,
7.600,2801,
7.610,2802,
7.620,2739,
7.630,2855,
7.640,2893,
7.650,2808,
7.660,2818,
7.670,2768,
7.680,2940,
7.690,2881,
7.700,2811,
7.710,2700,
7.720,2705,
7.730,2699,
7.740,2606,
7.750,2701,
7.760,2637,
7.770,2700,
7.780,2723,
7.790,2604,
7.800,2670,
7.810,2575,
7.820,2732,
7.830,2940,
7.840,3000,
7.850,3169,
7.860,3508,
7.870,3957,
7.880,4614,
7.890,5400,
7.900,6658,
7.910,8265,
7.920,10427,
7.930,13066,
7.940,16481,
7.950,20428,
7.960,24820,
7.970,29552,
7.980,35121,
7.990,40431,
8.000,45405,
8.010,50262,
8.020,53560,
8.030,56245,
8.040,58030,
8.050,58212,
8.060,57057,
8.070,54706,
8.080,50492,
8.090,46567,
8.100,41933,
8.110,36206,
8.120,30872,
8.130,26085,
8.140,21416,
8.150,17468,
8.160,14170,
8.170,11441,
8.180,9062,
8.190,7517,
8.200,6112,
8.210,5286,
8.220,4670,
8.230,4155,
8.240,3959,
8.250,3898,
8.260,3806,
8.270,3934,
8.280,3867,
8.290,4056,
8.300,4073,
8.310,4202,
8.320,4290,
8.330,4506,
8.340,4533,
8.350,4649,
8.360,4678,
8.370,4694,
8.380,4920,
8.390,4890,
8.400,4900,
8.410,4782,
8.420,4549,
8.430,4445,
8.440,4386,
8.450,4144,
8.460,4017,
8.470,3660,
8.480,3518,
8.490,3233,
8.500,3110,
8.510,2914,
8.520,2784,
8.530,2667,
8.540,2534,
8.550,2424,
8.560,2446,
8.570,2562,
8.580,2372,
8.590,2402,
8.600,2391,
8.610,2281,
8.620,2506,
8.630,2334,
8.640,2357,
8.650,2458,
8.660,2430,
8.670,2334,
8.680,2471,
8.690,2505,
8.700,2488,
8.710,2569,
8.720,2603,
8.730,2639,
8.740,2741,
8.750,2984,
8.760,3084,
8.770,3305,
8.780,3560,
8.790,3942,
8.800,4475,
8.810,4996,
8.820,5566,
8.830,6383,
8.840,6881,
8.850,7710,
8.860,8569,
8.870,9120,
8.880,9747,
8.890,10048,
8.900,10283,
8.910,10291,
8.920,10230,
8.930,10061,
8.940,9543,
8.950,8722,
8.960,8184,
8.970,7546,
8.980,6663,
8.990,6120,
9.000,5282,
9.010,4621,
9.020,4256,
9.030,3650,
9.040,3287,
9.050,3056,
9.060,2778,
9.070,2745,
9.080,2677,
9.090,2696,
9.100,2765,
9.110,2903,
9.120,3075,
9.130,3517,
9.140,3808,
9.150,4264,
9.160,4820,
9.170,5347,
9.180,5976,
9.190,6506,
9.200,7091,
9.210,7567,
9.220,8096,
9.230,8586,
9.240,8749,
9.250,9060,
9.260,9210,
9.270,9146,
9.280,9203,
9.290,8874,
9.300,8957,
9.310,8973,
9.320,9226,
9.330,9252,
9.340,9477,
9.350,10144,
9.360,10614,
9.370,11308,
9.380,11988,
9.390,12839,
9.400,13673,
9.410,14498,
9.420,14724,
9.430,15501,
9.440,15276,
9.450,15211,
9.460,15231,
9.470,14708,
9.480,13837,
9.490,13104,
9.500,11895,
9.510,10718,
9.520,9526,
9.530,8489,
9.540,7427,
9.550,6613,
9.560,5697,
9.570,4998,
9.580,4461,
9.590,4095,
9.600,3773,
9.610,3478,
9.620,3332,
9.630,3174,
9.640,3182,
9.650,3158,
9.660,3089,
9.670,3105,
9.680,3109,
9.690,3006,
9.700,2935,
9.710,2835,
9.720,2847,
9.730,2591,
9.740,2532,
9.750,2496,
9.760,2503,
9.770,2346,
9.780,2212,
9.790,2191,
9.800,2213,
9.810,2261,
9.820,2076,
9.830,2036,
9.840,2089,
9.850,2119,
9.860,1995,
9.870,2096,
9.880,2076,
9.890,2126,
9.900,2080,
9.910,2221,
9.920,2296,
9.930,2224,
9.940,2275,
9.950,2264,
9.960,2199,
9.970,2268,
9.980,2248,
9.990,2361,
10.000,2278,
10.010,2223,
10.020,2195,
10.030,2099,
10.040,2067,
10.050,2063,
10.060,1941,
10.070,1862,
10.080,1932,
10.090,1910,
10.100,1834,
10.110,1860,
10.120,1931,
10.130,1852,
10.140,1970,
10.150,1980,
10.160,1914,
10.170,1967,
10.180,2116,
10.190,2218,
10.200,2134,
10.210,2286,
10.220,2343,
10.230,2342,
10.240,2378,
10.250,2550,
10.260,2532,
10.270,2575,
10.280,2610,
10.290,2520,
10.300,2627,
10.310,2462,
10.320,2428,
10.330,2433,
10.340,2331,
10.350,2199,
10.360,2096,
10.370,2127,
10.380,2133,
10.390,1987,
10.400,1897,
10.410,1926,
10.420,1850,
10.430,1794,
10.440,1750,
10.450,1687,
10.460,1668,
10.470,1689,
10.480,1716,
10.490,1669,
10.500,1691,
10.510,1678,
10.520,1639,
10.530,1615,
10.540,1606,
10.550,1642,
10.560,1633,
10.570,1607,
10.580,1622,
10.590,1580,
10.600,1592,
10.610,1570,
10.620,1618,
10.630,1517,
10.640,1571,
10.650,1533,
10.660,1512,
10.670,1562,
10.680,1611,
10.690,1560,
10.700,1543,
10.710,1606,
10.720,1613,
10.730,1649,
10.740,1645,
10.750,1807,
10.760,1808,
10.770,1931,
10.780,1950,
10.790,1988,
10.800,2055,
10.810,2157,
10.820,2232,
10.830,2192,
10.840,2163,
10.850,2328,
10.860,2253,
10.870,2358,
10.880,2269,
10.890,2325,
10.900,2370,
10.910,2456,
10.920,2560,
10.930,2718,
10.940,2724,
10.950,3067,
10.960,3338,
10.970,3608,
10.980,3854,
10.990,4245,
11.000,4574,
11.010,4998,
11.020,5429,
11.030,5804,
11.040,6002,
11.050,6361,
11.060,6566,
11.070,6766,
11.080,6775,
11.090,6819,
11.100,6672,
11.110,6518,
11.120,6312,
11.130,6136,
11.140,6091,
11.150,5671,
11.160,5570,
11.170,5348,
11.180,5171,
11.190,5144,
11.200,5126,
11.210,4915,
11.220,4660,
11.230,4892,
11.240,4792,
11.250,4828,
11.260,4724,
11.270,4693,
11.280,4539,
11.290,4334,
11.300,4089,
11.310,3837,
11.320,3604,
11.330,3363,
11.340,3111,
11.350,3005,
11.360,2778,
11.370,2592,
11.380,2269,
11.390,2159,
11.400,1962,
11.410,1817,
11.420,1824,
11.430,1692,
11.440,1646,
11.450,1624,
11.460,1577,
11.470,1610,
11.480,1575,
11.490,1601,
11.500,1598,
11.510,1612,
11.520,1581,
11.530,1598,
11.540,1525,
11.550,1575,
11.560,1648,
11.570,1586,
11.580,1632,
11.590,1623,
11.600,1606,
11.610,1575,
11.620,1626,
11.630,1570,
11.640,1518,
11.650,1494,
11.660,1530,
11.670,1449,
11.680,1463,
11.690,1472,
11.700,1456,
11.710,1529,
11.720,1401,
11.730,1424,
11.740,1341,
11.750,1434,
11.760,1411,
11.770,1389,
11.780,1336,
11.790,1324,
11.800,1343,
11.810,1378,
11.820,1304,
11.830,1266,
11.840,1327,
11.850,1295,
11.860,1304,
11.870,1227,
11.880,1321,
11.890,1263,
11.900,1282,
11.910,1268,
11.920,1286,
11.930,1266,
11.940,1255,
11.950,1208,
11.960,1191,
11.970,1185,
11.980,1181,
11.990,1264,
12.000,1222,
12.010,1230,
12.020,1196,
12.030,1234,
12.040,1252,
12.050,1162,
12.060,1182,
12.070,1204,
12.080,1189,
12.090,1186,
12.100,1265,
12.110,1196,
12.120,1141,
12.130,1203,
12.140,1153,
12.150,1219,
12.160,1167,
12.170,1253,
12.180,1134,
12.190,1163,
12.200,1181,
12.210,1158,
12.220,1203,
12.230,1182,
12.240,1232,
12.250,1213,
12.260,1178,
12.270,1134,
12.280,1163,
12.290,1121,
12.300,1231,
12.310,1033,
12.320,1175,
12.330,1193,
12.340,1178,
12.350,1167,
12.360,1148,
12.370,1167,
12.380,1168,
12.390,1131,
12.400,1127,
12.410,1169,
12.420,1162,
12.430,1120,
12.440,1128,
12.450,1155,
12.460,1176,
12.470,1150,
12.480,1082,
12.490,1112,
12.500,1147,
12.510,1128,
12.520,1175,
12.530,1158,
12.540,1168,
12.550,1143,
12.560,1170,
12.570,1182,
12.580,1142,
12.590,1242,
12.600,1201,
12.610,1208,
12.620,1215,
12.630,1135,
12.640,1106,
12.650,1126,
12.660,1130,
12.670,1093,
12.680,1094,
12.690,1139,
12.700,1055,
12.710,1090,
12.720,1209,
12.730,1042,
12.740,1072,
12.750,1171,
12.760,1182,
12.770,1119,
12.780,1153,
12.790,1230,
12.800,1243,
12.810,1254,
12.820,1290,
12.830,1323,
12.840,1418,
12.850,1459,
12.860,1582,
12.870,1597,
12.880,1651,
12.890,1812,
12.900,1814,
12.910,1880,
12.920,1848,
12.930,1855,
12.940,1949,
12.950,1878,
12.960,1918,
12.970,1868,
12.980,1767,
12.990,1714,
13.000,1722,
13.010,1696,
13.020,1523,
13.030,1539,
13.040,1520,
13.050,1361,
13.060,1289,
13.070,1321,
13.080,1300,
13.090,1268,
13.100,1173,
13.110,1166,
13.120,1144,
13.130,1171,
13.140,1098,
13.150,1151,
13.160,1100,
13.170,1154,
13.180,1155,
13.190,1134,
13.200,1175,
13.210,1172,
13.220,1189,
13.230,1159,
13.240,1203,
13.250,1272,
13.260,1321,
13.270,1239,
13.280,1215,
13.290,1330,
13.300,1225,
13.310,1245,
13.320,1340,
13.330,1293,
13.340,1270,
13.350,1228,
13.360,1223,
13.370,1177,
13.380,1177,
13.390,1213,
13.400,1146,
13.410,1142,
13.420,1141,
13.430,1086,
13.440,1141,
13.450,1120,
13.460,1082,
13.470,1047,
13.480,970,
13.490,995,
13.500,996,
13.510,993,
13.520,987,
13.530,1045,
13.540,995,
13.550,909,
13.560,974,
13.570,939,
13.580,930,
13.590,898,
13.600,954,
13.610,985,
13.620,957,
13.630,918,
13.640,934,
13.650,961,
13.660,873,
13.670,876,
13.680,959,
13.690,943,
13.700,966,
13.710,886,
13.720,923,
13.730,915,
13.740,898,
13.750,980,
13.760,908,
13.770,922,
13.780,957,
13.790,965,
13.800,933,
13.810,926,
13.820,863,
13.830,953,
13.840,843,
13.850,940,
13.860,930,
13.870,895,
13.880,906,
13.890,943,
13.900,885,
13.910,926,
13.920,897,
13.930,885,
13.940,843,
13.950,930,
13.960,852,
13.970,887,
13.980,844,
13.990,835,
14.000,901,
14.010,884,
14.020,918,
14.030,840,
14.040,807,
14.050,829,
14.060,890,
14.070,869,
14.080,800,
14.090,817,
14.100,832,
14.110,854,
14.120,827,
14.130,877,
14.140,877,
14.150,801,
14.160,881,
14.170,798,
14.180,815,
14.190,827,
14.200,814,
14.210,856,
14.220,826,
14.230,863,
14.240,864,
14.250,818,
14.260,854,
14.270,823,
14.280,815,
14.290,820,
14.300,841,
14.310,815,
14.320,837,
14.330,846,
14.340,823,
14.350,833,
14.360,810,
14.370,812,
14.380,818,
14.390,808,
14.400,830,
14.410,789,
14.420,782,
14.430,821,
14.440,798,
14.450,806,
14.460,811,
14.470,802,
14.480,811,
14.490,782,
14.500,858,
14.510,809,
14.520,818,
14.530,765,
14.540,727,
14.550,795,
14.560,719,
14.570,785,
14.580,766,
14.590,865,
14.600,792,
14.610,775,
14.620,824,
14.630,739,
14.640,774,
14.650,780,
14.660,785,
14.670,767,
14.680,787,
14.690,785,
14.700,742,
14.710,762,
14.720,780,
14.730,800,
14.740,728,
14.750,774,
14.760,746,
14.770,753,
14.780,742,
14.790,757,
14.800,785,
14.810,773,
14.820,801,
14.830,726,
14.840,759,
14.850,766,
14.860,751,
14.870,750,
14.880,762,
14.890,769,
14.900,788,
14.910,758,
14.920,722,
14.930,756,
14.940,729,
14.950,707,
14.960,727,
14.970,784,
14.980,784,
14.990,711,
15.000,743,
15.010,757,
15.020,686,
15.030,732,
15.040,742,
15.050,725,
15.060,781,
15.070,669,
15.080,701,
15.090,717,
15.100,701,
15.110,712,
15.120,688,
15.130,659,
15.140,725,
15.150,730,
15.160,723,
15.170,736,
15.180,727,
15.190,730,
15.200,713,
15.210,733,
15.220,635,
15.230,712,
15.240,735,
15.250,681,
15.260,724,
15.270,756,
15.280,637,
15.290,668,
15.300,715,
15.310,693,
15.320,674,
15.330,698,
15.340,609,
15.350,719,
15.360,651,
15.370,680,
15.380,675,
15.390,679,
15.400,645,
15.410,661,
15.420,682,
15.430,719,
15.440,681,
15.450,677,
15.460,705,
15.470,670,
15.480,621,
15.490,660,
15.500,638,
15.510,695,
15.520,654,
15.530,712,
15.540,674,
15.550,615,
15.560,703,
15.570,650,
15.580,695,
15.590,695,
15.600,629,
15.610,673,
15.620,686,
15.630,684,
15.640,643,
15.650,720,
15.660,698,
15.670,700,
15.680,644,
15.690,709,
15.700,669,
15.710,700,
15.720,646,
15.730,635,
15.740,656,
15.750,656,
15.760,656,
15.770,684,
15.780,669,
15.790,690,
15.800,705,
15.810,680,
15.820,631,
15.830,652,
15.840,653,
15.850,639,
15.860,664,
15.870,665,
15.880,643,
15.890,600,
15.900,631,
15.910,649,
15.920,607,
15.930,661,
15.940,626,
15.950,637,
15.960,636,
15.970,632,
15.980,634,
15.990,624,
16.000,644,
16.010,609,
16.020,636,
16.030,628,
16.040,615,
16.050,669,
16.060,656,
16.070,628,
16.080,625,
16.090,701,
16.100,585,
16.110,662,
16.120,641,
16.130,606,
16.140,699,
16.150,631,
16.160,670,
16.170,596,
16.180,655,
16.190,648,
16.200,632,
16.210,620,
16.220,597,
16.230,583,
16.240,624,
16.250,622,
16.260,612,
16.270,600,
16.280,581,
16.290,615,
16.300,634,
16.310,643,
16.320,592,
16.330,598,
16.340,621,
16.350,622,
16.360,581,
16.370,596,
16.380,660,
16.390,596,
16.400,569,
16.410,565,
16.420,611,
16.430,619,
16.440,650,
16.450,625,
16.460,606,
16.470,579,
16.480,646,
16.490,616,
16.500,625,
16.510,594,
16.520,588,
16.530,600,
16.540,568,
16.550,573,
16.560,606,
16.570,596,
16.580,618,
16.590,579,
16.600,605,
16.610,617,
16.620,593,
16.630,599,
16.640,614,
16.650,645,
16.660,563,
16.670,540,
16.680,585,
16.690,590,
16.700,598,
16.710,550,
16.720,581,
16.730,627,
16.740,619,
16.750,585,
16.760,607,
16.770,616,
16.780,593,
16.790,619,
16.800,572,
16.810,585,
16.820,578,
16.830,605,
16.840,611,
16.850,584,
16.860,621,
16.870,556,
16.880,568,
16.890,588,
16.900,585,
16.910,616,
16.920,596,
16.930,651,
16.940,569,
16.950,591,
16.960,626,
16.970,630,
16.980,625,
16.990,631,
17.000,612,
17.010,607,
17.020,588,
17.030,628,
17.040,701,
17.050,673,
17.060,663,
17.070,621,
17.080,684,
17.090,709,
17.100,762,
17.110,843,
17.120,833,
17.130,900,
17.140,932,
17.150,1119,
17.160,1187,
17.170,1351,
17.180,1629,
17.190,1915,
17.200,2210,
17.210,2612,
17.220,2979,
17.230,3577,
17.240,4163,
17.250,5011,
17.260,5915,
17.270,6670,
17.280,7686,
17.290,8788,
17.300,10009,
17.310,11287,
17.320,12712,
17.330,13912,
17.340,15300,
17.350,16798,
17.360,18563,
17.370,19640,
17.380,20957,
17.390,22186,
17.400,23499,
17.410,24653,
17.420,25447,
17.430,25896,
17.440,26413,
17.450,26681,
17.460,26729,
17.470,26393,
17.480,26036,
17.490,25302,
17.500,24689,
17.510,23355,
17.520,22474,
17.530,20746,
17.540,19361,
17.550,17812,
17.560,16160,
17.570,14470,
17.580,13014,
17.590,11528,
17.600,10277,
17.610,8887,
17.620,7682,
17.630,6318,
17.640,5515,
17.650,4680,
17.660,3864,
17.670,3219,
17.680,2622,
17.690,2245,
17.700,1845,
17.710,1624,
17.720,1398,
17.730,1213,
17.740,1021,
17.750,907,
17.760,795,
17.770,735,
17.780,680,
17.790,697,
17.800,584,
17.810,619,
17.820,592,
17.830,571,
17.840,603,
17.850,532,
17.860,540,
17.870,507,
17.880,484,
17.890,477,
17.900,498,
17.910,529,
17.920,527,
17.930,463,
17.940,512,
17.950,514,
17.960,478,
