Energy[keV],Count,
1.590,11005,
1.600,10984,
1.610,10469,
1.620,10043,
1.630,9491,
1.640,8548,
1.650,7921,
1.660,7358,
1.670,7347,
1.680,7472,
1.690,7981,
1.700,8948,
1.710,10444,
1.720,11806,
1.730,13944,
1.740,15627,
1.750,16934,
1.760,18123,
1.770,18694,
1.780,18708,
1.790,17816,
1.800,17030,
1.810,16097,
1.820,14991,
1.830,13735,
1.840,12666,
1.850,11461,
1.860,10511,
1.870,9327,
1.880,8478,
1.890,8076,
1.900,7437,
1.910,7369,
1.920,7533,
1.930,8034,
1.940,9037,
1.950,10441,
1.960,13042,
1.970,16899,
1.980,22707,
1.990,30615,
2.000,40745,
2.010,51798,
2.020,63541,
2.030,74635,
2.040,83794,
2.050,87718,
2.060,89169,
2.070,87004,
2.080,82233,
2.090,77552,
2.100,72907,
2.110,69156,
2.120,65021,
2.130,60473,
2.140,54468,
2.150,47592,
2.160,40294,
2.170,32888,
2.180,26658,
2.190,21926,
2.200,20430,
2.210,22068,
2.220,26426,
2.230,34986,
2.240,47451,
2.250,62342,
2.260,79534,
2.270,96208,
2.280,109254,
2.290,117189,
2.300,119011,
2.310,113328,
2.320,103507,
2.330,90983,
2.340,79525,
2.350,69693,
2.360,64105,
2.370,59254,
2.380,58026,
2.390,56728,
2.400,54355,
2.410,51633,
2.420,45985,
2.430,40804,
2.440,34911,
2.450,29489,
2.460,24978,
2.470,21305,
2.480,18103,
2.490,16004,
2.500,14246,
2.510,12588,
2.520,11231,
2.530,9874,
2.540,9250,
2.550,8172,
2.560,7217,
2.570,6785,
2.580,6258,
2.590,5976,
2.600,5869,
2.610,5712,
2.620,5726,
2.630,5583,
2.640,5466,
2.650,5382,
2.660,5165,
2.670,4940,
2.680,4617,
2.690,4552,
2.700,4358,
2.710,4223,
2.720,4115,
2.730,3930,
2.740,3828,
2.750,3821,
2.760,3752,
2.770,3752,
2.780,3698,
2.790,3846,
2.800,4006,
2.810,4030,
2.820,4154,
2.830,4056,
2.840,4191,
2.850,4032,
2.860,3904,
2.870,3927,
2.880,3718,
2.890,3774,
2.900,3720,
2.910,3807,
2.920,3775,
2.930,3930,
2.940,3944,
2.950,4081,
2.960,4105,
2.970,4014,
2.980,3919,
2.990,3785,
3.000,3723,
3.010,3593,
3.020,3461,
3.030,3387,
3.040,3223,
3.050,3104,
3.060,3191,
3.070,3156,
3.080,3083,
3.090,3121,
3.100,2940,
3.110,3045,
3.120,3104,
3.130,3054,
3.140,3153,
3.150,3149,
3.160,3044,
3.170,3102,
3.180,3109,
3.190,3202,
3.200,3196,
3.210,3173,
3.220,3147,
3.230,3140,
3.240,3111,
3.250,3236,
3.260,3092,
3.270,3274,
3.280,3196,
3.290,3293,
3.300,3251,
3.310,3401,
3.320,3307,
3.330,3207,
3.340,3335,
3.350,3148,
3.360,3229,
3.370,3253,
3.380,3019,
3.390,3130,
3.400,3028,
3.410,3059,
3.420,2980,
3.430,3055,
3.440,3038,
3.450,3008,
3.460,2921,
3.470,3044,
3.480,3119,
3.490,2940,
3.500,2883,
3.510,2972,
3.520,3005,
3.530,2934,
3.540,2898,
3.550,3050,
3.560,2940,
3.570,2951,
3.580,2896,
3.590,3049,
3.600,3018,
3.610,3008,
3.620,3019,
3.630,3042,
3.640,3109,
3.650,3085,
3.660,3079,
3.670,3091,
3.680,3067,
3.690,3001,
3.700,3046,
3.710,3029,
3.720,3082,
3.730,2969,
3.740,3089,
3.750,3007,
3.760,2975,
3.770,3045,
3.780,2943,
3.790,3003,
3.800,3003,
3.810,2950,
3.820,2944,
3.830,3021,
3.840,2938,
3.850,2878,
3.860,2964,
3.870,2906,
3.880,2974,
3.890,3006,
3.900,2969,
3.910,2958,
3.920,2897,
3.930,2967,
3.940,2919,
3.950,2982,
3.960,2964,
3.970,2944,
3.980,2930,
3.990,3027,
4.000,2915,
4.010,2904,
4.020,3028,
4.030,2931,
4.040,3036,
4.050,3005,
4.060,3064,
4.070,2989,
4.080,3047,
4.090,3005,
4.100,3053,
4.110,3020,
4.120,3061,
4.130,3054,
4.140,2996,
4.150,3007,
4.160,2842,
4.170,3027,
4.180,2952,
4.190,2987,
4.200,3004,
4.210,2944,
4.220,2984,
4.230,2977,
4.240,3098,
4.250,3014,
4.260,2931,
4.270,2903,
4.280,2935,
4.290,2856,
4.300,3077,
4.310,2941,
4.320,2865,
4.330,2963,
4.340,2953,
4.350,2945,
4.360,3062,
4.370,3007,
4.380,2945,
4.390,3064,
4.400,2941,
4.410,3035,
4.420,2972,
4.430,2969,
4.440,3013,
4.450,3139,
4.460,3089,
4.470,3143,
4.480,3184,
4.490,3209,
4.500,3293,
4.510,3238,
4.520,3155,
4.530,3352,
4.540,3227,
4.550,3227,
4.560,3173,
4.570,3230,
4.580,3121,
4.590,3103,
4.600,3063,
4.610,3184,
4.620,3010,
4.630,3146,
4.640,3086,
4.650,2999,
4.660,2925,
4.670,2992,
4.680,3025,
4.690,3095,
4.700,2941,
4.710,3089,
4.720,2935,
4.730,2943,
4.740,2966,
4.750,2960,
4.760,2857,
4.770,2933,
4.780,2992,
4.790,2957,
4.800,2853,
4.810,2781,
4.820,2863,
4.830,2822,
4.840,2851,
4.850,2923,
4.860,2836,
4.870,2876,
4.880,2980,
4.890,2854,
4.900,2894,
4.910,2978,
4.920,2960,
4.930,3024,
4.940,2963,
4.950,2951,
4.960,3071,
4.970,2903,
4.980,2949,
4.990,2852,
5.000,2870,
5.010,2877,
5.020,2811,
5.030,2916,
5.040,2794,
5.050,2823,
5.060,2784,
5.070,2700,
5.080,2685,
5.090,2835,
5.100,2778,
5.110,2825,
5.120,2774,
5.130,2744,
5.140,2635,
5.150,2819,
5.160,2682,
5.170,2795,
5.180,2707,
5.190,2775,
5.200,2830,
5.210,2795,
5.220,2777,
5.230,2779,
5.240,2864,
5.250,2729,
5.260,2835,
5.270,2833,
5.280,2957,
5.290,3062,
5.300,3242,
5.310,3432,
5.320,3757,
5.330,4075,
5.340,4613,
5.350,5112,
5.360,5757,
5.370,6216,
5.380,6781,
5.390,7385,
5.400,7800,
5.410,8055,
5.420,7891,
5.430,7813,
5.440,7472,
5.450,7003,
5.460,6455,
5.470,5999,
5.480,5111,
5.490,4757,
5.500,4196,
5.510,3814,
5.520,3486,
5.530,3207,
5.540,2998,
5.550,2873,
5.560,2836,
5.570,2772,
5.580,2781,
5.590,2658,
5.600,2795,
5.610,2677,
5.620,2624,
5.630,2667,
5.640,2680,
5.650,2653,
5.660,2641,
5.670,2547,
5.680,2572,
5.690,2606,
5.700,2679,
5.710,2514,
5.720,2758,
5.730,2670,
5.740,2581,
5.750,2640,
5.760,2609,
5.770,2614,
5.780,2583,
5.790,2677,
5.800,2582,
5.810,2733,
5.820,2592,
5.830,2729,
5.840,2682,
5.850,2733,
5.860,2812,
5.870,2818,
5.880,2810,
5.890,2901,
5.900,3018,
5.910,3046,
5.920,3134,
5.930,3150,
5.940,3202,
5.950,3269,
5.960,3252,
5.970,3168,
5.980,3003,
5.990,3056,
6.000,2931,
6.010,2861,
6.020,2740,
6.030,2787,
6.040,2775,
6.050,2578,
6.060,2618,
6.070,2590,
6.080,2511,
6.090,2504,
6.100,2433,
6.110,2552,
6.120,2480,
6.130,2468,
6.140,2480,
6.150,2483,
6.160,2449,
6.170,2554,
6.180,2459,
6.190,2557,
6.200,2466,
6.210,2471,
6.220,2540,
6.230,2598,
6.240,2624,
6.250,2612,
6.260,2671,
6.270,2781,
6.280,2905,
6.290,3036,
6.300,3176,
6.310,3414,
6.320,3603,
6.330,3932,
6.340,4179,
6.350,4620,
6.360,4929,
6.370,5146,
6.380,5474,
6.390,5626,
6.400,5765,
6.410,5707,
6.420,5680,
6.430,5401,
6.440,5122,
6.450,4861,
6.460,4466,
6.470,4029,
6.480,3861,
6.490,3536,
6.500,3187,
6.510,3021,
6.520,2969,
6.530,2771,
6.540,2648,
6.550,2489,
6.560,2562,
6.570,2455,
6.580,2450,
6.590,2393,
6.600,2418,
6.610,2350,
6.620,2437,
6.630,2426,
6.640,2275,
6.650,2401,
6.660,2283,
6.670,2417,
6.680,2414,
6.690,2434,
6.700,2370,
6.710,2389,
6.720,2433,
6.730,2397,
6.740,2393,
6.750,2411,
6.760,2395,
6.770,2422,
6.780,2481,
6.790,2609,
6.800,2635,
6.810,2794,
6.820,3065,
6.830,3176,
6.840,3542,
6.850,3711,
6.860,4042,
6.870,4475,
6.880,4802,
6.890,5341,
6.900,5632,
6.910,5814,
6.920,6083,
6.930,6087,
6.940,5992,
6.950,5838,
6.960,5832,
6.970,5529,
6.980,5206,
6.990,4894,
7.000,4481,
7.010,4208,
7.020,3955,
7.030,3669,
7.040,3487,
7.050,3255,
7.060,3191,
7.070,3085,
7.080,3032,
7.090,2825,
7.100,2808,
7.110,2618,
7.120,2658,
7.130,2579,
7.140,2482,
7.150,2461,
7.160,2370,
7.170,2394,
7.180,2355,
7.190,2350,
7.200,2229,
7.210,2326,
7.220,2277,
7.230,2288,
7.240,2281,
7.250,2207,
7.260,2314,
7.270,2365,
7.280,2388,
7.290,2416,
7.300,2318,
7.310,2299,
7.320,2324,
7.330,2365,
7.340,2288,
7.350,2328,
7.360,2347,
7.370,2371,
7.380,2262,
7.390,2354,
7.400,2382,
7.410,2318,
7.420,2326,
7.430,2456,
7.440,2391,
7.450,2343,
7.460,2395,
7.470,2351,
7.480,2364,
7.490,2300,
7.500,2290,
7.510,2297,
7.520,2351,
7.530,2274,
7.540,2328,
7.550,2257,
7.560,2349,
7.570,2351,
7.580,2407,
7.590,2347,
7.600,2399,
7.610,2524,
7.620,2486,
7.630,2543,
7.640,2553,
7.650,2639,
7.660,2549,
7.670,2495,
7.680,2576,
7.690,2569,
7.700,2493,
7.710,2528,
7.720,2429,
7.730,2383,
7.740,2432,
7.750,2379,
7.760,2332,
7.770,2359,
7.780,2324,
7.790,2361,
7.800,2380,
7.810,2373,
7.820,2394,
7.830,2441,
7.840,2612,
7.850,2755,
7.860,3088,
7.870,3465,
7.880,3886,
7.890,4716,
7.900,5687,
7.910,7195,
7.920,9138,
7.930,11308,
7.940,14227,
7.950,17293,
7.960,21206,
7.970,25438,
7.980,29818,
7.990,34157,
8.000,38689,
8.010,43219,
8.020,46083,
8.030,48594,
8.040,49953,
8.050,50136,
8.060,48919,
8.070,46972,
8.080,43643,
8.090,39967,
8.100,35648,
8.110,31002,
8.120,26687,
8.130,22549,
8.140,18766,
8.150,15106,
8.160,12298,
8.170,10174,
8.180,8226,
8.190,6861,
8.200,5893,
8.210,5230,
8.220,4690,
8.230,4481,
8.240,4387,
8.250,4285,
8.260,4423,
8.270,4387,
8.280,4672,
8.290,4830,
8.300,4984,
8.310,5285,
8.320,5409,
8.330,5521,
8.340,5827,
8.350,5904,
8.360,6174,
8.370,6317,
8.380,6188,
8.390,6368,
8.400,6234,
8.410,6048,
8.420,6007,
8.430,5835,
8.440,5355,
8.450,4795,
8.460,4689,
8.470,4300,
8.480,3801,
8.490,3575,
8.500,3345,
8.510,2973,
8.520,2764,
8.530,2484,
8.540,2437,
8.550,2386,
8.560,2325,
8.570,2250,
8.580,2146,
8.590,2153,
8.600,2222,
8.610,2143,
8.620,2183,
8.630,2143,
8.640,2188,
8.650,2168,
8.660,2161,
8.670,2163,
8.680,2203,
8.690,2147,
8.700,2256,
8.710,2306,
8.720,2281,
8.730,2463,
8.740,2451,
8.750,2712,
8.760,2594,
8.770,2983,
8.780,3169,
8.790,3522,
8.800,3976,
8.810,4299,
8.820,4989,
8.830,5362,
8.840,6141,
8.850,6900,
8.860,7518,
8.870,7970,
8.880,8566,
8.890,8677,
8.900,9252,
8.910,8873,
8.920,9014,
8.930,8691,
8.940,8430,
8.950,7731,
8.960,7329,
8.970,6639,
8.980,6081,
8.990,5200,
9.000,4781,
9.010,4161,
9.020,3650,
9.030,3178,
9.040,2872,
9.050,2667,
9.060,2467,
9.070,2284,
9.080,2268,
9.090,2315,
9.100,2273,
9.110,2377,
9.120,2431,
9.130,2700,
9.140,2810,
9.150,3238,
9.160,3481,
9.170,3788,
9.180,4312,
9.190,4593,
9.200,4954,
9.210,5486,
9.220,5660,
9.230,6223,
9.240,6560,
9.250,6782,
9.260,7104,
9.270,7398,
9.280,7992,
9.290,8456,
9.300,9103,
9.310,9739,
9.320,11043,
9.330,12335,
9.340,13606,
9.350,15392,
9.360,17240,
9.370,19058,
9.380,21146,
9.390,23422,
9.400,25151,
9.410,26860,
9.420,28183,
9.430,29260,
9.440,29742,
9.450,29966,
9.460,28884,
9.470,27646,
9.480,26201,
9.490,24507,
9.500,22466,
9.510,19965,
9.520,17692,
9.530,15651,
9.540,13280,
9.550,11507,
9.560,9597,
9.570,8188,
9.580,6870,
9.590,5979,
9.600,5300,
9.610,4931,
9.620,4426,
9.630,4026,
9.640,3893,
9.650,3867,
9.660,3807,
9.670,3788,
9.680,3628,
9.690,3581,
9.700,3402,
9.710,3514,
9.720,3237,
9.730,3141,
9.740,2897,
9.750,2819,
9.760,2697,
9.770,2508,
9.780,2449,
9.790,2369,
9.800,2308,
9.810,2219,
9.820,2182,
9.830,2145,
9.840,2175,
9.850,2171,
9.860,2189,
9.870,2125,
9.880,2196,
9.890,2226,
9.900,2206,
9.910,2303,
9.920,2313,
9.930,2490,
9.940,2443,
9.950,2464,
9.960,2537,
9.970,2474,
9.980,2527,
9.990,2518,
10.000,2493,
10.010,2364,
10.020,2331,
10.030,2229,
10.040,2179,
10.050,2145,
10.060,1951,
10.070,1940,
10.080,1906,
10.090,1761,
10.100,1810,
10.110,1781,
10.120,1655,
10.130,1730,
10.140,1670,
10.150,1670,
10.160,1712,
10.170,1749,
10.180,1744,
10.190,1791,
10.200,1782,
10.210,1822,
10.220,1953,
10.230,1917,
10.240,2034,
10.250,1971,
10.260,1975,
10.270,2040,
10.280,1974,
10.290,2022,
10.300,1976,
10.310,1925,
10.320,1843,
10.330,1736,
10.340,1802,
10.350,1771,
10.360,1723,
10.370,1675,
10.380,1643,
10.390,1632,
10.400,1552,
10.410,1510,
10.420,1502,
10.430,1518,
10.440,1465,
10.450,1465,
10.460,1405,
10.470,1413,
10.480,1427,
10.490,1452,
10.500,1469,
10.510,1439,
10.520,1418,
10.530,1513,
10.540,1411,
10.550,1395,
10.560,1381,
10.570,1387,
10.580,1485,
10.590,1411,
10.600,1442,
10.610,1471,
10.620,1462,
10.630,1430,
10.640,1460,
10.650,1481,
10.660,1403,
10.670,1495,
10.680,1465,
10.690,1506,
10.700,1626,
10.710,1606,
10.720,1685,
10.730,1726,
10.740,1808,
10.750,1927,
10.760,1979,
10.770,2172,
10.780,2239,
10.790,2424,
10.800,2502,
10.810,2637,
10.820,2640,
10.830,2804,
10.840,2765,
10.850,2865,
10.860,3052,
10.870,3036,
10.880,3113,
10.890,3145,
10.900,3258,
10.910,3423,
10.920,3524,
10.930,3795,
10.940,4092,
10.950,4560,
10.960,5027,
10.970,5615,
10.980,6307,
10.990,7055,
11.000,7876,
11.010,8721,
11.020,9561,
11.030,10368,
11.040,10996,
11.050,11697,
11.060,12091,
11.070,12438,
11.080,12563,
11.090,12662,
11.100,12138,
11.110,12058,
11.120,11465,
11.130,11285,
11.140,10878,
11.150,10172,
11.160,9829,
11.170,9479,
11.180,8951,
11.190,8984,
11.200,8779,
11.210,8579,
11.220,8451,
11.230,8508,
11.240,8507,
11.250,8269,
11.260,8085,
11.270,7947,
11.280,7594,
11.290,7172,
11.300,6824,
11.310,6225,
11.320,5880,
11.330,5369,
11.340,4798,
11.350,4338,
11.360,3885,
11.370,3548,
11.380,2995,
11.390,2899,
11.400,2547,
11.410,2255,
11.420,2107,
11.430,1998,
11.440,1858,
11.450,1796,
11.460,1719,
11.470,1725,
11.480,1631,
11.490,1671,
11.500,1619,
11.510,1730,
11.520,1669,
11.530,1658,
11.540,1835,
11.550,1725,
11.560,1746,
11.570,1691,
11.580,1718,
11.590,1751,
11.600,1746,
11.610,1693,
11.620,1686,
11.630,1614,
11.640,1625,
11.650,1596,
11.660,1566,
11.670,1494,
11.680,1464,
11.690,1373,
11.700,1402,
11.710,1415,
11.720,1361,
11.730,1372,
11.740,1201,
11.750,1239,
11.760,1245,
11.770,1217,
11.780,1232,
11.790,1228,
11.800,1193,
11.810,1163,
11.820,1155,
11.830,1198,
11.840,1205,
11.850,1099,
11.860,1120,
11.870,1081,
11.880,1083,
11.890,1115,
11.900,1145,
11.910,1110,
11.920,1047,
11.930,1147,
11.940,1088,
11.950,1081,
11.960,1115,
11.970,1092,
11.980,1066,
11.990,1078,
12.000,1110,
12.010,1103,
12.020,1059,
12.030,1103,
12.040,1127,
12.050,1039,
12.060,1078,
12.070,1000,
12.080,1038,
12.090,1064,
12.100,1042,
12.110,1079,
12.120,1099,
12.130,1022,
12.140,1112,
12.150,1052,
12.160,1101,
12.170,1029,
12.180,1042,
12.190,1011,
12.200,1046,
12.210,1046,
12.220,1013,
12.230,984,
12.240,989,
12.250,1065,
12.260,992,
12.270,1026,
12.280,1010,
12.290,1012,
12.300,1006,
12.310,1043,
12.320,1072,
12.330,1039,
12.340,1013,
12.350,985,
12.360,985,
12.370,993,
12.380,980,
12.390,986,
12.400,1010,
12.410,1059,
12.420,1006,
12.430,991,
12.440,989,
12.450,993,
12.460,1069,
12.470,1063,
12.480,1019,
12.490,977,
12.500,1050,
12.510,1060,
12.520,1072,
12.530,1094,
12.540,1079,
12.550,1081,
12.560,1075,
12.570,1060,
12.580,1027,
12.590,1026,
12.600,1071,
12.610,1036,
12.620,1034,
12.630,1054,
12.640,997,
12.650,1030,
12.660,1039,
12.670,1015,
12.680,1045,
12.690,1035,
12.700,1038,
12.710,1055,
12.720,1035,
12.730,996,
12.740,1084,
12.750,1043,
12.760,1035,
12.770,1055,
12.780,1169,
12.790,1274,
12.800,1293,
12.810,1389,
12.820,1459,
12.830,1552,
12.840,1666,
12.850,1757,
12.860,1869,
12.870,2003,
12.880,2155,
12.890,2339,
12.900,2486,
12.910,2549,
12.920,2639,
12.930,2717,
12.940,2789,
12.950,2796,
12.960,2718,
12.970,2664,
12.980,2602,
12.990,2465,
13.000,2365,
13.010,2141,
13.020,2098,
13.030,2018,
13.040,1744,
13.050,1712,
13.060,1631,
13.070,1526,
13.080,1356,
13.090,1342,
13.100,1241,
13.110,1273,
13.120,1217,
13.130,1166,
13.140,1160,
13.150,1220,
13.160,1124,
13.170,1162,
13.180,1207,
13.190,1246,
13.200,1250,
13.210,1218,
13.220,1254,
13.230,1253,
13.240,1318,
13.250,1314,
13.260,1377,
13.270,1437,
13.280,1459,
13.290,1492,
13.300,1413,
13.310,1481,
13.320,1446,
13.330,1394,
13.340,1457,
13.350,1366,
13.360,1410,
13.370,1336,
13.380,1377,
13.390,1282,
13.400,1222,
13.410,1233,
13.420,1174,
13.430,1126,
13.440,1143,
13.450,1078,
13.460,1051,
13.470,986,
13.480,959,
13.490,962,
13.500,904,
13.510,861,
13.520,834,
13.530,835,
13.540,881,
13.550,859,
13.560,881,
13.570,804,
13.580,855,
13.590,812,
13.600,841,
13.610,824,
13.620,849,
13.630,796,
13.640,849,
13.650,732,
13.660,848,
13.670,839,
13.680,862,
13.690,845,
13.700,913,
13.710,902,
13.720,858,
13.730,790,
13.740,853,
13.750,865,
13.760,831,
13.770,822,
13.780,842,
13.790,834,
13.800,894,
13.810,866,
13.820,868,
13.830,842,
13.840,876,
13.850,896,
13.860,871,
13.870,860,
13.880,878,
13.890,807,
13.900,861,
13.910,824,
13.920,777,
13.930,856,
13.940,779,
13.950,792,
13.960,775,
13.970,764,
13.980,778,
13.990,787,
14.000,746,
14.010,730,
14.020,720,
14.030,762,
14.040,768,
14.050,744,
14.060,779,
14.070,824,
14.080,783,
14.090,697,
14.100,742,
14.110,747,
14.120,719,
14.130,748,
14.140,732,
14.150,763,
14.160,703,
14.170,723,
14.180,712,
14.190,721,
14.200,773,
14.210,715,
14.220,737,
14.230,700,
14.240,745,
14.250,755,
14.260,710,
14.270,754,
14.280,692,
14.290,682,
14.300,747,
14.310,740,
14.320,708,
14.330,736,
14.340,735,
14.350,711,
14.360,736,
14.370,751,
14.380,700,
14.390,701,
14.400,740,
14.410,713,
14.420,680,
14.430,696,
14.440,702,
14.450,718,
14.460,704,
14.470,688,
14.480,694,
14.490,654,
14.500,712,
14.510,662,
14.520,658,
14.530,671,
14.540,687,
14.550,710,
14.560,690,
14.570,655,
14.580,727,
14.590,644,
14.600,673,
14.610,674,
14.620,649,
14.630,696,
14.640,712,
14.650,660,
14.660,691,
14.670,726,
14.680,644,
14.690,617,
14.700,665,
14.710,652,
14.720,672,
14.730,655,
14.740,669,
14.750,693,
14.760,672,
14.770,669,
14.780,659,
14.790,697,
14.800,670,
14.810,686,
14.820,688,
14.830,702,
14.840,651,
14.850,667,
14.860,673,
14.870,638,
14.880,663,
14.890,630,
14.900,675,
14.910,683,
14.920,654,
14.930,652,
14.940,629,
14.950,606,
14.960,636,
14.970,683,
14.980,647,
14.990,632,
15.000,638,
15.010,676,
15.020,633,
15.030,628,
15.040,581,
15.050,707,
15.060,668,
15.070,674,
15.080,668,
15.090,601,
15.100,628,
15.110,619,
15.120,616,
15.130,607,
15.140,645,
15.150,614,
15.160,638,
15.170,648,
15.180,585,
15.190,595,
15.200,594,
15.210,588,
15.220,622,
15.230,637,
15.240,596,
15.250,579,
15.260,634,
15.270,573,
15.280,621,
15.290,630,
15.300,537,
15.310,582,
15.320,618,
15.330,634,
15.340,616,
15.350,594,
15.360,588,
15.370,618,
15.380,622,
15.390,628,
15.400,622,
15.410,582,
15.420,560,
15.430,586,
15.440,559,
15.450,624,
15.460,584,
15.470,574,
15.480,597,
15.490,580,
15.500,574,
15.510,542,
15.520,622,
15.530,569,
15.540,575,
15.550,603,
15.560,589,
15.570,535,
15.580,544,
15.590,567,
15.600,535,
15.610,580,
15.620,611,
15.630,605,
15.640,578,
15.650,564,
15.660,588,
15.670,545,
15.680,583,
15.690,542,
15.700,584,
15.710,560,
15.720,553,
15.730,612,
15.740,586,
15.750,558,
15.760,561,
15.770,559,
15.780,570,
15.790,572,
15.800,565,
15.810,576,
15.820,590,
15.830,541,
15.840,561,
15.850,544,
15.860,563,
15.870,547,
15.880,542,
15.890,534,
15.900,547,
15.910,533,
15.920,526,
15.930,519,
15.940,544,
15.950,558,
15.960,491,
15.970,545,
15.980,531,
15.990,521,
16.000,565,
16.010,571,
16.020,542,
16.030,529,
16.040,493,
16.050,575,
16.060,541,
16.070,538,
16.080,494,
16.090,558,
16.100,548,
16.110,494,
16.120,562,
16.130,523,
16.140,527,
16.150,537,
16.160,511,
16.170,498,
16.180,545,
16.190,567,
16.200,541,
16.210,535,
16.220,529,
16.230,490,
16.240,517,
16.250,569,
16.260,525,
16.270,499,
16.280,533,
16.290,539,
16.300,535,
16.310,539,
16.320,524,
16.330,533,
16.340,514,
16.350,511,
16.360,573,
16.370,536,
16.380,494,
16.390,508,
16.400,517,
16.410,566,
16.420,477,
16.430,487,
16.440,568,
16.450,498,
16.460,492,
16.470,496,
16.480,518,
16.490,521,
16.500,503,
16.510,492,
16.520,524,
16.530,486,
16.540,497,
16.550,522,
16.560,496,
16.570,506,
16.580,506,
16.590,510,
16.600,531,
16.610,464,
16.620,511,
16.630,528,
16.640,498,
16.650,494,
16.660,519,
16.670,503,
16.680,481,
16.690,504,
16.700,499,
16.710,530,
16.720,513,
16.730,506,
16.740,531,
16.750,460,
16.760,459,
16.770,504,
16.780,519,
16.790,495,
16.800,541,
16.810,490,
16.820,524,
16.830,520,
16.840,504,
16.850,493,
16.860,522,
16.870,476,
16.880,518,
16.890,524,
16.900,486,
16.910,498,
16.920,498,
16.930,492,
16.940,465,
16.950,473,
16.960,467,
16.970,480,
16.980,462,
16.990,519,
17.000,523,
17.010,552,
17.020,473,
17.030,535,
17.040,487,
17.050,511,
17.060,515,
17.070,507,
17.080,573,
17.090,514,
17.100,527,
17.110,548,
17.120,632,
17.130,600,
17.140,637,
17.150,742,
17.160,817,
17.170,936,
17.180,997,
17.190,1102,
17.200,1294,
17.210,1454,
17.220,1695,
17.230,1974,
17.240,2288,
17.250,2704,
17.260,3075,
17.270,3614,
17.280,4085,
17.290,4648,
17.300,5236,
17.310,5901,
17.320,6609,
17.330,7274,
17.340,7907,
17.350,8628,
17.360,9341,
17.370,10037,
17.380,10590,
17.390,11258,
17.400,12007,
17.410,12550,
17.420,13053,
17.430,13238,
17.440,13611,
17.450,13597,
17.460,13706,
17.470,13592,
17.480,13306,
17.490,12983,
17.500,12562,
17.510,11843,
17.520,11488,
17.530,10650,
17.540,10117,
17.550,9000,
17.560,8313,
17.570,7549,
17.580,6856,
17.590,6002,
17.600,5307,
17.610,4672,
17.620,3868,
17.630,3538,
17.640,2922,
17.650,2605,
17.660,2052,
17.670,1768,
17.680,1596,
17.690,1319,
17.700,1111,
17.710,977,
17.720,815,
17.730,714,
17.740,710,
17.750,601,
17.760,575,
17.770,570,
17.780,493,
17.790,480,
17.800,509,
17.810,468,
17.820,490,
17.830,463,
17.840,444,
17.850,432,
17.860,424,
17.870,392,
17.880,406,
17.890,387,
17.900,411,
17.910,400,
17.920,396,
17.930,406,
17.940,409,
17.950,417,
17.960,424,
17.970,385,
17.980,407,
17.990,361,
